editid,oldrevisionid,character_diversity,digit_ratio,non_alpha_numeric_ratio,upper_to_all,upper_to_lower,editor,newrevisionid,size_increment,size,word_count,class,comment_len,Anonymous,vulgar_word_ratio,longest_Word,bad_words,articleid,articletitle,character_distribution
64794,949190386,1.1421,0.1007,0.1683,0.1201,0.1365,HaeB,949192039,16,95175.0,5108.0,0,152,0,0.0,72.0,0.0,8609650,"Geilo Airport, Dagali",
46616,326560297,1.2031,0.0056,0.0393,0.064,0.0679,IShadowed,326560592,137,9387.0,801.0,0,21,0,0.0,16.0,0.0,601255,1892 Republican National Convention,
48369,372344465,1.1833,0.0023,0.0443,0.0706,0.0757,Medeis,372344592,6,34240.0,3872.0,0,16,0,0.0,15.0,0.0,9104050,SsangYong Actyon,
48675,623221122,1.1673,0.0238,0.0714,0.325,0.4643,AvicBot,677721219,19,88257.0,9229.0,0,47,0,0.0,13.0,0.0,2297470,Ted Ammon,
51125,921615529,1.149,0.0797,0.1219,0.0703,0.0756,131.179.59.32,922435598,1,41914.0,4398.0,0,21,1,0.0,72.0,0.0,251478,Quadratic form,
48800,934154533,1.1382,0.039,0.0887,0.0771,0.0835,Lepricavark,945305252,44,28776.0,2264.0,0,32,0,0.0,21.0,0.0,5703644,Anti-Hindi agitations of Tamil Nadu,
47626,937286629,1.1415,0.0309,0.0694,0.0626,0.0668,AldezD,937299369,22,29688.0,3589.0,1,224,0,0.013157894736842105,36.0,0.0,610527,Whiteout (weather),
46267,937474841,1.1387,0.0323,0.0715,0.0607,0.0646,InternetArchiveBot,938196166,90,21682.0,2949.0,1,90,0,0.04743833017077799,59.0,0.0,5973834,Youssef Rossi,
46309,937590528,1.1355,0.0555,0.1399,0.1237,0.1411,Ser Amantio di Nicolao,939299873,31,16386.0,883.0,0,82,1,0.0,0.0,0.0,25220472,Agraphesthesia,
46866,939082119,1.149,0.0325,0.0727,0.0805,0.0876,2600:1702:4990:B40:A8CE:6618:F55B:15FC,942012106,45,49280.0,4671.0,0,18,1,0.0,115.0,0.0,629686,Jagannath,
49829,941815189,1.1458,0.0499,0.0935,0.0643,0.0688,GreaterPonce665,941815480,147,79725.0,7350.0,0,56,0,0.0,126.0,0.0,17254437,10415 Mali Lošinj,
50072,942283358,1.1243,0.0313,0.0619,0.061,0.065,2604:2000:1304:DF5:8CF1:3EDE:6702:D955,942530473,34,38321.0,4846.0,0,11,1,0.0,10.0,0.0,26748,Switzerland,
46333,943202279,1.1365,0.0326,0.057,0.0632,0.0675,Kaiketsu,943337317,4,18471.0,2544.0,1,18,0,0.017094017094017096,13.0,0.0,22819957,Bang! Pow! Boom!,
49156,943780533,1.137,0.0415,0.0844,0.0579,0.0614,2601:3C1:100:F5D3:9894:E773:47AE:301F,946230900,0,60423.0,7854.0,0,0,1,0.0,16.0,0.0,25202,Quantum mechanics,
49893,944536314,1.1375,0.0376,0.0743,0.067,0.0718,Notfrompedro,944543358,1,54898.0,6571.0,0,146,0,0.0,79.0,0.0,50551003,"John Serry, Sr.",
46619,944694864,1.1439,0.0747,0.127,0.0742,0.0801,Binksternet,944696606,1,23471.0,2279.0,0,219,0,0.0,8.0,0.0,601255,1892 Republican National Convention,
49198,946953966,1.1389,0.0574,0.0909,0.0818,0.0891,Josve05a,947209691,87,81459.0,9405.0,0,249,0,0.0,30.0,0.0,318712,Lie algebra representation,
51944,947824817,1.1282,0.0488,0.0879,0.0716,0.0771,166.182.81.225,948203926,1,19492.0,1958.0,0,10,1,0.0,20.0,0.0,25149672,Sybil Grey,
50589,948329789,1.1508,0.0846,0.152,0.0574,0.0609,Materialscientist,948329988,1098,39275.0,3607.0,1,182,0,0.015706806282722512,197.0,0.0,32015,University of Arizona,
48943,949352737,1.1336,0.084,0.1237,0.102,0.1136,Kundeh,949487551,285,44761.0,2763.0,0,16,0,0.0,85.0,0.0,19624959,MIFC,
46858,335281257,1.1794,0.0303,0.0909,0.3871,0.6,Xqbot,335383351,1,99741.0,8611.0,0,64,0,0.0,16.0,0.0,2221624,Pink Ranger,
47850,409358493,1.1137,0.0345,0.0779,0.0836,0.0911,Lappon,415760436,6,1563.0,92.0,0,0,0,0.0,5.0,0.0,18905,Armed forces,
50701,465768262,1.1694,0.098,0.1176,0.2391,0.3056,EmausBot,872636896,1,27204.0,757.0,1,80,0,0.16666666666666666,12.0,0.0,12347116,List of programs broadcast by Animal Planet,
50001,636288718,1.1195,0.0172,0.0813,0.0735,0.0792,EP111,637939518,5,1354.0,67.0,0,31,0,0.0,19.0,0.0,10438479,Sheepshead Bay Race Track,
48432,727941665,1.1349,0.1141,0.1275,0.1724,0.2074,Tom.Reding,730455113,4,238393.0,158.0,0,209,1,0.0,16.0,0.0,23282372,Southern Voice (album),
50516,775384754,1.134,0.058,0.1733,0.0687,0.0738,SportsGuy789,892469129,4,4966.0,97.0,0,29,0,0.0,6.0,0.0,794748,SAIC,
50706,812338793,1.1306,0.041,0.0782,0.0839,0.0916,Tim bates,822366982,0,3730.0,320.0,0,29,1,0.0,7.0,0.0,52397875,Ronaldo,
50358,866488861,1.1353,0.0678,0.1036,0.0388,0.0404,Enwebb,897996244,29,6519.0,791.0,0,17,0,0.0,72.0,0.0,13472123,Barbara Colley,
50856,869328472,1.1421,0.0555,0.1714,0.1291,0.1482,InternetArchiveBot,891910436,226,18578.0,565.0,0,61,0,0.0,117.0,0.0,38153,Hydra 70,
46435,876278970,1.136,0.0818,0.1415,0.0818,0.08900000000000001,DannyS712,892811582,4,8314.0,662.0,0,122,0,0.0,17.0,0.0,21833153,Journal of Neurochemistry,
49564,914093206,1.135,0.0632,0.1111,0.0616,0.0656,Monkbot,917983028,1,10130.0,742.0,1,181,0,0.010752688172043013,147.0,0.0,17914,Ludwig van Beethoven,
48345,914605568,1.1372,0.0577,0.1043,0.0727,0.0783,KH-1,914721246,35,24896.0,2886.0,0,140,1,0.0,190.0,0.0,2656906,Paper Bag Records,
48636,915261242,1.103,0.0396,0.0664,0.0385,0.0401,Nyq,921083994,1,27598.0,3444.0,0,60,0,0.0,10.0,0.0,2921223,Bobby Tambling,
48104,923556123,1.1322,0.0926,0.1346,0.0743,0.0802,103.60.175.78,930710392,7,39222.0,3512.0,0,20,1,0.0,7.0,0.0,20771136,Index of Chile-related articles,
51643,924799562,1.1342,0.0383,0.0724,0.065,0.0695,Citation bot,924910401,71,15795.0,1559.0,0,205,1,0.0,27.0,0.0,532268,Andy Merrill,
51603,927114574,1.1345,0.052000000000000005,0.0733,0.0387,0.0402,Rjwilmsi,927115152,30,44122.0,5130.0,1,62,0,0.009523809523809523,54.0,0.0,50726952,Koko Tsurumi,
46630,928184239,1.1388,0.0453,0.0782,0.1444,0.1687,ApprenticeFan,942811149,52,40402.0,2101.0,0,15,0,0.0,10.0,0.0,24365287,Tik Tok (song),
48354,932816279,1.0772,0.0526,0.0926,0.0711,0.0765,Dawnseeker2000,941070629,488,30702.0,2763.0,0,98,0,0.0,19.0,0.0,20796,Malcolm X,
48489,938008584,1.126,0.0492,0.1027,0.0797,0.0866,Iridescent,943974736,0,15178.0,1489.0,0,101,0,0.0,86.0,0.006172839506172839,13159,Gunpowder Plot,
50475,940996419,1.1314,0.0519,0.0933,0.0763,0.0826,Cloudbound,941512716,32,19239.0,1770.0,0,73,0,0.0,11.0,0.0,20179603,The Elephant King,
48651,941697722,1.1399,0.0189,0.0648,0.1009,0.1122,92.9.9.196,944889495,37,11349.0,1030.0,0,16,1,0.0,16.0,0.0,12948865,The Final Sign of Evil,
47142,942236104,1.1408,0.0674,0.1215,0.1059,0.1184,Mvcg66b3r,942692147,48,24903.0,2418.0,0,77,0,0.0,17.0,0.0,11920628,The Strange Encounter,
50996,942685233,1.0385,0.0297,0.0425,0.097,0.1074,2601:681:0:2F70:E8F3:5953:91CB:94AD,943725519,0,67370.0,565.0,0,14,1,0.0,0.0,0.0,3119019,Morgana Lefay,
47769,943071037,1.1316,0.0255,0.0506,0.031,0.032,TheFrog001,943071073,0,35761.0,4764.0,0,158,0,0.0,0.0,0.0,15737150,The Oxford Shakespeare,
48506,943880637,1.1283,0.02,0.0396,0.0475,0.0498,85.199.231.44,943881203,1,5249.0,666.0,0,116,1,0.0,14.0,0.0,234801,Laughter,
46345,944814363,1.1202,0.0501,0.0915,0.0353,0.0366,Imdabes7,946413424,1,75656.0,8795.0,0,43,0,0.0,19.0,0.0,31446173,Seduced By Madness,
46031,944868252,1.139,0.034,0.0907,0.0498,0.0525,Timtempleton,944873010,2,16132.0,1792.0,0,146,0,0.0,112.0,0.0,315857,Ford Contour,
51320,944979478,1.1304,0.0855,0.1494,0.0553,0.0585,2601:481:0:7F90:2DBA:919A:9EC4:5B53,945154292,117,138574.0,13247.0,1,25,1,0.02843601895734597,181.0,0.0,10007138,List of Iraq War resisters,
48098,945191536,1.1176,0.047,0.0704,0.0346,0.0359,InternetArchiveBot,945334477,82,43099.0,4970.0,1,127,0,0.013574660633484163,67.0,0.0,36982,Backronym,
52090,945487371,1.1565,0.0237,0.0932,0.08199999999999999,0.0894,DonQuixote,945489154,2,81510.0,7934.0,0,250,0,0.0,0.0,0.0,49768598,Alex Beard,
49539,946351405,1.1344,0.0169,0.0432,0.0681,0.0731,Orafat,949106180,29,11536.0,1442.0,0,10,0,0.0,0.0,0.0,397713,Darts,
46993,947032622,1.095,0.002,0.0393,0.1572,0.1865,2601:581:C380:3CB0:3910:811:5033:C366,947032649,32,252436.0,27898.0,0,188,1,0.0,9.0,0.0,37765,"University of California, Los Angeles",
47364,947407061,1.1425,0.0523,0.0979,0.0709,0.0763,Songwaters,948244499,108,31356.0,3305.0,0,36,0,0.0,0.0,0.0,12347116,List of programs broadcast by Animal Planet,
51747,947871333,1.1358,0.0459,0.076,0.076,0.0822,Awesome Aasim,947871555,0,15531.0,1646.0,0,135,1,0.0,0.0,0.0,8897815,Night World,
51940,948274865,1.1252,0.1187,0.1916,0.1195,0.1357,SpinnDoctor,948277778,459,135486.0,2896.0,0,0,0,0.0,152.0,0.0,25149672,Sybil Grey,
47663,449836413,1.2025,0.0417,0.0833,0.4783,0.8462,Favonian,449839692,21,72144.0,8776.0,0,30,0,0.0,9.0,0.0,24346395,Rope Hell,
49362,449836413,1.2025,0.0417,0.0833,0.4783,0.8462,Favonian,449839692,21,72144.0,8776.0,0,30,0,0.0,9.0,0.0,22407866,UFC 107,
46241,555535854,1.1059,0.0573,0.1373,0.1398,0.1624,Boleyn,555535999,54,20012.0,2424.0,0,117,0,0.0,10.0,0.0,996341,Spindle checkpoint,
47618,740657702,1.1303,0.0561,0.0742,0.0722,0.0777,Monkbot,932827146,3,892.0,72.0,0,126,0,0.0,29.0,0.0,8266032,Norman Collier,
51800,779546680,1.1425,0.096,0.1464,0.0895,0.0983,Justwagen,870569779,65,16105.0,1056.0,1,0,0,0.008771929824561403,266.0,0.0,23069704,AEK Athens F.C. season 2009–10,
47660,784973419,1.1345,0.0793,0.1341,0.0805,0.0875,KolbertBot,813182941,1,35475.0,2478.0,0,42,0,0.0,101.0,0.0,12785792,Royal Alexander,
49074,841483543,1.1206,0.0378,0.0744,0.0994,0.1103,Zackmann08,874204272,40,2222.0,172.0,1,24,0,0.2,5.0,0.0,2723446,Marie-Claire Kirkland,
51774,846750787,1.1348,0.0367,0.0886,0.1016,0.113,Bearcat,888001728,32,3147.0,264.0,1,6,0,0.008196721311475409,21.0,0.0,763013,Saturday Night Live,
51017,867119757,1.1417,0.0267,0.0614,0.0654,0.0699,Monkbot,933399735,3,1389.0,94.0,0,126,0,0.0,35.0,0.0,2719032,Helen Lowry,
49015,907096451,1.1185,0.0703,0.1375,0.0973,0.1078,Monkbot,918705829,7,23160.0,1211.0,1,174,0,0.008130081300813009,183.0,0.0,3224522,Theory of reasoned action,
66606,907096451,1.1185,0.0703,0.1375,0.0973,0.1078,Monkbot,918705829,7,23160.0,1211.0,1,174,0,0.008130081300813009,183.0,0.0,2270321,Anse la Raye Quarter,
49353,908415457,1.1415,0.017,0.0594,0.0707,0.0761,There are no names left,921142922,191,17568.0,2146.0,0,0,1,0.0,15.0,0.0,5124518,Kristina Keneally,
46782,917012720,1.0949,0.0487,0.0959,0.0914,0.1005,Johnj1995,925101864,0,7592.0,409.0,0,0,0,0.0,13.0,0.0,32405457,Scream With Me,
49640,917272423,1.1448,0.0611,0.097,0.0898,0.0987,GreenC bot,926553940,4,36556.0,3800.0,1,62,1,0.012269938650306749,88.0,0.0,25145113,Dulles Corridor Users Group,
50718,921343716,1.1287,0.0376,0.0893,0.0496,0.0521,Balon Greyjoy,944513367,0,8352.0,874.0,0,99,1,0.0,133.0,0.0,17732773,Haridasa Thakur,
49681,921939850,1.1364,0.0492,0.1141,0.0533,0.0563,ClueBot NG,921939869,17,6416.0,259.0,0,243,1,0.0,31.0,0.0,25155935,Helen Markley Miller,
50004,924281871,1.1388,0.0808,0.1356,0.0435,0.0454,Jon Kolbert,937741377,43,20738.0,2215.0,0,49,1,0.0,163.0,0.0,10438479,Sheepshead Bay Race Track,
46320,926354956,1.1255,0.0418,0.0634,0.0922,0.1016,Hmains,926355052,66,8343.0,880.0,1,95,0,0.125,18.0,0.0,10335,Extermination camp,
51387,936400368,1.1403,0.056,0.0894,0.0518,0.0546,Citation bot,945033701,8,16029.0,1585.0,0,433,1,0.0,93.0,0.0,205720,Florence Ballard,
51674,940131136,1.1632,0.0811,0.1219,0.0763,0.0826,2A02:C7F:181A:5D00:CD39:D26E:8770:FA1B,941174066,54,135323.0,4041.0,0,38,1,0.0,27.0,0.0,472974,HMS Hostile (H55),
48984,941379690,1.1553,0.0521,0.0778,0.065,0.0695,RLO1729,941381938,1,73160.0,10040.0,1,18,0,0.020408163265306117,12.0,0.0,24192619,Polyethnicity,
49442,943833297,1.0873,0.0628,0.0955,0.0666,0.0714,Sleath56,943840601,0,131459.0,15503.0,0,38,0,0.0,193.0,0.0,21960385,2009 ATP World Tour Finals – Doubles,
50259,944797499,1.1318,0.086,0.1382,0.0942,0.104,InternetArchiveBot,948583685,162,54710.0,4003.0,0,55,0,0.0,115.0,0.0,3327266,Jonathan Trott,
50164,945117181,1.1079,0.0472,0.0714,0.0547,0.0579,Wgmleslie,945775159,4,48758.0,5886.0,0,78,0,0.0,8.0,0.0,24587813,Big West Conference Men's Basketball Tournament,
52000,945157730,1.1295,0.0631,0.1107,0.0995,0.1105,Rodw,948723320,9,25858.0,1055.0,1,125,0,0.04040404040404042,22.0,0.0,616725,Renault Espace,
48567,946274677,1.1244,0.0313,0.0616,0.0541,0.0572,ChristineDB,946404739,0,67474.0,8194.0,0,0,0,0.0,92.0,0.0,25142816,András Visky,
48926,946732040,1.0231,0.0501,0.0808,0.0612,0.0652,Ser Amantio di Nicolao,948261786,18,129980.0,14515.0,0,21,1,0.0,28.0,0.0,13040550,Connie Desmond,
51941,948166785,1.1252,0.1187,0.1916,0.1194,0.1356,SpinnDoctor,948274865,1,135486.0,2896.0,1,0,0,0.007692307692307694,16.0,0.0,25149672,Sybil Grey,
46966,948485985,1.1212,0.0651,0.1066,0.0573,0.0608,Plantdrew,948607639,51,92199.0,9488.0,0,15,0,0.0,10.0,0.0,60155,She Done Him Wrong,
49883,949339540,1.1217,0.091,0.115,0.0845,0.0923,JHunterJ,949428841,5,38400.0,4066.0,1,58,0,0.027027027027027032,21.0,0.0,449560,Sportpalast speech,
51530,367828604,1.1168,0.0339,0.0788,0.0864,0.0945,Addbot,545368469,0,1634.0,85.0,0,115,0,0.0,0.0,0.0,5582690,Buffalo Common Council,
50599,520643452,1.1845,0.0278,0.0556,0.3429,0.5,Tom.Reding,784366145,28,51530.0,7087.0,0,92,1,0.0,10.0,0.0,460850,The Family Circus,
48264,581153488,1.1244,0.0196,0.047,0.1545,0.1825,KasparBot,715033149,61,1386.0,123.0,0,212,0,0.0,0.0,0.0,1150215,Fitch's paradox of knowability,
50790,603822999,1.2288,0.0435,0.087,0.5455,1.0909,Xqbot,603997468,0,150287.0,14940.0,0,52,0,0.0,9.0,0.0,91290,"Lynchburg, Virginia",
50789,603997468,1.2288,0.0435,0.087,0.5455,1.0909,Xqbot,768594911,2,150287.0,14940.0,0,52,0,0.0,9.0,0.0,91290,"Lynchburg, Virginia",
49030,656193576,1.1811,0.0041,0.0328,0.097,0.107,Jooojay,856985606,129,437.0,49.0,0,0,0,0.0,14.0,0.0,37976,Belarusians,
48900,710761653,1.1244,0.0378,0.0733,0.0898,0.0986,Czar,711124468,78,109558.0,9812.0,0,56,0,0.0,73.0,0.0,84250,Thelonious Monk,
50463,804010828,1.1325,0.0458,0.0788,0.0885,0.097,Ser Amantio di Nicolao,885445803,4,4267.0,354.0,0,12,1,0.0,12.0,0.0,801247,1987 World Championships in Athletics,
49683,907126071,1.1365,0.0491,0.114,0.0533,0.0562,94.200.202.186,909883799,26,6416.0,259.0,0,14,1,0.0,9.0,0.0,25155935,Helen Markley Miller,
48527,910459024,1.1238,0.0708,0.097,0.0923,0.1016,2.217.39.9,922963287,23,3870.0,280.0,0,16,1,0.0,16.0,0.0,31971237,"Corbetta, Italy",
46360,910507264,1.133,0.0361,0.0676,0.0832,0.0907,InternetArchiveBot,923848266,39,8911.0,997.0,0,55,0,0.0,94.0,0.0,218767,Thyroidectomy,
47064,912175342,1.127,0.032,0.0634,0.0909,0.0999,72.231.5.196,912175389,1,2125.0,202.0,0,0,1,0.0,10.0,0.0,24927484,Polar Bear Club discography,
49105,914273211,1.1285,0.0195,0.0984,0.1069,0.1197,Narky Blert,919172003,0,63704.0,4158.0,0,2,1,0.0,23.0,0.0,977752,Amniotic fluid,
48948,917867101,1.1343,0.086,0.1373,0.0917,0.1009,2600:1700:3880:91D0:B978:26EB:5681:7886,926442602,2,10441.0,548.0,0,0,1,0.0,19.0,0.0,39256435,The X Factor (Australia),
51688,929532151,1.143,0.0309,0.0519,0.0393,0.0409,EEng,935874551,128,35959.0,4595.0,0,58,0,0.0,0.0,0.0,22364043,Live at 20000V 30 Sep 1995,
51618,932690871,1.1243,0.0428,0.1116,0.0595,0.0632,Wegesrand,948386540,0,13249.0,1716.0,0,48,0,0.0,27.0,0.0,259474,"Bridgewater, Massachusetts",
65791,932690871,1.1243,0.0428,0.1116,0.0595,0.0632,Wegesrand,948386540,0,13249.0,1716.0,0,48,0,0.0,27.0,0.0,5703644,Anti-Hindi agitations of Tamil Nadu,
51170,933275749,1.1284,0.0697,0.1099,0.1334,0.1539,Dmoore5556,933278500,87,7600.0,544.0,0,30,0,0.0,55.0,0.0,22463477,Dahil May Isang Ikaw,
46042,934187573,1.138,0.044,0.1043,0.0762,0.0824,40.131.165.12,934187890,17,16196.0,1879.0,0,0,1,0.0,8.0,0.0,34345022,Norullah Noori,
50816,935402842,1.1533,0.023,0.0421,0.1547,0.183,2A02:C7D:505C:1D00:B92D:6EC2:45E6:D96F,935403211,0,24725.0,1378.0,0,20,1,0.0,8.0,0.0,4049224,Sean Slater,
46948,937902323,1.1431,0.055,0.0974,0.0578,0.0613,1980fast,937902364,4,11475.0,962.0,0,22,0,0.0,71.0,0.0,451204,Morecambe F.C.,
47275,938270308,1.1388,0.0554,0.0834,0.0782,0.0848,InternetArchiveBot,947897050,2,17619.0,1220.0,0,87,0,0.0,9.0,0.0,3245452,Charkhi Dadri,
46367,938843641,1.1211,0.0367,0.0907,0.0259,0.0266,2A01:388:296:150:0:0:1:1A,944201542,65,75209.0,9379.0,0,58,1,0.0,38.0,0.0,56962848,West London Line,
49038,939006984,1.152,0.0735,0.1339,0.0772,0.0837,David Gerard,939007080,16,38458.0,3422.0,1,12,1,0.006779661016949152,148.0,0.0,847040,List of concert halls,
47548,945408503,1.113,0.0856,0.128,0.0736,0.0795,Urbanoc,945413287,5,41125.0,4054.0,0,116,0,0.0,8.0,0.0,11252389,Marcus Jordan,
49145,948764693,1.132,0.0398,0.1135,0.116,0.1312,K1stommac,948764783,0,9785.0,1298.0,0,26,0,0.0,10.0,0.0,2032083,Shah (disambiguation),
49201,948812124,1.145,0.0453,0.0862,0.0738,0.0796,Rjensen,949464821,216,109655.0,11527.0,0,25,0,0.0,35.0,0.0,118691,Native American Graves Protection and Repatriation Act,
52006,522012068,1.1272,0.0269,0.0557,0.0478,0.0502,InternetArchiveBot,730074973,172,3781.0,518.0,0,48,0,0.0,66.0,0.0,468159,"Kuma District, Kumamoto",
48325,536240063,1.1066,0.0185,0.0529,0.0862,0.0943,Addbot,544435175,0,3740.0,72.0,0,116,0,0.0,0.0,0.0,11960442,Peak coal,
49365,536975203,1.0749,0.0688,0.1469,0.1013,0.1126,Kwamikagami,536975428,0,63373.0,4531.0,0,16,0,0.0,0.0,0.0,177556,Cliff Burton,
47327,809142418,1.126,0.0491,0.1305,0.0528,0.0558,Gorthian,902354552,14,7486.0,722.0,0,46,0,0.0,26.0,0.0,3881801,Port Imperial (HBLR station),
51969,831056963,1.1308,0.0549,0.0756,0.1039,0.1159,Timrollpickering,861047044,0,4941.0,344.0,0,201,0,0.0,24.0,0.0,84165,"Ponce, Puerto Rico",
49561,855168391,1.1233,0.1101,0.119,0.1582,0.1873,Rfassbind,861197982,5,216518.0,157.0,0,13,0,0.0,17.0,0.0,1377021,Reims-Gueux,
47579,865880232,1.152,0.014,0.0228,0.0923,0.1017,Klofáč,872287211,106,2175.0,253.0,0,14,0,0.0,14.0,0.0,5184,Cytoplasm,
48134,889009032,1.108,0.006,0.0404,0.1168,0.1323,86.179.97.155,890648427,1,14173.0,1178.0,0,52,1,0.0,11.0,0.0,2803429,Darod,
46791,902300831,1.1374,0.1136,0.2316,0.1102,0.1239,117.204.121.89,911344759,100,12678.0,1087.0,1,0,1,0.029411764705882363,23.0,0.0,8935,Detroit River,
52128,909967223,1.1354,0.0379,0.075,0.0762,0.0824,WOSlinker,937651817,8,13313.0,1530.0,0,31,0,0.0,24.0,0.0,108055,"Poway, California",
50367,911016697,1.129,0.0424,0.0799,0.1232,0.1405,Stereorock,911016817,7,5958.0,619.0,1,35,0,0.015873015873015872,16.0,0.0,402986,"Hyannis Port, Massachusetts",
47701,926330841,1.1312,0.0561,0.0966,0.0632,0.0674,Riflemanm16a2,926331371,9,9972.0,1128.0,1,15,0,0.009615384615384616,21.0,0.0,415767,1953 Iranian coup d'état,
47431,929017441,1.134,0.0605,0.1099,0.0804,0.0874,Monkbot,932962613,3,19358.0,1889.0,0,126,0,0.0,172.0,0.0,451160,Doncaster Rovers F.C.,
50805,930047326,1.1473,0.0675,0.1148,0.0579,0.0615,Niceguyedc,934220225,13,42851.0,4674.0,0,95,0,0.0,34.0,0.0,22132404,List of Zeta Psi brothers,
46568,939317829,1.1269,0.0685,0.1044,0.0587,0.0623,InternetArchiveBot,949188439,123,28905.0,3374.0,0,55,0,0.0,96.0,0.0,12595795,The Great Day,
51043,939804798,1.1437,0.025,0.0404,0.0729,0.0786,67.81.48.110,939805106,23,12095.0,1222.0,0,0,1,0.0,15.0,0.0,104633,"Dothan, Alabama",
48638,945000843,1.1524,0.0524,0.0902,0.0955,0.1056,82.71.49.43,946722537,435,59662.0,7354.0,0,26,1,0.0,124.0,0.0,170440,Needlepoint,
49936,945691275,1.1288,0.0372,0.0617,0.0574,0.0609,Ovjeet rabha,945693180,1,14655.0,1787.0,0,31,1,0.0,9.0,0.0,366108,Summits of the Americas,
50177,947053818,1.1558,0.019,0.0575,0.0624,0.0665,JDDJS,947057848,5,118273.0,14342.0,0,10,0,0.0,15.0,0.0,75917,Magnet therapy,
49453,947826863,1.1383,0.0688,0.1371,0.0779,0.0845,72.83.173.97,948246682,6,16057.0,1324.0,1,0,1,0.012658227848101266,108.0,0.0,42781631,Eurasian Sparrowhawk,
51408,948624590,1.1468,0.009000000000000001,0.0239,0.0237,0.0243,Samimtahir,949019693,65,21172.0,2719.0,0,14,0,0.0,48.0,0.0,1018598,South Africa national football team,
46490,949266623,1.1393,0.0297,0.0605,0.0575,0.061,71.60.103.11,949267145,11,48977.0,6751.0,1,18,1,0.01877934272300469,15.0,0.0,7512586,Wardrobe supervisor,
51109,331840807,1.1418,0.0277,0.0638,0.0254,0.0261,Cnilep,332064437,292,6765.0,668.0,0,54,0,0.0,20.0,0.0,24588643,Sisters Family Cookbook,
50424,409939576,1.1147,0.0524,0.0899,0.0525,0.0554,Yobot,410385225,1,83468.0,8868.0,0,93,0,0.0,10.0,0.0,2842637,Jermaine Stewart,
47105,440148824,1.2348,0.0051,0.0357,0.0947,0.104,Boleyn,440148883,25,13528.0,1466.0,0,6,0,0.0,28.0,0.0,3415,Bulgaria,
46664,590838500,1.1343,0.0291,0.0439,0.0668,0.0716,DemocraticLuntz,590847618,10,7484.0,724.0,0,119,0,0.0,9.0,0.0,11593994,Sidney Lawrence,
47151,651517695,1.1784,0.0263,0.0526,0.3514,0.52,Armbrust,698449202,14,95614.0,10640.0,0,30,0,0.0,14.0,0.0,1218277,Robert Johnston (VC),
49974,770571261,1.0582,0.01,0.0598,0.0922,0.1015,Lds,776644840,1,5327.0,475.0,0,13,0,0.0,15.0,0.0,8915059,Justice (French band),
46211,824126895,1.1323,0.0427,0.0931,0.0912,0.1003,Ser Amantio di Nicolao,874787870,0,5300.0,483.0,0,12,1,0.0,0.0,0.0,1021012,Peter Zumthor,
47573,845599909,1.1327,0.0521,0.0764,0.0901,0.0988,Centrixx,846433792,31,689.0,50.0,0,181,0,0.0,0.0,0.0,39418318,Angel (TV series),
47072,849899342,1.1261,0.0769,0.1064,0.0743,0.0803,InternetArchiveBot,909807738,56,5489.0,447.0,0,67,0,0.0,46.0,0.0,22740580,Wild Grass,
50546,883363526,1.1318,0.0811,0.1436,0.0776,0.0841,GreenC bot,893972292,118,6648.0,297.0,1,74,1,0.040816326530612235,206.0,0.0,24998787,'Til Summer Comes Around,
47346,900860196,1.1437,0.0482,0.0832,0.0793,0.0861,BrownHairedGirl,901831543,2,11533.0,1323.0,1,155,0,0.03448275862068965,23.0,0.0,7414829,Georgian wine,
51897,911192946,1.1258,0.0041,0.0343,0.1008,0.1119,95.151.243.11,935817774,18,1686.0,189.0,0,25,1,0.0,8.0,0.0,55321822,Line of succession to the Jordanian throne,
47596,912729168,1.1367,0.0892,0.1159,0.1311,0.1508,Rsleamen,913916528,10,34710.0,4288.0,0,0,0,0.0,9.0,0.0,2655198,Harry Partch's 43-tone scale,
51291,920019691,1.1459,0.0437,0.0809,0.0665,0.0713,Wikibenboy94,920295842,1,15131.0,1624.0,0,0,0,0.0,22.0,0.0,489783,Cinema of Mexico,
48103,930710392,1.1322,0.0926,0.1346,0.0742,0.0802,Jaellee,930885364,7,39222.0,3512.0,0,144,0,0.0,7.0,0.0,48975723,Comparison of web application frameworks,
48712,931136353,1.1416,0.0378,0.0624,0.0765,0.0829,Gazamp,936431969,19,16200.0,1829.0,0,46,0,0.0,19.0,0.0,4999854,Whenever I Say Your Name,
46279,937756102,1.1298,0.0454,0.1098,0.0655,0.0701,AnomieBOT,938212148,102,16891.0,1499.0,1,63,0,0.02097902097902098,207.0,0.0,6083138,Sheffield Legends,
49332,943527263,1.1105,0.0218,0.048,0.0551,0.0583,I dream of horses,946848539,0,15837.0,2127.0,0,83,1,0.0,15.0,0.0,1161493,Kamelot,
50736,944588333,1.1456,0.0712,0.1358,0.0787,0.0854,2601:581:8000:BDC0:304C:CD3D:3958:6A95,948934137,0,29612.0,1762.0,0,124,1,0.0,12.0,0.0,10092285,Melvich,
51647,945601359,1.1578,0.0647,0.1151,0.0486,0.051,GorillaWarfare,945604859,748,73000.0,6976.0,1,161,0,0.04010695187165776,87.0,0.0,532268,Andy Merrill,
48352,945908785,1.0778,0.0527,0.0926,0.0716,0.0771,Wbm1058,948329592,0,30702.0,2763.0,0,30,0,0.0,13.0,0.0,1278124,Toyota Sequoia,
