editid,oldrevisionid,character_diversity,digit_ratio,non_alpha_numeric_ratio,upper_to_all,upper_to_lower,editor,newrevisionid,size_increment,size,word_count,class,comment_len,Anonymous,vulgar_word_ratio,longest_Word,bad_words
51719.0,889428511,1.1297,0.0575,0.1145,0.0867,0.0949,Che'Nelleandothersfan,889430153,2,7497.0,734.0,0,0,1,0.012987012987012988,15,0.0
52044.0,906706308,1.1403,0.0841,0.1137,0.0706,0.076,75.73.107.65,929176584,64,21949.0,2431.0,0,23,1,0.0,11,0.0
47595.0,913916528,1.1367,0.0893,0.1161,0.1311,0.1509,47.74.226.110,914753809,0,34710.0,4288.0,0,22,1,0,0,0
46328.0,914771540,1.125,0.0275,0.0458,0.0657,0.0703,2001:569:7C73:3A00:B959:549F:630D:1B46,915951971,61,12647.0,1578.0,0,73,1,0.0,32,0.0
51636.0,923781707,1.1445,0.0509,0.1015,0.0615,0.0655,74.14.197.202,926393297,1,31101.0,3012.0,0,0,1,0.0,7,0.0
49380.0,926742405,1.1302,0.0377,0.0619,0.1117,0.1256,Miraclepine,927550584,2,19902.0,1837.0,0,5,0,0.0,9,0.0
46229.0,929144495,1.129,0.0722,0.1046,0.0556,0.0589,Blee24,930229777,37,29514.0,3146.0,0,35,0,0.0,19,0.0
50156.0,932876369,1.0843,0.0503,0.0929,0.0741,0.08,Monkbot,933190797,3,14268.0,1425.0,0,106,0,0.0,12,0.0
49025.0,935933526,1.093,0.0556,0.0845,0.122,0.1389,GalaxyFighter55,938275151,16,12171.0,643.0,0,0,0,0.021739130434782608,20,0.0
47525.0,940589033,1.1338,0.0331,0.0549,0.069,0.0741,InternetArchiveBot,941532415,45,10584.0,1118.0,0,55,0,0.0,248,0.0
46198.0,942794204,1.1017,0.0372,0.0896,0.0704,0.0757,JBW,944766624,550,84273.0,10324.0,0,93,0,0,0,0
48113.0,943344496,1.1569,0.0543,0.0866,0.0665,0.0713,86.134.66.200,943741484,137,95695.0,10505.0,0,15,1,0.0051813471502590676,24,0.0
48337.0,944075781,1.1058,0.0431,0.0874,0.0524,0.0552,Rathfelder,946023736,7,29518.0,3142.0,0,162,0,0.0,17,0.0
51254.0,944526226,1.1061,0.1122,0.1743,0.0729,0.0787,AIMHO'S REBELLION 8490s,944526277,0,90052.0,7874.0,0,10,1,0.0,30,0.0
49757.0,948041359,1.1371,0.0621,0.1144,0.0743,0.0803,67.233.88.185,948639733,112,37266.0,3658.0,0,37,1,0.0,13,0.0
51053.0,948087713,1.1246,0.0751,0.1256,0.0589,0.0626,AdaCiccone,948120765,30,191154.0,17223.0,0,17,0,0.0,82,0.0
49592.0,948094150,1.1431,0.0626,0.1033,0.0766,0.0829,John from Idegon,948208131,0,124612.0,11093.0,0,179,1,0,0,0
48870.0,948191044,1.1344,0.0853,0.131,0.074,0.0799,Rian123456789,948191252,2,45111.0,3943.0,0,74,0,0.0,17,0.0
51625.0,329386495,1.1959,0.0114,0.0114,0.0276,0.0283,SmackBot,329616653,3,599.0,80.0,0,78,0,0.0,28,0.0
49872.0,390369083,1.219,0.0588,0.1176,0.625,1.4286,RussBot,391402884,28,3105.0,342.0,0,29,0,0.0,14,0.0
51905.0,644399570,1.1432,0.0445,0.1123,0.1452,0.1694,Michael Bednarek,644401351,0,953.0,124.0,0,24,1,0.0,9,0.0
46039.0,696710275,1.1521,0.0026,0.0521,0.0493,0.0517,Tavix,706843796,23,315.0,38.0,0,17,0,0.0,21,0.0
50986.0,748753392,1.1087,0.0393,0.0778,0.0938,0.1034,GeoffreyT2000,806291793,34,2274.0,222.0,0,29,0,0.0,27,0.0
47017.0,851026358,1.1286,0.06,0.1114,0.0612,0.0652,Zackmann08,873637112,4,7708.0,826.0,0,24,0,0.0,9,0.0
49303.0,861842391,1.1406,0.0423,0.0864,0.0903,0.0993,JJMC89,903512248,40,18251.0,1505.0,0,126,0,0,0,0
101227.0,861842391,1.1406,0.0423,0.0864,0.0903,0.0993,JJMC89,903512248,40,18251.0,1505.0,0,126,0,0,0,0
49956.0,867505094,1.1308,0.1189,0.1649,0.0884,0.0969,Lepricavark,945521294,44,4202.0,230.0,0,32,0,0.0,21,0.0
47542.0,883236915,1.1344,0.0322,0.0522,0.0693,0.0744,Docktuh,883236957,30,11368.0,1282.0,0,0,0,0.0,17,0.0
49470.0,885072963,1.1502,0.057,0.089,0.1006,0.1117,Narky Blert,925226534,11,23738.0,3036.0,0,32,1,0.0,12,0.0
51362.0,897086488,1.1375,0.0194,0.0422,0.0518,0.0546,Aspects,919124422,9,4373.0,523.0,0,30,0,0.0,14,0.0
48465.0,897739397,1.162,0.007,0.0441,0.0437,0.0456,Froid,926747526,30,1268.0,173.0,0,17,0,0.0,12,0.0
51817.0,911760817,1.128,0.1687,0.1938,0.0929,0.1024,191.178.43.93,932032187,0,4708.0,440.0,0,22,1,0,0,0
50950.0,916097569,1.1323,0.0515,0.1062,0.049,0.0515,89.127.29.96,920255345,7,11190.0,1001.0,0,0,1,0.058823529411764705,9,0.0
51814.0,922068253,1.1448,0.0733,0.1011,0.0874,0.0958,Badger M.,925331379,3,14596.0,1348.0,0,20,1,0.0,18,0.0
47469.0,927984630,1.0987,0.0223,0.0396,0.0565,0.0598,InternetArchiveBot,941575933,43,46928.0,5783.0,0,55,0,0.0,89,0.0
49700.0,930714284,1.1067,0.0492,0.0661,0.0818,0.089,PlanespotterA320,935594886,0,3655.0,323.0,0,111,0,0,0,0
51196.0,938013988,1.1395,0.0785,0.1241,0.068,0.0729,Citation bot,938259675,33,106026.0,10109.0,0,326,1,0.0,27,0.0
47654.0,938465815,1.1441,0.0538,0.0878,0.0421,0.0439,Mike Peel,939750657,7,59992.0,7041.0,0,116,1,0.0,23,0.0
48004.0,945479363,1.1284,0.0747,0.1536,0.127,0.1455,2A02:C7F:8651:3300:C1C0:D81A:604C:506F,947825053,12,36329.0,3315.0,0,0,1,0.0,8,0.0
51351.0,945659883,1.1354,0.0791,0.1518,0.1155,0.1305,ApprenticeFan,949036983,4,2192.0,261.0,0,25,0,0.0,13,0.0
49949.0,945993871,1.1281,0.0341,0.0822,0.0387,0.0402,Citation bot,948608507,162,44550.0,6178.0,0,206,1,0.0,17,0.0
48710.0,946726167,1.1419,0.0393,0.0645,0.0761,0.0823,Ser Amantio di Nicolao,946908774,31,16200.0,1829.0,0,21,1,0.0,12,0.0
49514.0,947810782,1.1412,0.0339,0.0522,0.0907,0.0994,2.98.212.150,947811113,2,2741.0,233.0,0,0,1,0.08333333333333333,18,0.0
47104.0,440148883,1.2394,0.0047,0.0326,0.0957,0.1053,Helpful Pixie Bot,440149852,47,13528.0,1466.0,0,61,1,0.0,24,0.0
48822.0,544941321,1.1202,0.0591,0.0935,0.0597,0.0634,Αρκάς,740691132,88,1669.0,113.0,0,0,0,0.0,22,0.0
50913.0,801355562,1.1366,0.0201,0.0564,0.0452,0.0473,38.125.187.38,853119957,63,7135.0,804.0,0,0,1,0.0,61,0.0
51538.0,808114248,1.1194,0.0358,0.097,0.0862,0.0943,Monkbot,916897475,1,3120.0,280.0,0,180,0,0.0,92,0.0
50481.0,855233193,1.1329,0.0608,0.1639,0.1291,0.1483,Dunarc,859976171,62,9227.0,144.0,0,31,0,0.0,18,0.0
46254.0,889411285,1.1092,0.0355,0.0679,0.0358,0.0371,Monkbot,917050367,4,5811.0,600.0,0,182,0,0.0,93,0.0
46460.0,895811028,1.1342,0.0551,0.1005,0.0862,0.0944,CitationCleanerBot,903618954,1,14768.0,1204.0,0,69,0,0.011784511784511785,37,0.0
45972.0,897207642,1.1325,0.0451,0.0799,0.0522,0.055,Sumanuil,897301180,9,5921.0,500.0,0,14,0,0.0,8,0.0
46510.0,899302572,1.1528,0.0598,0.0829,0.091,0.1001,Dogru144,941643682,70,41891.0,3339.0,0,81,0,0.0,15,0.0
46466.0,902480284,1.1411,0.1238,0.1801,0.0902,0.0992,Rutilant,902483883,4,16149.0,1216.0,0,178,0,0.0,114,0.0
51931.0,919174826,1.1393,0.059,0.0976,0.0994,0.1104,GovindaGyawali0012,924150197,18,15506.0,1756.0,0,0,0,0.017857142857142856,18,0.0
49214.0,932739491,1.1364,0.0619,0.0652,0.1143,0.1288,AnomieBOT,932742365,19,11225.0,1226.0,0,36,0,0.0,33,0.0
46759.0,933529147,1.1058,0.0454,0.0688,0.0571,0.0605,95.105.211.162,934280786,0,2162.0,112.0,0,31,1,0.0,10,0.0
46311.0,934182722,1.1357,0.0553,0.1385,0.1225,0.1395,61.6.233.6,935555142,0,16386.0,883.0,0,38,1,0,0,0
48149.0,934916208,1.1583,0.054,0.0814,0.0808,0.0879,71.223.99.98,941687951,153,82107.0,10820.0,0,7,1,0.0,11,0.0
48598.0,935715660,1.1319,0.058,0.1241,0.1017,0.1132,Earthh,938720713,2,35982.0,1760.0,0,29,0,0.0,2,0.0
52001.0,937535632,1.1295,0.0631,0.1108,0.0995,0.1105,123.208.21.92,945157730,22,25858.0,1055.0,0,0,1,0.04040404040404041,22,0.0
50972.0,938401126,1.0782,0.0733,0.1224,0.0626,0.0668,TK421bsod,938401327,687,31635.0,3261.0,0,156,0,0.015151515151515152,20,0.0
90258.0,938401126,1.0782,0.0733,0.1224,0.0626,0.0668,TK421bsod,938401327,687,31635.0,3261.0,0,156,0,0.015151515151515152,20,0.0
46235.0,941267342,1.1535,0.0707,0.1465,0.1085,0.1217,Gonnym,945013564,20,66559.0,1678.0,0,131,0,0.0,22,0.0
48476.0,943003666,1.1371,0.0427,0.0732,0.1092,0.1226,2001:56A:F93D:1100:904D:BE9B:AA1B:8A3B,943748434,59,13277.0,1396.0,0,0,1,0.0,40,0.0
50505.0,943149004,1.1358,0.0896,0.1861,0.0764,0.0827,Flaskback,943149149,4,107742.0,6404.0,0,23,0,0.0,33,0.0
105390.0,943149004,1.1358,0.0896,0.1861,0.0764,0.0827,Flaskback,943149149,4,107742.0,6404.0,0,23,0,0.0,33,0.0
47121.0,943918076,1.142,0.0755,0.134,0.0616,0.0657,LoveIsTheMovement2002,946910929,1,68032.0,6078.0,0,47,0,0.0,19,0.0
50144.0,944294307,1.1281,0.0637,0.114,0.0585,0.0622,AnomieBOT,944307305,16,128732.0,13313.0,0,44,0,0.0,79,0.0
78869.0,944294307,1.1281,0.0637,0.114,0.0585,0.0622,AnomieBOT,944307305,16,128732.0,13313.0,0,44,0,0.0,79,0.0
49540.0,945257720,1.1344,0.0169,0.0432,0.0681,0.0731,Quentin X,946351405,0,11536.0,1442.0,0,16,1,0.0,13,0.0
48347.0,946073209,1.1018,0.051,0.0867,0.062,0.0661,CaptainAnarchy,946869389,1,95381.0,10310.0,0,0,0,0.00411522633744856,23,0.0
51227.0,947007117,1.1328,0.0189,0.047,0.0469,0.0493,Serols,947007192,2,23997.0,3312.0,0,188,0,0.2,5,0.0
94392.0,947007117,1.1328,0.0189,0.047,0.0469,0.0493,Serols,947007192,2,23997.0,3312.0,0,188,0,0.2,5,0.0
46539.0,947508438,1.1613,0.063,0.115,0.0752,0.0813,Elisfkc,947508621,10,78994.0,4543.0,0,65,0,0.0,166,0.0
48096.0,947619617,1.1176,0.047,0.0705,0.0346,0.0358,92.3.27.196,947619749,5,43099.0,4970.0,0,0,1,0.0,47,0.0
49836.0,949232812,1.148,0.0407,0.0861,0.0415,0.0433,Narky Blert,949232910,0,117469.0,15287.0,0,5,1,0.0,10,0.0
49649.0,949448000,1.1392,0.0218,0.0453,0.0658,0.0704,Versageek,949453244,147,27848.0,3450.0,0,138,0,0.0,104,0.0
50294.0,401338613,1.1272,0.0202,0.0452,0.0591,0.0628,Cydebot,436998227,31,2726.0,340.0,0,124,0,0,0,0
47567.0,586505926,1.1199,0.0259,0.1508,0.0892,0.0978,Cydebot,628907868,7,1494.0,85.0,0,104,0,0.0,16,0.0
48841.0,613530920,1.1811,0.0213,0.0426,0.2391,0.3056,Xqbot,693389657,13,56767.0,6330.0,0,80,0,0.0,26,0.0
48674.0,677721219,1.2085,0.0385,0.1154,0.5,0.9231,Booyahhayoob,728059986,19,88257.0,9229.0,0,73,0,0.0,19,0.0
47179.0,768891791,1.1305,0.0296,0.0656,0.0757,0.0819,Eik Corell,768907054,49,4182.0,456.0,0,33,1,0.0,106,0.0
46975.0,826204945,1.1706,0.0164,0.0328,0.1833,0.22,EmausBot,926208071,7,112454.0,3606.0,0,90,0,0.0,12,0.0
50990.0,870706250,1.1396,0.0742,0.1413,0.0961,0.1063,DynamoDegsy,873317910,0,14125.0,518.0,0,88,0,0.0,21,0.0
47670.0,874741090,1.1194,0.0291,0.0466,0.0867,0.0949,TNAXXX,922645380,7,3401.0,375.0,0,12,0,0.0,12,0.0
47052.0,879052597,1.1564,0.1186,0.201,0.1286,0.1471,D Eaketts,886673073,135,791.0,88.0,0,122,1,0.0,16,0.0
50429.0,885897381,1.1225,0.035,0.0866,0.0948,0.1046,PiePellicane,894798636,24,2979.0,179.0,0,30,0,0.0,9,0.0
47224.0,891023549,1.1304,0.0802,0.129,0.0726,0.0783,Monkbot,917062847,1,13060.0,972.0,0,169,0,0.0,120,0.0
48466.0,891627917,1.1652,0.0072,0.043,0.0449,0.0469,217.170.255.40,897739397,32,1268.0,173.0,0,16,1,0.0,19,0.0
51434.0,913758988,1.138,0.1582,0.2106,0.0998,0.1109,InternetArchiveBot,914587775,81,91787.0,10230.0,0,67,0,0.0,55,0.0
47634.0,915085035,1.1369,0.025,0.0515,0.0609,0.0648,67.68.28.238,923207200,0,7735.0,849.0,0,29,1,0.04411764705882353,17,0.0
98524.0,915085035,1.1369,0.025,0.0515,0.0609,0.0648,67.68.28.238,923207200,0,7735.0,849.0,0,29,1,0.04411764705882353,17,0.0
47521.0,923225136,1.1547,0.0778,0.1387,0.0934,0.1031,InternetArchiveBot,928846820,194,41532.0,2674.0,0,55,0,0.0,169,0.0
50409.0,926338776,1.1748,0.0011,0.0253,0.2309,0.2997,Aymatth2,926623763,2,993.0,80.0,0,7,0,0.0,11,0.0
51634.0,926443277,1.1445,0.0509,0.1015,0.0615,0.0655,Keith D,926443429,1,31101.0,3012.0,0,65,1,0.0,19,0.0
51602.0,927115152,1.1345,0.0526,0.0738,0.0387,0.0402,2A02:C7F:3434:6500:A4D0:1481:EB8C:9826,946063015,3,44122.0,5130.0,0,117,1,0.0,13,0.0
47147.0,928674784,1.1264,0.0382,0.0878,0.0623,0.0664,Kbabej,928674986,0,3509.0,365.0,0,26,0,0,0,0
46493.0,932373740,1.1452,0.0769,0.1061,0.0716,0.0772,2A00:23C5:5F81:9E00:A1E8:819F:6C16:50F6,932550917,0,18561.0,572.0,0,28,1,0.0,51,0.0
51516.0,932829084,1.1046,0.0574,0.1182,0.0669,0.0717,109.146.199.121,935286656,95,143163.0,12574.0,0,16,1,0.007936507936507936,109,0.0
48955.0,935158766,1.1347,0.0693,0.1144,0.0788,0.0855,Stretchrunner,935158853,1,16376.0,1746.0,0,7,0,0.010752688172043012,21,0.0
52106.0,938596259,1.1351,0.0631,0.1186,0.1184,0.1343,2604:CA00:14B:3B1F:0:0:262:561B,938596578,6,15558.0,1777.0,0,11,1,0.0,18,0.0
56623.0,938596259,1.1351,0.0631,0.1186,0.1184,0.1343,2604:CA00:14B:3B1F:0:0:262:561B,938596578,6,15558.0,1777.0,0,11,1,0.0,18,0.0
103486.0,938596259,1.1351,0.0631,0.1186,0.1184,0.1343,2604:CA00:14B:3B1F:0:0:262:561B,938596578,6,15558.0,1777.0,0,11,1,0.0,18,0.0
46640.0,944803031,1.117,0.033,0.0606,0.0493,0.0519,Spicemix,944803400,0,45392.0,5679.0,0,40,0,0.0,108,0.0
46556.0,687788716,1.132,0.0506,0.0777,0.1097,0.1231,Mdnavman,729115701,25,2907.0,105.0,0,36,0,0.0,12,0.0
50363.0,770674113,1.1207,0.0381,0.0646,0.0618,0.0658,Kjell Knudde,780847345,41,2416.0,217.0,0,22,1,0.0,23,0.0
48374.0,804538148,1.1317,0.0148,0.0511,0.0395,0.0411,GELongstreet,841730510,6,3093.0,401.0,0,22,0,0.0,8,0.0
49192.0,833165407,1.1305,0.0856,0.1032,0.0783,0.0849,Joe Roe,843820139,74,1144.0,135.0,0,126,1,0,0,0
51712.0,855036067,1.1741,0.001,0.0141,0.0979,0.1084,Lepricavark,946530326,44,1407.0,99.0,0,32,0,0.0,21,0.0
47166.0,857461234,1.1343,0.0383,0.056,0.0667,0.0715,JJMC89 bot III,900500739,2,6760.0,905.0,0,161,1,0.0,18,0.0
47888.0,901884580,1.1109,0.0317,0.0633,0.0885,0.097,103.217.166.207,924279782,4,11902.0,1023.0,0,11,1,0.03389830508474576,17,0.0
50723.0,902157944,1.1089,0.0464,0.073,0.055,0.0582,Ser Amantio di Nicolao,935041937,0,29582.0,3348.0,0,41,1,0,0,0
48678.0,902291192,1.1136,0.0758,0.1322,0.1328,0.1531,S.A. Julio,931558162,30,69585.0,1506.0,0,42,1,0.0,25,0.0
51740.0,904135353,1.1403,0.0441,0.0767,0.108,0.1209,27.5.217.122,919725908,5,4690.0,193.0,0,0,1,0.0,12,0.0
47802.0,922296834,1.1365,0.0142,0.0795,0.0494,0.0519,Nonstopdrivel,923191237,18,9776.0,1182.0,0,56,0,0.0,25,0.0
51558.0,922296834,1.1365,0.0142,0.0795,0.0494,0.0519,Nonstopdrivel,923191237,18,9776.0,1182.0,0,56,0,0.0,25,0.0
52480.0,922296834,1.1365,0.0142,0.0795,0.0494,0.0519,Nonstopdrivel,923191237,18,9776.0,1182.0,0,56,0,0.0,25,0.0
90917.0,922296834,1.1365,0.0142,0.0795,0.0494,0.0519,Nonstopdrivel,923191237,18,9776.0,1182.0,0,56,0,0.0,25,0.0
49240.0,925281735,1.1372,0.1493,0.2412,0.0681,0.073,InternetArchiveBot,927506656,152,125675.0,5278.0,0,87,0,0.0,96,0.0
88529.0,925281735,1.1372,0.1493,0.2412,0.0681,0.073,InternetArchiveBot,927506656,152,125675.0,5278.0,0,87,0,0.0,96,0.0
47609.0,926245198,1.1296,0.0853,0.1547,0.145,0.1694,PearBOT II,939636631,70,2100.0,161.0,0,174,1,0.0,20,0.0
51891.0,928700169,1.1016,0.1464,0.2405,0.0593,0.063,The Eloquent Peasant,930755729,44,22346.0,756.0,0,148,1,0.0,21,0.0
46115.0,934601075,1.0827,0.0278,0.0709,0.0536,0.0567,46.31.112.213,944056634,0,12961.0,1541.0,0,16,1,0,0,0
51729.0,937034821,1.1434,0.0534,0.0978,0.0525,0.0554,Webe4real,937599451,2,21427.0,2584.0,0,14,0,0.036585365853658534,21,0.0
49743.0,939341482,1.1468,0.0156,0.0324,0.0256,0.0263,Eepino,939342545,110,70189.0,9261.0,0,14,0,0.0,112,0.0
52102.0,942516511,1.1403,0.0357,0.0558,0.068,0.073,Tobby72,944863273,75,60436.0,6981.0,0,10,0,0.0,30,0.0
47416.0,943633582,1.1571,0.03,0.0613,0.062,0.0661,InternetArchiveBot,943806168,87,64701.0,7667.0,0,67,0,0.0,80,0.0
48892.0,945921701,1.135,0.0755,0.1054,0.049,0.0515,Citation bot,945933745,40,51464.0,5215.0,0,205,1,0.0,281,0.0
48299.0,946477778,1.0657,0.0457,0.0933,0.0883,0.0969,O.ominirabluejack,946592314,9,67193.0,7152.0,0,10,1,0.0,19,0.0
48242.0,947282298,1.1497,0.0589,0.1084,0.0699,0.0752,Turbo174,948712219,36,56820.0,5475.0,0,0,0,0.0,11,0.0
54281.0,947282298,1.1497,0.0589,0.1084,0.0699,0.0752,Turbo174,948712219,36,56820.0,5475.0,0,0,0,0.0,11,0.0
65705.0,947282298,1.1497,0.0589,0.1084,0.0699,0.0752,Turbo174,948712219,36,56820.0,5475.0,0,0,0,0.0,11,0.0
105108.0,947282298,1.1497,0.0589,0.1084,0.0699,0.0752,Turbo174,948712219,36,56820.0,5475.0,0,0,0,0.0,11,0.0
50285.0,947487158,1.091,0.0971,0.1708,0.0612,0.0652,Luka Djordjevic55,947487343,1,73798.0,5263.0,0,81,1,0.1,121,0.0
48784.0,948251388,1.143,0.0631,0.1128,0.0611,0.065,Ewasiii,948797961,170,41085.0,3811.0,0,22,0,0.0,99,0.0
49624.0,948703624,1.0913,0.0851,0.1549,0.0613,0.0653,Tobby72,949263435,0,189487.0,15768.0,0,8,0,0,0,0
51519.0,948733008,1.1153,0.0585,0.0873,0.0382,0.0397,Krishk2g,948739110,98,77350.0,9048.0,0,20,0,0.0,63,0.0
68449.0,948733008,1.1153,0.0585,0.0873,0.0382,0.0397,Krishk2g,948739110,98,77350.0,9048.0,0,20,0,0.0,63,0.0
48370.0,372344213,1.1823,0.0024,0.0457,0.0678,0.0726,Medeis,372344465,0,34240.0,3872.0,0,0,0,0,0,0
47681.0,573606376,1.1928,0.0286,0.0571,0.2941,0.4,BDD,573802448,11,6449.0,484.0,0,22,0,0.0,12,0.0
48693.0,651681309,1.2243,0.0556,0.1111,0.5882,1.25,AvicBot,759468377,3,11123.0,978.0,0,46,0,0.0,9,0.0
50277.0,854221608,1.1035,0.0204,0.0493,0.0824,0.0898,Ser Amantio di Nicolao,881043180,38,4233.0,486.0,0,38,1,0.0,23,0.0
49128.0,863108714,1.0827,0.0518,0.1002,0.0661,0.0708,Mohamed Osama AlNagdy,863462796,424,21494.0,1628.0,0,16,1,0.0,371,0.0
48994.0,875771807,1.1325,0.0806,0.129,0.0712,0.0766,Philipnelson99,875771859,77,11604.0,769.0,0,129,0,0.0,21,0.0
48294.0,877196346,1.1338,0.0818,0.144,0.08,0.0869,InternetArchiveBot,914504046,102,6575.0,503.0,0,67,0,0.007751937984496124,106,0.0
50514.0,892718821,1.1341,0.0589,0.1722,0.0694,0.0746,Plucas58,917811683,0,4966.0,97.0,0,24,0,0.0,20,0.0
46603.0,902085392,1.1245,0.0522,0.0882,0.0805,0.0875,Graeme Bartlett,912972235,4,29158.0,3391.0,0,9,1,0.0,64,0.0
51067.0,916607526,1.1387,0.0941,0.1393,0.0617,0.0658,Ser Amantio di Nicolao,942282024,0,17513.0,1671.0,0,37,1,0,0,0
51875.0,923710224,1.1375,0.0459,0.0947,0.0875,0.0958,DocWatson42,923710801,11,20278.0,2575.0,0,70,0,0.015748031496062992,104,0.0
61094.0,923710224,1.1375,0.0459,0.0947,0.0875,0.0958,DocWatson42,923710801,11,20278.0,2575.0,0,70,0,0.015748031496062992,104,0.0
47440.0,926959765,1.136,0.0527,0.1037,0.0574,0.0609,Edifrumpie,926959821,1,13398.0,1484.0,0,27,0,0.0,132,0.0
46920.0,933154065,1.1284,0.0423,0.0877,0.0838,0.0915,Premeditated Chaos,942036548,4,8861.0,864.0,0,129,1,0.0,18,0.0
50814.0,935403268,1.1533,0.0228,0.042,0.1547,0.183,2A02:C7D:505C:1D00:B92D:6EC2:45E6:D96F,935408035,11,24725.0,1378.0,0,0,1,0.0,8,0.0
49730.0,942206016,1.133,0.0145,0.0352,0.1438,0.1679,InternetArchiveBot,944049747,150,62389.0,4163.0,0,55,0,0.0,129,0.0
50102.0,943127428,1.0984,0.0559,0.0953,0.0931,0.1026,182.186.34.48,944733543,37,2569.0,202.0,0,0,1,0.0,7,0.0
46144.0,943217575,1.112,0.1043,0.1616,0.0681,0.0731,HILLMORTON-HS shepherdb,945129812,2,29689.0,2810.0,0,31,1,0.0,32,0.0
91777.0,943217575,1.112,0.1043,0.1616,0.0681,0.0731,HILLMORTON-HS shepherdb,945129812,2,29689.0,2810.0,0,31,1,0.0,32,0.0
47916.0,948061700,1.1431,0.0387,0.0788,0.063,0.0672,Drown Soda,948061875,22,32365.0,4011.0,0,39,1,0.0,39,0.0
46092.0,948913451,1.1019,0.073,0.1055,0.0939,0.1036,83.56.204.123,948913573,22,129700.0,12417.0,0,48,1,0.012903225806451613,56,0.0
51333.0,948947454,1.1441,0.0605,0.1133,0.071,0.0765,Emaponche,948982933,352,62484.0,2123.0,0,0,0,0.0,119,0.0
47545.0,949486448,1.113,0.0854,0.1278,0.0738,0.0796,Football Missionary,949486486,1,41125.0,4054.0,0,14,1,0.0,11,0.0
49364.0,536975428,1.076,0.0452,0.1103,0.0858,0.0937,Kwamikagami,536975505,67,63373.0,4531.0,0,5,0,0.0,26,0.0
50306.0,755062628,1.0916,0.0273,0.0416,0.0722,0.0778,Bender the Bot,769747255,1,5207.0,732.0,0,172,1,0.0,71,0.0
47178.0,768907054,1.1369,0.0262,0.0622,0.0696,0.0748,Rich Farmbrough,785104224,9,4182.0,456.0,0,85,1,0.0,12,0.0
49832.0,810733567,1.1289,0.0313,0.0842,0.0678,0.0726,Tom.Reding,825570275,1,2623.0,170.0,0,167,1,0.0,17,0.0
49388.0,812333978,1.1264,0.0452,0.0942,0.1011,0.1124,Nat965,814431328,3,5423.0,437.0,0,24,0,0.0,111,0.0
49408.0,868176084,1.1421,0.0471,0.1089,0.0791,0.0859,Ser Amantio di Nicolao,868304100,0,11052.0,1141.0,0,12,1,0,0,0
49407.0,868304100,1.1421,0.0473,0.1091,0.079,0.0858,KaiserD2,872296168,610,11052.0,1141.0,0,55,0,0.015228426395939087,17,0.0
46591.0,894121595,1.1357,0.0681,0.098,0.0753,0.0814,DannyS712,927100321,18,7452.0,672.0,0,133,0,0.0,20,0.0
46003.0,900516222,1.1322,0.0585,0.0846,0.0983,0.1089,I dream of horses,903822474,0,6018.0,439.0,0,29,1,0.0,75,0.0
49841.0,902544183,1.1806,0.0051,0.0199,0.0238,0.0244,Bellowhead678,936128830,1,2282.0,309.0,0,92,0,0.0,13,0.0
48624.0,905012762,1.1299,0.061,0.1201,0.0812,0.0884,Monkbot,916988829,4,8477.0,858.0,0,181,0,0.04,90,0.0
48613.0,912474048,1.1344,0.0597,0.1156,0.0794,0.0862,Ser Amantio di Nicolao,923523470,36,11497.0,959.0,0,87,1,0,0,0
47204.0,913227738,1.1406,0.0555,0.1263,0.0817,0.089,Monkbot,917256033,4,28589.0,2566.0,0,160,0,0.014492753623188406,211,0.0
50201.0,926015578,1.1351,0.029,0.0619,0.0659,0.0705,GoingBatty,946579934,0,14890.0,1557.0,0,84,0,0.0,20,0.0
47164.0,929020940,1.1343,0.0387,0.0564,0.0667,0.0715,Gazamp,941804404,19,6760.0,905.0,0,47,0,0.0,19,0.0
46077.0,934649935,1.1314,0.0367,0.0989,0.1049,0.1171,InternetArchiveBot,943084108,55,30436.0,2804.0,0,55,0,0.0,135,0.0
50137.0,938479877,1.1314,0.0699,0.1294,0.088,0.0965,50.58.210.12,938480004,58,5785.0,541.0,0,24,1,0.0,12,0.0
47463.0,941294039,1.1401,0.0828,0.1308,0.0749,0.0809,InternetArchiveBot,943510467,85,44261.0,4797.0,0,117,0,0.05263157894736842,112,0.0
50929.0,942085885,1.1456,0.0574,0.1227,0.0797,0.0866,108.4.68.21,943840621,204,44200.0,3375.0,0,13,1,0.0051813471502590676,24,0.0
47899.0,945607232,1.1219,0.0604,0.095,0.0572,0.0607,Verosaurus,945876064,284,139610.0,16312.0,0,52,0,0.002717391304347826,76,0.0
47182.0,946212993,1.1131,0.0531,0.0959,0.0639,0.0682,GregoryPhlight,947177767,19,50597.0,6062.0,0,0,0,0.0,16,0.0
48298.0,946592314,1.0657,0.0457,0.0933,0.0883,0.0969,2607:9880:4030:A8:A416:33:BEF0:27AA,946846829,2,67193.0,7152.0,0,66,1,0.14285714285714285,7,0.0
46340.0,947613842,1.1424,0.063,0.1105,0.0572,0.0606,Struway2,947617964,46,130692.0,12448.0,0,146,0,0.0,114,0.0
74690.0,947613842,1.1424,0.063,0.1105,0.0572,0.0606,Struway2,947617964,46,130692.0,12448.0,0,146,0,0.0,114,0.0
46786.0,948262637,1.1437,0.0605,0.0997,0.0703,0.0756,2600:1009:B150:FAED:0:47:5A80:F601,948262708,1,57525.0,6374.0,0,45,1,0.009009009009009009,105,0.0
