diffurl,edittime,editcomment,articletitle,editid,oldrevisionid,character_diversity,digit_ratio,non_alpha_numeric_ratio,upper_to_all,upper_to_lower,editor,newrevisionid,size_increment,class,comment_len,Anonymous,vulgar_word_ratio,character_distribution,longest_Word,bad_words,size,word_count
http://en.wikipedia.org/w/index.php?diff=329080437&oldid=329052779,2009-12-01T18:33:42Z,does not have a common name,Eobalaenoptera,20133,321265013,1.1366,0.0382,0.0482,0.0582,0.0618,Robinsgn,329805565,0,0,58,0,0.0,0.0,0.0,0.0,3719.0,410.0
http://en.wikipedia.org/w/index.php?diff=327378057&oldid=315433265,2009-11-23T00:10:27Z,,WVTK,22335,328046251,1.094,0.0458,0.0849,0.0816,0.0888,Kierzek,328046409,1,0,131,0,0.0,0.006853346999999999,19.0,0.0,7586.0,806.0
http://en.wikipedia.org/w/index.php?diff=327060809&oldid=326088920,2009-11-21T05:04:57Z,/* Powers and abilities */,Juggernaut (comics),25449,326867582,1.1151,0.0009,0.0443,0.0728,0.0786,Saad64,326867640,1,0,18,0,0.012738854,8.12e-06,25.0,0.0,56118.0,7237.0
http://en.wikipedia.org/w/index.php?diff=327323012&oldid=327117847,2009-11-22T18:26:08Z,Vandalism,Popup,39914,326830937,1.0836,0.0282,0.0736,0.0425,0.0444,Carminowe of Hendra,326831307,130,0,73,1,0.0,inf,18.0,0.0,1268.0,173.0
http://en.wikipedia.org/w/index.php?diff=329695439&oldid=329608911,2009-12-04T17:18:02Z,/* Biography */,Danna Paola,21610,326775767,1.0729,0.0325,0.0576,0.0519,0.0547,Malleus Fatuorum,326775960,4,0,36,1,0.019607843,0.029663911,69.0,0.0,24685.0,2119.0
http://en.wikipedia.org/w/index.php?diff=327205589&oldid=327205409,2009-11-22T00:49:46Z,/* Sitcom */,The Filipino Channel,9398,328321478,1.1149,0.0279,0.0462,0.0576,0.0611,XLR8TION,328334245,5,0,0,0,0.0,0.026432311,13.0,0.0,13277.0,1396.0
http://en.wikipedia.org/w/index.php?diff=327976043&oldid=321108065,2009-11-26T02:41:21Z,,Allure (magazine),17234,328037401,1.1342,0.0622,0.1258,0.0804,0.0874,32.177.212.125,328093526,5,1,11,1,0.0,0.5958654999999999,4.0,0.0,11096.0,1045.0
http://en.wikipedia.org/w/index.php?diff=329015512&oldid=329009858,2009-12-01T12:01:00Z,[[WP:UNDO|Undid]] revision 329009858 by [[Special:Contributions/89.216.152.107|89.216.152.107]] ([[User talk:89.216.152.107|talk]]),Nikola Juriši?,7855,321964621,1.1355,0.038,0.0805,0.0725,0.0781,Bumm13,328309559,1,0,24,0,0.0,7.06e-05,69.0,0.0,4899.0,483.0
http://en.wikipedia.org/w/index.php?diff=329078375&oldid=327225113,2009-12-01T18:23:17Z,,Sugar (Flo Rida song),6341,328728029,1.1023,0.0501,0.1088,0.1099,0.1235,192.161.1.253,329089979,23,1,17,1,0.0,inf,29.0,0.0,15178.0,1489.0
http://en.wikipedia.org/w/index.php?diff=329015690&oldid=268788449,2009-12-01T12:02:17Z,Delink dates ([[WP:MOSUNLINKDATES]]) using [[Project:AutoWikiBrowser|AWB]],1932 Home Nations Championship,5227,328786912,1.1538,0.0242,0.0499,0.0511,0.0538,82.3.77.97,328796260,80,0,65,1,0.027027027,inf,24.0,0.0,5435.0,106.0
http://en.wikipedia.org/w/index.php?diff=328592097&oldid=328588264,2009-11-29T15:03:50Z,,The Late Late Toy Show,35801,327424724,1.1475,0.0666,0.1298,0.0856,0.0936,Mainly.generic,328168618,33,0,24,1,0.0,inf,40.0,0.0,78606.0,8277.0
http://en.wikipedia.org/w/index.php?diff=327023963&oldid=320122981,2009-11-21T00:15:11Z,,"European Parliament election, 2009 (Italy)",11006,327375938,1.1264,0.0244,0.0498,0.0781,0.0847,Ronhjones,327375966,0,0,121,0,0.0,0.0,0.0,0.0,105355.0,1875.0
http://en.wikipedia.org/w/index.php?diff=326925864&oldid=326919867,2009-11-20T13:47:10Z,[[WP:UNDO|Undid]] revision 326919867 by [[Special:Contributions/213.121.163.114|213.121.163.114]] ([[User talk:213.121.163.114|talk]]) rvv,Wassily Chair,1162,329587193,1.1049,0.0288,0.0769,0.0724,0.078,Innotata,329925082,37,0,122,0,0.0,0.0,0.0,0.0,5249.0,666.0
http://en.wikipedia.org/w/index.php?diff=329291222&oldid=326395943,2009-12-02T19:07:11Z,,Ahoy Rotterdam,45429,329025347,1.0672,0.0227,0.0476,0.0519,0.0547,75.85.112.145,329868868,18,0,0,1,0.0,0.05161335,13.0,0.0,7550.0,509.0
http://en.wikipedia.org/w/index.php?diff=328788997&oldid=327699390,2009-11-30T12:32:16Z,/* Special forces on Mount Kent */,Falklands War,42605,326728766,1.0714,0.0238,0.0589,0.0524,0.0553,87.194.154.36,326843730,111,0,28,1,0.009009009,0.0004480000000000001,60.0,0.0,144656.0,16274.0
http://en.wikipedia.org/w/index.php?diff=327365728&oldid=271703112,2009-11-22T22:53:40Z,Successfully de-orphaned! Wikiproject Orphanage: [[WP:ORPHAN|You can help!]],International Commission on Nuclear Non-proliferation and Disarmament,16974,328823871,1.0547,0.0094,0.0362,0.0588,0.0625,66.130.60.251,328824071,10,1,14,1,0.0,1.0986123,2.0,0.0,126349.0,13498.0
http://en.wikipedia.org/w/index.php?diff=327905938&oldid=327905474,2009-11-25T19:03:54Z,,So You Think You Can Dance Australia,30594,296547853,1.1273,0.0289,0.0582,0.098,0.1086,38.116.132.226,327895391,20,0,13,1,0.0,inf,10.0,0.0,30869.0,1064.0
http://en.wikipedia.org/w/index.php?diff=328213204&oldid=309123015,2009-11-27T14:35:07Z,Fixing [[Wikipedia:Disambiguation pages with links|links to disambiguation pages]] using [[Project:AutoWikiBrowser|AWB]],Subaru R2,16996,317846400,1.1464,0.0272,0.0351,0.0697,0.0749,137.30.254.97,328500867,16,1,13,1,0.0,inf,15.0,0.0,3870.0,280.0
http://en.wikipedia.org/w/index.php?diff=329033626&oldid=329033474,2009-12-01T14:12:06Z,/* Prevention */,Common cold,33594,329288565,1.1274,0.0309,0.0529,0.0703,0.0756,92.20.210.94,329288726,27,0,33,1,0.0,0.002093279,13.0,0.0,57859.0,6064.0
http://en.wikipedia.org/w/index.php?diff=327644848&oldid=327644833,2009-11-24T10:54:19Z,/* 1996 */,"Wake Forest Demon Deacons football, 1990–1999",33410,328056008,1.1176,0.0483,0.0996,0.1002,0.1113,Dgarq,328056629,82,0,0,0,0.00862069,inf,126.0,0.0,76582.0,7366.0
http://en.wikipedia.org/w/index.php?diff=327324685&oldid=327323981,2009-11-22T18:37:15Z,,List of Sonny With a Chance characters,38279,318026214,1.1073,0.1316,0.1696,0.0812,0.0883,Rich Farmbrough,329566683,0,0,74,1,0.0,0.0,9.0,0.0,15529.0,2277.0
http://en.wikipedia.org/w/index.php?diff=329899429&oldid=329553611,2009-12-05T17:39:51Z,,Paramecium,12992,327417694,1.1236,0.0653,0.1273,0.0759,0.0821,Theserialcomma,327623975,19,0,24,0,0.0,0.08289935,110.0,0.0,26854.0,2852.0
http://en.wikipedia.org/w/index.php?diff=329038889&oldid=329037460,2009-12-01T14:48:14Z,/* Family background */,William Howard Hoople,25099,327582987,1.1451,0.0587,0.1715,0.0812,0.0883,94.192.65.108,327951674,0,0,59,1,0.0,0.0,13.0,0.0,118853.0,17665.0
http://en.wikipedia.org/w/index.php?diff=326914030&oldid=326913659,2009-11-20T11:50:30Z,minor grammar mistake,Sharon Daniel,5547,327487879,1.1327,0.0511,0.1208,0.1098,0.1234,Jack1956,327726136,4,0,27,0,0.0,9.63e-05,288.0,0.0,16632.0,1623.0
http://en.wikipedia.org/w/index.php?diff=328327480&oldid=327044471,2009-11-28T05:20:57Z,/* Royal Rumble entrances and eliminations */,Royal Rumble (2008),27699,329173216,1.144,0.019,0.0345,0.0577,0.0612,Jjgentile,329173312,1,0,26,0,0.0,0.000114,18.0,0.0,41330.0,3609.0
http://en.wikipedia.org/w/index.php?diff=329885711&oldid=316904476,2009-12-05T16:02:10Z,"/* References */clean up, Replaced: National Register of Historic Places in Massachusetts ? Roads on the National Register of Historic Places in Massachusetts, using [[Project:AutoWikiBrowser|AWB]]",Fells Connector Parkways,9040,329110784,1.1021,0.0178,0.0541,0.0633,0.0676,115.252.46.154,329244663,12,0,0,1,0.0,0.00525145,23.0,0.0,12077.0,1081.0
http://en.wikipedia.org/w/index.php?diff=329286246&oldid=329286085,2009-12-02T18:37:36Z,restore content lost in removing vandalism,Hatshepsut,27254,327468628,1.1206,0.0096,0.0443,0.0441,0.0462,Zvn,327469450,0,0,2,0,0.0,0.0,0.0,0.0,67474.0,8194.0
http://en.wikipedia.org/w/index.php?diff=329086164&oldid=328968860,2009-12-01T19:01:33Z,/* Events */ + another event,1951 in music,25026,329048022,1.0856,0.0356,0.0678,0.0507,0.0534,Dicklyon,329050315,0,0,127,0,0.0,inf,45.0,0.0,77789.0,6814.0
http://en.wikipedia.org/w/index.php?diff=328186950&oldid=328162757,2009-11-27T10:08:26Z,[[WP:UNDO|Undid]] revision 328162757 by [[Special:Contributions/Dropletsofwater|Dropletsofwater]] ([[User talk:Dropletsofwater|talk]]),Katrina Kaif,10482,324072555,1.1241,0.043,0.0918,0.0824,0.0898,Levineps,327069725,31,0,20,0,0.0,0.0,0.0,0.0,126624.0,9695.0
http://en.wikipedia.org/w/index.php?diff=329092822&oldid=329092401,2009-12-01T19:36:16Z,/* Concourse H */,Fort Lauderdale – Hollywood International Airport,12095,297118407,1.1202,0.07200000000000001,0.1449,0.1473,0.1726,All Hallows Wraith,327449986,2,0,4,1,0.0,0.17406261,13.0,0.0,66717.0,4087.0
http://en.wikipedia.org/w/index.php?diff=328297463&oldid=326726057,2009-11-28T00:58:56Z,,Britpop,28705,327768665,1.1511,0.0026,0.0185,0.0627,0.0668,Panicpgh,327768846,0,0,0,0,0.0,0.0,0.0,0.0,43490.0,4845.0
http://en.wikipedia.org/w/index.php?diff=329656086&oldid=329655855,2009-12-04T12:54:02Z,ref/cite links,The Dam Busters (film),17620,328875460,1.0428,0.0095,0.023,0.0484,0.0509,68.153.119.80,328875941,54,1,18,1,0.0,inf,17.0,0.0,42796.0,5320.0
http://en.wikipedia.org/w/index.php?diff=328680302&oldid=328679916,2009-11-29T22:59:27Z,/* Cast */,Planet of the Apes (2001 film),16467,329147024,1.1382,0.0967,0.1535,0.0698,0.0751,Snappy,329149906,70,0,117,0,0.0,inf,197.0,0.0,52224.0,6050.0
http://en.wikipedia.org/w/index.php?diff=327972084&oldid=319302282,2009-11-26T02:09:56Z,Fixed an error in description of the plot of Le fils,Dardenne brothers,12239,327527531,1.1291,0.0297,0.1164,0.1513,0.1781,86.107.119.93,327527701,4,0,0,1,0.0,0.025551183,18.0,0.0,35982.0,1760.0
http://en.wikipedia.org/w/index.php?diff=329524336&oldid=329524201,2009-12-03T20:29:05Z,/* Songs */,The Pick of Destiny,39983,327632843,1.1221,0.1605,0.1995,0.0907,0.0996,Merovingian,328012708,52,0,3,0,0.0,inf,23.0,0.0,16518.0,1161.0
http://en.wikipedia.org/w/index.php?diff=328307743&oldid=327739576,2009-11-28T02:20:50Z,Reverted 1 edit by [[Special:Contributions/163.245.14.173|163.245.14.173]] identified as [[WP:VAND|vandalism]] to last revision by [[User:ClueBot|ClueBot]]. ([[WP:TW|TW]]),List of Pepsi spokespersons,38461,325011575,1.0963,0.0649,0.1149,0.0864,0.0946,JaGa,327950222,4,0,18,0,0.023255814,0.0007769999999999999,11.0,0.0,13113.0,1734.0
http://en.wikipedia.org/w/index.php?diff=329760816&oldid=328134409,2009-12-04T23:12:19Z,/* Albums */,Marion Williams,33349,323133124,1.1622,0.0054,0.0189,0.0399,0.0415,Om-a-bear,327465715,12,0,87,1,0.0,0.06286276,10.0,0.0,11497.0,959.0
http://en.wikipedia.org/w/index.php?diff=328104746&oldid=328104344,2009-11-26T21:58:37Z,backspace,The Art Institute of Charleston,33496,328283936,1.1432,0.0378,0.0856,0.0853,0.0932,Mikysilva94,328294271,16,0,10,0,0.0,0.20092843,98.0,0.0,49346.0,4846.0
http://en.wikipedia.org/w/index.php?diff=328670785&oldid=291137750,2009-11-29T22:11:37Z,/* Career */,Pamela Green,13701,312252152,1.135,0.0338,0.0802,0.0652,0.0697,75.28.78.242,328120140,4,0,20,1,0.0,inf,20.0,0.0,8477.0,858.0
http://en.wikipedia.org/w/index.php?diff=328316731&oldid=327093015,2009-11-28T03:39:04Z,[[Wikipedia:Articles for deletion/The Grief Recovery Institute]] closed as keep,The Grief Recovery Institute,40375,329133264,1.0577,0.0695,0.1035,0.0861,0.0942,Nevreware,329184396,0,0,139,0,0.0,0.0,0.0,0.0,3765.0,355.0
http://en.wikipedia.org/w/index.php?diff=329078910&oldid=325092243,2009-12-01T18:25:59Z,/* External links */ inappropriate link,Arc welding,12189,329523457,1.118,0.0409,0.0613,0.0558,0.059,Alansohn,329525647,5,0,123,0,0.0,inf,10.0,0.0,27598.0,3444.0
http://en.wikipedia.org/w/index.php?diff=328610085&oldid=328609898,2009-11-29T16:56:45Z,/* Sound Blaster AWE32 */,Sound Blaster,26549,301015502,1.1338,0.0217,0.0435,0.0549,0.058,Dynesepp,328406962,20,0,17,0,0.0,0.10569958,25.0,0.0,59662.0,7354.0
http://en.wikipedia.org/w/index.php?diff=328740862&oldid=328740485,2009-11-30T05:23:26Z,/* Movies */,List of Kapus,15081,328150078,1.1087,0.0805,0.1298,0.1494,0.1756,Chanheigeorge,328156636,0,0,17,0,0.0,0.0,0.0,0.0,12434.0,1224.0
http://en.wikipedia.org/w/index.php?diff=327575561&oldid=325832481,2009-11-24T00:53:11Z,/* DVD Release */,The Quick Draw McGraw Show,44897,319946332,1.1213,0.0544,0.0841,0.0935,0.1031,72.163.216.217,327849224,20,1,12,1,0.0,inf,89.0,0.0,11349.0,1030.0
http://en.wikipedia.org/w/index.php?diff=329570041&oldid=327313045,2009-12-04T00:05:56Z,"Fix citation needed, not between two cities, between two countries | Cleaned up using [[WP:AutoEd|AutoEd]] (With added [[MOS:UNLINKDATES]] and hatnote filters)",Simla Agreement,19276,328203724,1.0241,0.0889,0.1316,0.0497,0.0523,80.6.35.164,328225066,12,1,21,1,0.012195122,inf,76.0,0.0,14780.0,1528.0
http://en.wikipedia.org/w/index.php?diff=329793563&oldid=326961861,2009-12-05T02:24:26Z,,Compact area group approach,10765,328225946,1.0845,0.0357,0.0729,0.0716,0.0772,Ring Cinema,328451078,74,0,73,1,0.0,0.00517457,11.0,0.0,5599.0,726.0
http://en.wikipedia.org/w/index.php?diff=328298416&oldid=328291392,2009-11-28T01:05:53Z,/* Filming */,What Is and What Should Never Be (Supernatural),10676,328513372,1.1489,0.0976,0.121,0.1353,0.1564,Rrius,328516065,12,0,35,0,0.0,0.0,0.0,0.0,23810.0,2679.0
http://en.wikipedia.org/w/index.php?diff=328482995&oldid=327359364,2009-11-29T00:30:42Z,/* Vermont */ changed goes into effect to went into effect,Civil union,12727,327807818,1.1233,0.0534,0.097,0.078,0.0846,62.73.136.102,327808668,82,1,107,1,0.0,inf,28.0,0.0,108848.0,9520.0
http://en.wikipedia.org/w/index.php?diff=328747720&oldid=328747449,2009-11-30T06:19:22Z,/* Role in the plot */,Tucker (Red vs. Blue),7808,326998101,1.1052,0.0104,0.0345,0.0668,0.0715,74.218.161.17,326998421,435,0,32,1,0.0,0.06741860000000001,17.0,0.0,88295.0,9229.0
http://en.wikipedia.org/w/index.php?diff=327271126&oldid=327266658,2009-11-22T11:14:10Z,Add references section and/or general fixes. using [[Project:AutoWikiBrowser|AWB]],1970 FIFA World Cup qualification,25877,326879564,1.1259,0.0285,0.057,0.0453,0.0474,76.71.251.26,326880312,5,0,20,1,0.0,0.096935585,59.0,0.0,69585.0,1506.0
http://en.wikipedia.org/w/index.php?diff=329928569&oldid=329918911,2009-12-05T20:37:09Z,/* Evolution of aging */,Death,27774,324336152,1.1,0.0078,0.0378,0.0457,0.0479,152.23.122.177,329110984,0,0,16,1,0.0,0.0,0.0,0.0,74997.0,8175.0
http://en.wikipedia.org/w/index.php?diff=329728792&oldid=237527150,2009-12-04T20:22:28Z,,Higher mental plane,4388,304057262,1.1177,0.0387,0.0775,0.0813,0.0884,Chris G,328154396,0,0,36,1,0.016949153,0.22855748,84.0,0.0,32358.0,4285.0
http://en.wikipedia.org/w/index.php?diff=329034779&oldid=326635678,2009-12-01T14:19:25Z,Proposing article for deletion per [[WP:PROD]]. ([[WP:TW|TW]]),Pleiadeans,22502,328877344,1.2791,0.0625,0.0625,0.4375,0.7,Jusdafax,328877393,20,0,128,0,0.0,inf,35.0,0.0,11123.0,978.0
http://en.wikipedia.org/w/index.php?diff=327491895&oldid=326244080,2009-11-23T16:15:56Z,,"Richeza of Poland, Queen of Castile",8899,326926090,1.0649,0.0586,0.0958,0.0855,0.0935,95.28.163.89,326932819,54,0,20,1,0.0,inf,45.0,0.0,7353.0,783.0
http://en.wikipedia.org/w/index.php?diff=329600654&oldid=329517192,2009-12-04T03:22:35Z,[[WP:UNDO|Undid]] revision 329517192 by [[Special:Contributions/84.195.46.92|84.195.46.92]] ([[User talk:84.195.46.92|talk]]) rm [[WP:APT|peacock phrase]],W.T.F.,17745,326777964,1.1298,0.0183,0.0447,0.0946,0.1045,Ponyo,326785902,220,0,144,0,0.0,0.0,0.0,0.0,18448.0,2102.0
http://en.wikipedia.org/w/index.php?diff=327779440&oldid=327219730,2009-11-25T01:25:51Z,/* Aircraft carriers in service */,Aircraft carrier,41410,327669323,1.0951,0.0521,0.1339,0.0665,0.0712,MikeAllen,327710774,1,0,148,0,0.003311258,5.32e-06,128.0,0.0,112496.0,11077.0
http://en.wikipedia.org/w/index.php?diff=328091682&oldid=328091489,2009-11-26T20:14:10Z,/* Famous residents */,Madron,30982,327711519,1.1163,0.0291,0.0747,0.0885,0.0971,131.107.0.73,327736826,33,0,34,1,0.0,0.79120106,20.0,0.0,16200.0,1829.0
http://en.wikipedia.org/w/index.php?diff=329256634&oldid=328719785,2009-12-02T15:42:53Z,Robot: Cosmetic changes,Abud,34886,327204584,1.1362,0.0524,0.0928,0.0962,0.1064,Neutrality,327204717,1,0,0,0,0.0,0.11197845,17.0,0.0,17189.0,1667.0
http://en.wikipedia.org/w/index.php?diff=329128286&oldid=329116090,2009-12-01T22:40:31Z,/* Carousel Mall */ +pic,Downtown San Bernardino,27320,329526207,1.0776,0.0437,0.0828,0.0478,0.0502,Off2riorob,329526482,5,0,177,0,0.0,0.2748196,11.0,0.0,22339.0,1824.0
http://en.wikipedia.org/w/index.php?diff=327093215&oldid=327092966,2009-11-21T11:00:57Z,Reverted 3 edits by [[Special:Contributions/155.58.89.79|155.58.89.79]]; Broke article. ([[WP:TW|TW]]),David Duke,18460,325785256,1.1426,0.0416,0.0925,0.0412,0.043,71.229.156.195,328859216,106,0,20,1,0.0,inf,106.0,0.0,121073.0,11550.0
http://en.wikipedia.org/w/index.php?diff=329712882&oldid=329712729,2009-12-04T18:53:57Z,,The Hidan of Maukbeiangjow,5523,328632738,1.0713,0.0371,0.0548,0.0779,0.0844,Rjwilmsi,328865841,10,0,87,0,0.0,0.000194,51.0,0.0,6374.0,554.0
http://en.wikipedia.org/w/index.php?diff=329459809&oldid=329389354,2009-12-03T14:33:15Z,,Total Recall,41015,328875424,1.1387,0.0631,0.092,0.0815,0.0887,71.179.88.150,328875753,0,0,20,1,0.0,0.0,2.0,0.0,40692.0,4202.0
http://en.wikipedia.org/w/index.php?diff=328729521&oldid=319483321,2009-11-30T03:56:39Z,"[[wp:datescript]]-assisted date/terms audit; see [[wp:unlinkdates]], [[wp:overlink]]",Richard Sampson,41219,327524996,1.0797,0.0091,0.0249,0.0609,0.0648,Treybien,329598162,42,0,20,0,0.0,inf,19.0,0.0,3936.0,363.0
http://en.wikipedia.org/w/index.php?diff=326879260&oldid=326879207,2009-11-20T05:33:58Z,Reverted edits by [[Special:Contributions/70.18.38.106|70.18.38.106]] to last revision by Chrishomingtang ([[WP:HG|HG]]),NBA Most Valuable Player Award,28387,329543489,1.1131,0.0134,0.0457,0.064,0.0684,Materialscientist,329544309,167,0,160,0,0.038461538,inf,11.0,0.0,29081.0,1015.0
http://en.wikipedia.org/w/index.php?diff=330091179&oldid=330091111,2009-12-06T18:00:05Z,/* Political Praxis */ Quotes,No person is illegal,33497,325723691,1.0939,0.0596,0.1317,0.1339,0.1546,Bertelin,327685029,64,0,17,0,0.0,inf,9.0,0.0,4473.0,468.0
http://en.wikipedia.org/w/index.php?diff=327279153&oldid=326845865,2009-11-22T12:39:34Z,Quick-adding category [[:Category:Income in the United States|Income in the United States]] (using [[WP:HOTCAT|HotCat]]),Reservation poverty,41389,326649947,1.0755,0.0504,0.0685,0.0756,0.0818,Greyhood,326977984,21,0,31,0,0.0,inf,10.0,0.0,59869.0,6651.0
http://en.wikipedia.org/w/index.php?diff=329797799&oldid=327003889,2009-12-05T02:53:29Z,/* Biz Radio Network Stations */,Biz Radio Network,10555,328621931,1.1127,0.0385,0.0767,0.0791,0.0859,Gary King,328621989,16,0,30,1,0.0,0.4277021,8.0,0.0,5396.0,683.0
http://en.wikipedia.org/w/index.php?diff=329873515&oldid=328238305,2009-12-05T14:22:58Z,#NAME?,Duchess Maria Dorothea of Württemberg,31025,329896291,1.0843,0.0925,0.1225,0.0948,0.1047,76.99.141.214,329981409,15,0,0,1,0.0,0.004076024,21.0,0.0,33651.0,3739.0
http://en.wikipedia.org/w/index.php?diff=329867484&oldid=328998352,2009-12-05T13:28:33Z,,Type 45 destroyer,30783,328447476,1.1135,0.0724,0.0956,0.0676,0.0725,Elatb,328449793,2,0,40,0,0.0,0.11880305,26.0,0.0,69721.0,6633.0
http://en.wikipedia.org/w/index.php?diff=327317152&oldid=327315943,2009-11-22T17:45:26Z,/* Instructional design strategies: Pure versus guided discovery */,Constructivism (learning theory),30805,327085640,1.1412,0.0335,0.0773,0.0636,0.0679,91.107.253.169,327361638,575,0,0,1,0.0,0.7391091999999999,7.0,0.0,78768.0,9229.0
http://en.wikipedia.org/w/index.php?diff=330096888&oldid=274119290,2009-12-06T18:38:28Z,robot Adding: [[eo:Albigna-Gla?ero]],Albigna Glacier,4010,328925348,1.1361,0.1024,0.157,0.1175,0.1331,B-Machine,329043414,0,0,77,1,0.0,0.27725887,5.0,0.0,992.0,53.0
http://en.wikipedia.org/w/index.php?diff=328736393&oldid=328736340,2009-11-30T04:46:18Z,,Cletus Ibeto,6809,329713312,1.0496,0.0854,0.1222,0.1097,0.1232,71.136.186.38,329713455,7,0,14,1,0.0,inf,16.0,0.0,4871.0,421.0
http://en.wikipedia.org/w/index.php?diff=327406557&oldid=327406368,2009-11-23T03:32:18Z,/* Organization */ formatting: block quote,International Baccalaureate,1590,328988826,1.0938,0.0415,0.0795,0.0825,0.0899,129.10.207.83,329129218,5,0,13,1,0.016260163,0.15496600000000002,95.0,0.0,41085.0,3811.0
http://en.wikipedia.org/w/index.php?diff=328389106&oldid=328389049,2009-11-28T15:04:36Z,Reverted edits by [[Special:Contributions/Ghettoftwman|Ghettoftwman]] to last revision by Favonian ([[Wikipedia:Huggle|HG]]),Yo,22550,326855527,1.0907,0.0632,0.0951,0.0928,0.1023,Rettetast,327284838,7,0,79,0,0.0,0.2002374,11.0,0.0,4176.0,383.0
http://en.wikipedia.org/w/index.php?diff=328825226&oldid=324809831,2009-11-30T16:41:20Z,/* Systematics */,Nicobar Pigeon,19642,326325238,1.1253,0.0447,0.0831,0.0622,0.0663,Iqinn,327478376,0,0,14,0,0.0,0.047547773,12.0,0.0,20963.0,2162.0
http://en.wikipedia.org/w/index.php?diff=327185139&oldid=327174660,2009-11-21T22:34:28Z,evidence changed to trace,Sandon Dock railway station,7083,328059490,1.1321,0.0135,0.0468,0.0724,0.0781,Tide rolls,328059628,1,0,134,1,0.0,4.6e-05,16.0,0.0,1980.0,144.0
http://en.wikipedia.org/w/index.php?diff=327337173&oldid=327337067,2009-11-22T19:56:36Z,/* Alfie Butts */,List of My Family characters,4342,326459391,1.1062,0.0696,0.2005,0.0768,0.0832,219.88.192.42,327439587,1,0,13,1,0.0,0.05715841400000001,17.0,0.0,28776.0,2264.0
http://en.wikipedia.org/w/index.php?diff=327511242&oldid=327511203,2009-11-23T18:25:45Z,Reverted edits by [[Special:Contributions/90.213.221.15|90.213.221.15]] to last revision by Middayexpress ([[WP:HG|HG]]),Yusuf Haji Nur,29992,327873564,1.1332,0.0394,0.0734,0.0449,0.047,Steve Quinn,327877282,0,0,165,1,0.0,0.0,0.0,0.0,1026.0,39.0
http://en.wikipedia.org/w/index.php?diff=327243453&oldid=326600279,2009-11-22T06:00:35Z,/* Bands */,Indian rock,16921,328228984,1.0437,0.0371,0.0826,0.0552,0.0585,24.76.177.148,328229298,9,1,16,1,0.010204082,0.002552462,20.0,0.0,50733.0,5771.0
http://en.wikipedia.org/w/index.php?diff=327684818&oldid=327684598,2009-11-24T16:16:30Z,[[Help:Reverting|Reverted]] edits by [[Special:Contributions/64.18.42.10|64.18.42.10]] ([[User talk:64.18.42.10|talk]]) to last version by DSisyphBot,Biology,26553,327230930,1.1157,0.0459,0.1091,0.0733,0.079,Josephabradshaw,327744503,14,0,0,0,0.0,0.446468,103.0,0.0,69400.0,7195.0
http://en.wikipedia.org/w/index.php?diff=329716339&oldid=328452779,2009-12-04T19:11:27Z,European route E65,Dyrrachio,32207,327143127,1.0855,0.04,0.0663,0.1158,0.1309,189.173.171.101,327313894,43,0,42,1,0.0,inf,25.0,0.0,1669.0,113.0
http://en.wikipedia.org/w/index.php?diff=328076459&oldid=328076297,2009-11-26T18:22:04Z,,Anderson Silva,17623,327030661,1.1392,0.018000000000000002,0.0253,0.0946,0.1044,24.45.216.134,327030880,1,1,13,1,0.0,inf,0.0,0.0,99672.0,7850.0
http://en.wikipedia.org/w/index.php?diff=328570405&oldid=328569877,2009-11-29T11:59:31Z,/* References */ +1,Mojave Road,14601,321079670,1.1197,0.0589,0.1655,0.1198,0.136,95.30.246.39,328761443,2,0,0,1,0.0,0.07446133,9.0,0.0,19209.0,2764.0
http://en.wikipedia.org/w/index.php?diff=326805472&oldid=326805305,2009-11-19T21:36:24Z,tweak top layout,Very Large Telescope,11435,329106319,1.0439,0.0317,0.073,0.0733,0.0791,98.31.34.197,329106453,13,0,17,1,0.005555556,1.775405,132.0,0.0,49371.0,4982.0
http://en.wikipedia.org/w/index.php?diff=328641605&oldid=327751047,2009-11-29T19:45:45Z,/* International cultural heritage documents */,Conservation-restoration,13220,328679796,1.146,0.0381,0.0901,0.0982,0.1089,Gaius Cornelius,328768852,3,0,84,1,0.0,0.0011138539999999998,18.0,0.0,56767.0,6330.0
http://en.wikipedia.org/w/index.php?diff=329595545&oldid=329593177,2009-12-04T02:45:45Z,/* Background */ left out a word,José Mujica,18822,330084224,1.0614,0.0294,0.0645,0.0506,0.0533,Bugboy52.40,330085507,0,0,14,1,0.0,0.0,0.0,0.0,39430.0,3698.0
http://en.wikipedia.org/w/index.php?diff=326818269&oldid=326818114,2009-11-19T22:43:30Z,/* Conception and creation */,List of Ratchet & Clank characters,7686,327993591,1.138,0.0407,0.0877,0.0586,0.0622,Redtigerxyz,327995650,1209,0,36,0,0.0,1.5049324,12.0,0.0,107288.0,17036.0
http://en.wikipedia.org/w/index.php?diff=327270236&oldid=298767295,2009-11-22T11:03:59Z,/* References */ Change the font size,"Riverside, Steuben County, New York",4909,325657413,1.1373,0.0366,0.091,0.1102,0.1238,Tinton5,326871305,14,0,0,0,0.0,inf,12.0,0.0,7199.0,600.0
