Anonymous,articleid,articletitle,bad_words,category,character_diversity,class,comment_len,digit_ratio,editid,editor,longest_Word,newrevisionid,non_alpha_numeric_ratio,oldrevisionid,size,size_increment,upper_to_all,upper_to_lower,vulgar_word_ratio,word_count
0,24985,Pronoun,0.0,Category:All articles needing additional references,1.1336,0,9,0.0298,46610,Polinizador,33.0,925085008,0.0596,916644719,3984.0,93,0.0466,0.0489,0.0,346.0
1,489783,Cinema of Mexico,0.0,Category:All articles needing additional references,1.1459,0,13,0.0437,51290,132.170.9.230,0.0,926016578,0.0809,920295842,15131.0,0,0.0665,0.0713,0.0,1624.0
1,95714,"Greenwood County, Kansas",0.0,Category:1855 establishments in Kansas Territory,1.1304,0,19,0.0927,51600,197.37.5.81,11.0,925186772,0.1395,925186738,19314.0,2,0.1113,0.1253,0.0,1295.0
0,8897815,Night World,0.0,Category:All articles covered by WikiProject Wikify,1.1356,0,0,0.0473,51745,Abductive,50.0,928449479,0.0891,927292312,15655.0,6,0.1125,0.1268,0.0,1907.0
1,58094843,Serbian-language given names,0.0,Category:Serbian given names,1.1219,0,134,0.0993,48157,Arthur Rubin,43.0,931922130,0.1519,931917512,10192.0,1,0.0483,0.0507,0.0,1076.0
0,1042918,Brad Miller (basketball),0.0,Category:1976 births,1.1440000000000001,0,137,0.0529,47656,Headbomb,19.0,938079819,0.0867,932692121,59992.0,29,0.0419,0.0438,0.0,7041.0
1,339877,Simeon I of Bulgaria,0.0,Category:10th-century Bulgarian emperors,1.1404,0,70,0.0839,52042,John of Reading,12.0,936073900,0.1133,934745131,21949.0,1,0.0707,0.0761,0.0,2431.0
0,1973188,Ukrainian Cargo Airways,0.0,Category:Airlines disestablished in 2009,1.1329,0,0,0.0456,46413,AndyCBaer,11.0,935701127,0.0829,935701075,18822.0,5,0.0789,0.0857,0.0,2221.0
1,127894,"Winston-Salem, North Carolina",0.0,Category:All Wikipedia articles in need of updating,1.1377,0,22,0.0643,47976,159.178.172.242,154.0,937763143,0.0849,937761252,15823.0,111,0.0706,0.0759,0.0,1638.0
1,7255461,A Life of Arctic Sounds,0.0,Category:1996 singles,1.1386,0,18,0.0788,50644,2409:4060:404:512E:0:0:168F:68B0,14.0,947943738,0.1259,938469680,77130.0,1,0.0607,0.0646,0.0,8216.0
0,4515278,Sooke Potholes Provincial Park,0.0,Category:1972 establishments in British Columbia,1.1424,0,37,0.1008,51207,Whoisjohngalt,11.0,943600431,0.2035,939860771,18702.0,1,0.0626,0.0668,0.0,761.0
1,24644532,Eastern Command (United Kingdom),0.0,Category:CS1: Julian–Gregorian uncertainty,1.1419,1,0,0.0354,51082,2601:40C:8380:1720:6450:4A2C:FD09:6511,26.0,943651216,0.0829,942963723,23651.0,9,0.0772,0.0837,0.25,2402.0
0,11858194,List of American films of 1993,0.0,Category:1993 in American cinema,1.1023,0,219,0.0568,49673,Ifnord,7.0,944628292,0.1307,944628218,17613.0,27,0.0519,0.0547,0.0,1599.0
1,6092468,Vela Luka,0.0,Category:Articles with hAudio microformats,1.1540000000000001,0,34,0.0963,49245,45.72.189.204,119.0,947379792,0.1799,947130006,214149.0,5,0.1412,0.1644,0.0,12984.0
0,7255461,A Life of Arctic Sounds,0.0,Category:1996 singles,1.1386,0,96,0.0788,50641,BHGbot,15.0,948867487,0.1259,948733145,77130.0,5,0.0607,0.0646,0.0,8216.0
1,565259,Samurai Pizza Cats,0.0,Category:1990 anime television series,1.1476,0,51,0.0256,49322,108.14.83.69,13.0,948903872,0.0491,948833841,19284.0,216,0.0368,0.0382,0.0,2367.0
0,14538175,Vasyl Lomachenko,0.0,Category:1988 births,1.1388,0,25,0.0657,49918,Subwaymuncher,8.0,949402299,0.128,949400906,88064.0,1,0.0866,0.0949,0.0,7919.0
1,39418318,Angel (TV series),0.0,Category:Redirects from incomplete disambiguations,1.1708,0,50,0.0222,47575,Paine Ellsworth,17.0,750983332,0.0444,410618873,4794.0,7,0.2727,0.3636,0.0,496.0
0,303197,List of Star Wars characters,0.0,Category:All articles to be merged,1.1641,0,65,0.0189,51548,Invadibot,16.0,658753757,0.0377,495002437,8537.0,9,0.3077,0.4324,0.0,1225.0
0,21530682,1925 Columbus Tigers season,0.0,Category:1925 National Football League season by team,1.1927,0,4,0.0476,45976,Plantdrew,0.0,672779349,0.0952,672747071,3347.0,0,0.5,0.9091,0.0,218.0
1,23775497,The Babymaker: The Dr. Cecil Jacobson Story,0.0,Category:1990s drama films,1.1232,0,0,0.0489,49398,46.224.196.31,27.0,844114210,0.0618,757561466,2367.0,54,0.0915,0.1007,0.0,220.0
1,3422997,Carwyn Jones,0.0,Category:1967 births,1.1185,0,100,0.0785,50798,DemonDays64 Bot,259.0,941696072,0.1783,916028589,1741.0,1,0.0803,0.0873,0.0,170.0
0,23526848,2009–10 Tercera División,0.0,Category:2009–10 Tercera División,1.1323,1,24,0.071,49220,Freddiepaulson,104.0,916229913,0.1209,916229849,5831.0,1,0.07200000000000001,0.0776,0.008620689655172414,609.0
0,1208398,Poppyseed oil,0.0,Category:All articles with unsourced statements,1.1294,1,207,0.0518,48482,Frood,120.0,917070054,0.11699999999999999,917069594,11096.0,13,0.08,0.087,0.02197802197802198,1045.0
0,16441404,8236 Gainsborough,0.0,Category:Astronomical objects discovered in 1960,1.1251,0,31,0.125,47742,Rfassbind,84.0,941479189,0.1884,923751982,14545.0,1,0.0941,0.1038,0.0,873.0
1,13141492,Eric Berry,0.0,Category:1988 births,1.1331,0,11,0.0677,49423,24.158.86.85,12.0,929850714,0.1377,924522093,11817.0,7,0.1147,0.1296,0.0,1286.0
0,1272991,Toyota Camry Solara,0.0,Category:2000s cars,1.12,0,32,0.0258,46652,Lepricavark,21.0,946542462,0.0386,931528789,10087.0,44,0.0934,0.10300000000000001,0.0,1187.0
0,19666626,Lemming,0.0,Category:All articles with unsourced statements,1.1493,0,28,0.0871,50780,Neils51,228.0,937656887,0.1574,937170309,123835.0,1,0.0562,0.0595,0.0,10890.0
1,104633,"Dothan, Alabama",0.0,Category:All articles needing additional references,1.1437,0,0,0.0247,51044,67.81.48.110,17.0,939804798,0.0401,939464875,12095.0,7,0.0729,0.0786,0.0,1222.0
1,610527,Whiteout (weather),0.0,Category:Articles containing video clips,1.1415,0,0,0.0309,47623,Alec Borden,167.0,945518131,0.0694,940836331,29688.0,214,0.0626,0.0667,0.0,3589.0
0,36094793,Sequoiadendron,0.0,Category:Articles with 'species' microformats,1.0637,0,144,0.0933,49509,Captainllama,15.0,941702675,0.166,941683952,57456.0,11,0.0669,0.0717,0.0,5842.0
0,43047687,Fornication,0.0,Category:Adultery,1.1311,1,0,0.0323,50251,Emiya1980,63.0,944897959,0.0547,944894995,50717.0,8,0.0666,0.0714,0.018867924528301886,6221.0
1,912266,U.S. Consumer Product Safety Commission,0.0,Category:All Wikipedia articles written in American English,1.1684,0,19,0.0048,48850,Honest Yusuf Cricket,16.0,945580713,0.0349,945580467,107288.0,10,0.0551,0.0583,0.0,17036.0
0,25209120,Ros Drinkwater,0.0,Category:1944 births,1.1468,0,32,0.0306,49855,Wtshymanski,11.0,947896165,0.0537,946232895,91729.0,42,0.035,0.0362,0.0,10986.0
0,43047687,Fornication,0.0,Category:Adultery,1.1327,1,0,0.0323,50249,Emiya1980,63.0,949135053,0.0545,947801359,50717.0,14,0.0656,0.0702,0.009433962264150943,6221.0
1,34033,Wildebeest,0.0,Category:Alcelaphinae,1.1437,0,19,0.0606,46787,2600:1009:B150:FAED:0:47:5A80:F601,26.0,948262637,0.0997,948262277,57525.0,13,0.0703,0.0756,0.0,6374.0
1,39723159,WLKY-TV,0.0,,1.1363,1,16,0.01,51698,-5-,21.0,455830065,0.0279,448433789,58256.0,4,0.0644,0.0688,0.013513513513513514,238.0
0,16401695,Stuff White People Like,0.0,Category:1978 births,1.115,1,0,0.0363,49430,Renekm,84.0,789813686,0.0809,770535802,1597.0,23,0.0825,0.0898,0.019230769230769232,94.0
0,7352704,Leona Lewis,0.0,Category:1985 births,1.1418,0,120,0.0187,50418,Rathfelder,16.0,826392149,0.0344,791319101,2352.0,1,0.0657,0.0703,0.0,275.0
0,816558,Mother Church,0.0,Category:Redirects from other capitalisations,1.147,0,19,0.0467,46137,Christian75,10.0,889832142,0.0935,886310687,240291.0,47,0.2449,0.32,0.0,27421.0
0,1443036,Giles Coren,0.0,Category:1969 births,1.147,0,19,0.0467,51140,Christian75,10.0,889832142,0.0935,886310687,240291.0,47,0.2449,0.32,0.0,27421.0
1,25161809,HIP 5158 b,0.0,Category:All stub articles,1.1238,0,151,0.0557,47108,Red Director,22.0,912172621,0.0815,905219652,3806.0,48,0.0902,0.0991,0.0,239.0
0,25075497,Uncertainty theory,0.0,Category:All articles covered by WikiProject Wikify,1.1304,0,17,0.0801,47223,Hwy43,14.0,938776973,0.1291,917062847,13060.0,51,0.0726,0.0783,0.0,972.0
1,17413,Kennedy,0.0,Category:All article disambiguation pages,1.138,1,193,0.0655,51201,Chris the speller,55.0,922057580,0.0939,922057043,17617.0,2,0.0906,0.0996,0.008620689655172414,2484.0
0,6535406,Richard Burton (Baltimore),0.0,Category:All articles needing additional references,1.127,0,138,0.0441,47471,Jevansen,18.0,933095966,0.0907,923240846,9900.0,19,0.08,0.0869,0.0,1019.0
1,88393,Château de Chaumont,0.0,Category:All articles needing additional references,1.1357,0,16,0.1118,50649,67.69.44.58,0.0,942580957,0.172,924434319,30624.0,0,0.0819,0.0892,0.0,2420.0
0,73374,Mercenary,0.0,Category:All articles needing additional references,1.1369,0,0,0.0914,49614,DynamoDegsy,22.0,930626818,0.1439,927439875,14993.0,0,0.0765,0.0828,0.0,1037.0
1,14515037,Avianca Flight 4,0.0,Category:1966 in Colombia,1.1326,0,21,0.0352,46027,Ser Amantio di Nicolao,17.0,936742560,0.0537,932800400,31953.0,6,0.0612,0.0651,0.0,3422.0
0,94735,"Walthall County, Mississippi",0.0,Category:1910 establishments in Mississippi,1.1486,0,4,0.1442,46286,Dormskirk,11.0,947354650,0.1952,933548770,40100.0,10,0.1434,0.1674,0.0,2305.0
0,41358998,Manisha Gulyani,0.0,Category:1985 births,1.1343,0,49,0.0581,46803,TAnthony,21.0,939362401,0.1161,935838034,11168.0,1,0.0738,0.0796,0.0,1080.0
1,10022733,Tiny Toy Stories,0.0,Category:1996 direct-to-video films,1.1466,0,20,0.0612,50535,43.224.164.237,10.0,937343530,0.1014,936287648,12418.0,17,0.0897,0.0985,0.0,1222.0
1,234801,Laughter,0.0,Category:All articles with unsourced statements,1.1429,0,18,0.0701,48502,2001:BB6:29B0:FF58:6890:179E:E72E:1AD3,153.0,936746454,0.1332,936436299,78606.0,7,0.0549,0.0581,0.0,8277.0
0,379440,List of nuclear reactors,0.0,Category:All articles with unsourced statements,1.1476,0,117,0.0499,49663,InternetArchiveBot,70.0,944498574,0.0865,939779330,117761.0,63,0.0673,0.0721,0.0,13814.0
0,579061,Monad (functional programming),0.0,Category:1991 in computer science,1.1476,0,117,0.0499,50184,InternetArchiveBot,70.0,944498574,0.0865,939779330,117761.0,63,0.0673,0.0721,0.0,13814.0
0,9109717,American Task Force on Palestine,0.0,Category:2003 establishments in the United States,1.1476,0,117,0.0499,57383,InternetArchiveBot,70.0,944498574,0.0865,939779330,117761.0,63,0.0673,0.0721,0.0,13814.0
0,23446879,Chaske Spencer,0.0,Category:1975 births,1.1304,0,119,0.0859,46049,Tadghtadgh,8.0,941367740,0.1317,939907744,23677.0,1,0.066,0.0706,0.0,1946.0
1,4407208,List of Life with Derek episodes,0.0,Category:All articles needing additional references,1.1454,0,19,0.0524,49462,Philip Cross,14.0,944846161,0.1078,944014248,57907.0,11,0.0798,0.0867,0.0,7319.0
0,28661293,List of Jon & Kate Plus 8 episodes,0.0,,1.1175,1,55,0.0362,50926,InternetArchiveBot,105.0,946935163,0.0713,946578394,105000.0,155,0.0587,0.0624,0.004219409282700422,12642.0
0,318712,Lie algebra representation,0.0,Category:Harv and Sfn template errors,1.139,0,36,0.0579,49197,Manannan67,59.0,948024304,0.0914,947209691,81459.0,22,0.0817,0.08900000000000001,0.0,9405.0
1,1618053,All Apologies,0.0,Category:1990s ballads,1.1316,1,86,0.0791,49675,GreenC bot,88.0,949111637,0.1243,947920270,15617.0,3,0.0604,0.0643,0.025,1322.0
0,9357607,Pink BH,0.0,Category:Articles with short description,1.1271,0,100,0.0746,50318,Iridescent,22.0,949088519,0.11599999999999999,948869058,27050.0,0,0.0878,0.0962,0.0,2123.0
0,15689630,Mouni Roy,0.0,Category:1985 births,1.1271,0,100,0.0746,55960,Iridescent,22.0,949088519,0.11599999999999999,948869058,27050.0,0,0.0878,0.0962,0.0,2123.0
1,144867,Mr. Moto,0.0,Category:1950s American radio programs,1.1403,0,0,0.061,48209,2001:14BA:9E1:A800:99C0:2006:9C40:B976,130.0,949258830,0.1041,949213552,46267.0,13,0.0645,0.069,0.0,4822.0
0,2723446,Marie-Claire Kirkland,0.0,Category:1924 births,1.2542,0,13,0.05,49072,Mwtoews,13.0,440779174,0.1,440487527,49928.0,18,0.5789,1.2222,0.0,4786.0
0,55934947,Military use of children,0.0,Category:Redirects from moves,1.1784,0,182,0.0263,48045,Tahc,15.0,754977384,0.0526,754971144,233443.0,4,0.3243,0.4615,0.0,24074.0
1,16780110,1998 Jacksonville Jaguars season,0.0,Category:1998 National Football League season by team,1.1229,0,114,0.0572,51857,American Money,15.0,843511675,0.0945,817647855,7506.0,42,0.106,0.1185,0.0,660.0
0,24596477,Alec Martinez,0.0,Category:1987 births,1.1336,0,59,0.0298,46613,Edibobb,20.0,891586768,0.0593,845350390,3984.0,8,0.0466,0.0489,0.0,346.0
0,22819957,Bang! Pow! Boom!,0.0,Category:2009 albums,1.1223,0,49,0.0284,46331,Zackmann08,10.0,866884446,0.0571,856434706,12647.0,1,0.0667,0.0715,0.0,1578.0
0,3211207,Yeah (The Wannadies album),0.0,Category:1999 albums,1.1264,0,38,0.0383,48631,RJFJR,60.0,900048984,0.0638,897984571,3765.0,38,0.0607,0.0646,0.0,355.0
1,23388137,The Jacka,0.0,Category:1977 births,1.1399,0,169,0.0425,50835,JJMC89 bot III,15.0,920638305,0.0707,902729773,3893.0,3,0.0486,0.0511,0.0,309.0
1,23311224,Zack Kassian,0.0,Category:1991 births,1.1371,0,63,0.0313,47334,1.136.111.61,26.0,935567593,0.0555,910282215,13016.0,137,0.0607,0.0646,0.0,1737.0
0,31660745,Trump Card (game show),0.0,,1.1352,0,129,0.0612,49091,CLCStudent,11.0,919681650,0.0736,919681567,6912.0,0,0.0832,0.0908,0.0,571.0
0,284315,Félicien Rops,0.0,Category:1833 births,1.1343,0,120,0.0484,46293,GoingBatty,13.0,936479977,0.1,922690293,14075.0,4,0.0962,0.1065,0.0,1877.0
0,13948519,Metatron (Praxis album),0.0,Category:1994 albums,1.13,0,87,0.111,51678,InternetArchiveBot,130.0,927358006,0.1735,922764879,7886.0,151,0.1055,0.1179,0.0,1334.0
1,25204615,Pettah,0.0,Category:All article disambiguation pages,1.1161,1,13,0.0332,49864,F.contesi,36.0,933915420,0.0657,932702306,6585.0,0,0.0544,0.0576,0.01948051948051948,798.0
0,129813,"Tiffin, Ohio",0.0,Category:1812 establishments in Ohio,1.1308,0,0,0.0837,51852,Snowflake91,8.0,934484769,0.1181,933644428,8337.0,0,0.0971,0.1076,0.0,281.0
0,931153,Robert Bage,0.0,Category:1728 births,1.1474,0,45,0.0812,51979,Dorama285,22.0,945254104,0.1599,938843714,20618.0,516,0.0776,0.0841,0.0,1701.0
0,3432855,Ghost of Christmas Present,0.0,Category:A Christmas Carol characters,1.1474,0,45,0.0812,67790,Dorama285,22.0,945254104,0.1599,938843714,20618.0,516,0.0776,0.0841,0.0,1701.0
0,44451337,IRB Awards,0.0,Category:Redirects from moves,1.141,0,31,0.0305,50434,AnomieBOT,25.0,939287428,0.0547,939271463,5519.0,19,0.0883,0.0969,0.0,383.0
0,10564724,Cerro Villa Middle School,0.0,,1.1429,1,153,0.0641,51374,Materialscientist,13.0,945980713,0.1059,945980685,178085.0,59,0.055,0.0582,0.047619047619047616,19130.0
0,870838,"Nasu District, Tochigi",0.0,Category:All articles with unsourced statements,1.1305,1,22,0.0303,46063,Maseti,132.0,947231976,0.0593,947231867,8518.0,2,0.048,0.0504,0.01509433962264151,997.0
0,18176668,Coronal seismology,0.0,Category:Commons category link from Wikidata,1.0929,0,22,0.0816,51104,Kailash29792,21.0,947287865,0.142,947276914,8227.0,10,0.0859,0.094,0.0,571.0
1,62945500,Aquiles Correa,0.0,Category:1971 births,1.1383,0,33,0.0687,49450,72.83.173.97,20.0,948246879,0.13699999999999998,948246769,16057.0,13,0.078,0.0846,0.0,1324.0
0,1018598,South Africa national football team,0.0,Category:Africa Cup of Nations-winning countries,1.1469,0,25,0.0093,51409,NinjaRobotPirate,0.0,948624590,0.0246,948624442,21172.0,111,0.0238,0.0244,0.0,2719.0
0,22578991,Rhagoletis alternata,0.0,Category:All stub articles,1.1243,0,29,0.0788,49061,DragosTataru,16.0,948738893,0.1366,948738826,151675.0,0,0.0703,0.0756,0.0,13196.0
0,2221624,Pink Ranger,0.0,Category:Power Rangers character redirects to lists,1.1812,0,62,0.0294,46861,Pmsyyz,16.0,328457256,0.1176,328457138,99741.0,0,0.4194,0.6842,0.0,8611.0
0,9583338,Impeachment of Andrew Johnson,0.0,Category:1868 in American politics,1.1958,0,50,0.0385,47342,AvicBot,9.0,573229185,0.0769,421574021,13806.0,4,0.4,0.625,0.0,1285.0
1,995420,Bass Brewery,0.0,Category:1777 establishments in England,1.1261,0,192,0.0489,46425,Magic links bot,22.0,783589411,0.1376,774408551,2271.0,4,0.1009,0.1122,0.0,245.0
0,7867425,List of films based on actual events,0.0,Category:All articles lacking reliable references,1.1796,0,51,0.0011,51714,Jackroyed,20.0,833601993,0.016,833601009,1407.0,105,0.0987,0.1094,0.0,99.0
0,2300535,Mickey Mouse Clubhouse,0.0,Category:2000s American animated television series,1.1861,0,103,0.027000000000000003,47971,A1Cafel,0.0,893000330,0.0541,893000276,73633.0,0,0.3611,0.5417,0.0,7510.0
0,1291901,Charlie Weis,0.0,Category:1956 births,1.1053,0,95,0.0501,47693,Reywas92,21.0,909728198,0.1041,903458211,227182.0,75,0.069,0.0741,0.0,20869.0
0,1149616,Cynthia Lennon,0.0,Category:1939 births,1.1406,0,16,0.0424,49302,LFaraone,12.0,913738539,0.0865,903512248,18251.0,0,0.0902,0.0992,0.0,1505.0
0,1109291,Gabon national football team,0.0,Category:African national association football teams,1.1440000000000001,0,175,0.0577,47396,Monkbot,106.0,917160901,0.1051,915941434,13446.0,4,0.0565,0.0599,0.0,1255.0
0,15773099,WJTP,0.0,Category:2002 establishments in Georgia (U.S. state),1.1345,0,207,0.0327,48284,DatGoodDude342,15.0,917618182,0.0656,917618104,4344.0,16,0.0479,0.0503,0.0,472.0
0,15173531,"Greensburg Downtown Historic District (Greensburg, Pennsylvania)",0.0,Category:Articles using NRISref without a reference number,1.1372,0,29,0.1494,49239,WOSlinker,25.0,935633403,0.2413,927506656,125675.0,12,0.068,0.0729,0.0,5278.0
1,3064953,Archbishop Curley High School,0.0,Category:1961 establishments in Maryland,1.1548,0,138,0.0785,47520,Citation bot,151.0,932111837,0.1398,928846820,41532.0,1,0.0927,0.1022,0.0,2674.0
1,10246194,Universal Technical Institute,0.0,Category:All articles with a promotional tone,1.1261,0,0,0.0518,49727,2604:6000:1118:8757:1484:D16F:7B0F:3B5F,86.0,931417659,0.0947,931417601,3996.0,0,0.0727,0.0783,0.0,407.0
1,2293960,Tanya Franks,0.0,Category:1967 births,1.1182,0,29,0.0168,47420,197.211.61.179,0.0,942285361,0.035,934184316,16168.0,0,0.1611,0.1919,0.0,1225.0
0,13522678,Just Us!,0.0,Category:1995 establishments in Nova Scotia,1.1305,1,14,0.0303,46064,Maseti,132.0,947231867,0.0593,937749605,8518.0,3,0.048,0.0504,0.01509433962264151,997.0
1,36323114,Stoic Bliss,0.0,Category:Articles with hCards,1.1339,0,19,0.0423,46849,2A02:C7F:200B:D200:3D62:ABB4:BC:755C,15.0,943017081,0.0906,943016937,12705.0,6,0.0787,0.0854,0.0,1177.0
1,4652475,1939 Erzincan earthquake,0.0,Category:1930s tsunamis,1.1437,1,201,0.0646,46157,Citation bot,250.0,944831079,0.1101,943799274,186971.0,6,0.0542,0.0573,0.03767123287671234,20175.0
0,25442584,Shock Value II,0.0,Category:2009 albums,1.1144,0,46,0.0469,47281,RudnikU,14.0,946666669,0.0951,945286994,77860.0,0,0.0642,0.0686,0.0,7157.0
1,1519350,Not Another Teen Movie,0.0,Category:2000s high school films,1.1385,0,0,0.0507,49604,Njoy deep,16.0,945998636,0.0882,945659730,50895.0,0,0.0468,0.0491,0.0,5484.0
0,682482,Human,0.0,Category:All articles containing potentially dated statements,1.1376,0,43,0.0415,50577,Störm,48.0,945985839,0.0842,945985764,25611.0,118,0.076,0.0823,0.0,2210.0
0,25264939,Mao Abe,0.0,Category:1990 births,1.1253,1,50,0.0484,49372,HangingCurve,22.0,947692482,0.0774,947420550,30706.0,89,0.0894,0.0982,0.005291005291005291,2944.0
1,37960898,ThunderCats,0.0,Category:All articles covered by WikiProject Wikify,1.1282,0,204,0.0485,51945,Patient Zero,146.0,947824817,0.0875,947824791,19492.0,6,0.0713,0.0767,0.0,1958.0
1,4652475,1939 Erzincan earthquake,0.0,Category:1930s tsunamis,1.1811,0,28,0.0476,46153,Amit lalit,0.0,328604206,0.0952,328600423,50833.0,26,0.55,1.1,0.0,6173.0
0,228613,Starfish,0.0,Category:Articles containing video clips,1.1828,0,0,0.0286,49697,Mutt,11.0,379485808,0.0571,379485592,2330.0,3,0.3824,0.5909,0.0,128.0
0,22527092,Greenfield Valley Heritage Park,0.0,Category:All articles lacking reliable references,1.1672,0,69,0.1944,48240,AvicBot,11.0,578182947,0.25,549147814,34157.0,2,0.3571,0.5263,0.0,3762.0
1,359038,"Industry, California",0.0,Category:Redirects from moves,1.1336,0,0,0.0355,51444,2A02:C7F:3E12:C00:1DF3:18CB:940:6351,12.0,755366076,0.0754,742781644,8850.0,128,0.0681,0.073,0.0,991.0
1,47945,Madhya Pradesh,0.0,Category:1956 establishments in India,1.1423,0,0,0.0189,47037,Maury Markowitz,17.0,885562784,0.05,875124317,1754.0,17,0.0748,0.0808,0.0,162.0
1,1907304,Coagulopathy,0.0,Category:All articles with unsourced statements,1.1583,0,107,0.0369,46421,Chris the speller,15.0,934439884,0.0569,903872986,27491.0,0,0.0725,0.0782,0.0,3935.0
1,16428197,1476 Cox,0.0,Category:Astronomical objects discovered in 1936,1.1275,0,60,0.0882,51554,2601:581:8000:21B0:304C:CD3D:3958:6A95,10.0,909310809,0.1034,909308336,3139.0,75,0.0849,0.0927,0.0,170.0
0,53794600,Folic acid,0.0,Category:Redirects from moves,1.1364,0,15,0.1024,51592,Wioaw,16.0,948354783,0.2545,929197792,8412.0,4,0.1707,0.2058,0.0,826.0
1,16684748,Penn State Nittany Lions basketball,0.0,Category:Articles with short description,1.1386,0,135,0.0918,51266,Citation bot,133.0,941654612,0.125,931214457,27395.0,36,0.0621,0.0662,0.0,2931.0
1,13709048,Kathleen Chalfant,0.0,Category:1945 births,1.1322,1,44,0.0311,49791,174.195.141.159,164.0,942930216,0.0734,932615288,6486.0,0,0.0723,0.0779,0.031055900621118005,449.0
1,23722349,Noémi Ban,0.0,Category:1922 births,1.1449,0,0,0.0447,47874,70.51.114.92,7.0,944533241,0.086,939710962,23981.0,82,0.0565,0.0599,0.0,2501.0
0,4753746,Beach Jumpers,0.0,Category:All articles lacking in-text citations,1.1535,0,23,0.0604,46378,DrKay,23.0,944416470,0.1183,943071059,55425.0,3,0.0704,0.0757,0.0,5746.0
0,22407866,UFC 107,0.0,Category:2009 in mixed martial arts,1.1226,0,234,0.0376,49360,MB,18.0,944646343,0.0836,944646278,4748.0,8,0.0814,0.0886,0.0,389.0
1,12948865,The Final Sign of Evil,0.0,Category:2007 albums,1.1399,0,54,0.0188,48650,92.9.9.196,10.0,944890173,0.0646,944889495,11349.0,16,0.10099999999999999,0.1124,0.0,1030.0
1,621032,Sushmita Sen,0.0,Category:1975 births,1.1342,0,0,0.0337,46455,152.115.80.38,0.0,946029224,0.055999999999999994,946029099,9221.0,156,0.0585,0.0622,0.0,1061.0
1,80027,Rage Against the Machine,0.0,Category:1991 establishments in California,1.1114,0,0,0.1025,46575,Albertus Aditya,10.0,947432809,0.1543,947104666,79502.0,1,0.1384,0.1607,0.0,2363.0
1,11397060,1979 Tampa Bay Buccaneers season,0.0,Category:1979 National Football League season by team,1.1114,0,0,0.1025,53609,Albertus Aditya,10.0,947432809,0.1543,947104666,79502.0,1,0.1384,0.1607,0.0,2363.0
1,379440,List of nuclear reactors,0.0,Category:All articles with unsourced statements,1.1476,1,10,0.05,49661,76.23.10.114,101.0,947784899,0.0865,947491067,117761.0,33,0.0669,0.0717,0.09090909090909093,13814.0
1,21150369,List of European supercentenarians,0.0,Category:Redirects connected to a Wikidata item,1.1476,1,10,0.05,50182,76.23.10.114,101.0,947784899,0.0865,947491067,117761.0,33,0.0669,0.0717,0.09090909090909093,13814.0
1,9109717,American Task Force on Palestine,0.0,Category:2003 establishments in the United States,1.1476,1,10,0.05,57381,76.23.10.114,101.0,947784899,0.0865,947491067,117761.0,33,0.0669,0.0717,0.09090909090909093,13814.0
0,6093599,Darrell R. Lindsey,0.0,Category:1919 births,1.1176,0,2,0.047,48095,Volunteer1234,33.0,949177263,0.0705,947619749,43099.0,4,0.0346,0.0358,0.0,4970.0
0,1219796,Gabriele Tarquini,0.0,Category:1962 births,1.1366,0,13,0.042,49254,Toughpigs,82.0,947697575,0.0921,947697471,23852.0,339,0.0629,0.0671,0.0,2908.0
0,50675765,Bill Johnson (pastor),0.0,Category:1951 births,1.0696,1,20,0.0445,50471,Qiushufang,35.0,948803210,0.0666,948802811,55621.0,306,0.0484,0.0508,0.00641025641025641,7494.0
1,3522778,Jennifer Lopez discography,0.0,Category:All articles with dead external links,1.1473,0,99,0.1096,47318,Jeffrey Carrubbers,11.0,794506953,0.1115,699825354,9425.0,36,0.1322,0.1523,0.0,1209.0
0,27414711,Embassy of Poland in Stockholm,0.0,,1.1434,0,138,0.0606,51903,Tassedethe,10.0,850788143,0.1266,755227804,953.0,10,0.1447,0.1687,0.0,124.0
0,9104050,SsangYong Actyon,0.0,Category:2000s cars,1.1316,0,148,0.0149,48372,Rodw,22.0,935293732,0.0515,889297437,3093.0,11,0.0394,0.0409,0.0,401.0
1,35700085,Proton (rocket),0.0,Category:Vehicles introduced in 1965,1.1323,0,85,0.0654,51653,Larry Hockett,0.0,891021741,0.0899,889462968,11596.0,43,0.0802,0.0872,0.0,940.0
0,23446879,Chaske Spencer,0.0,Category:1975 births,1.1257,0,206,0.0552,46052,Fylindfotberserk,0.0,926984843,0.1118,926980358,4420.0,15,0.0896,0.0983,0.0,152.0
0,11318688,Ahmed Hussain A. Kazi,0.0,Category:1920 births,1.1372,0,27,0.0499,48406,Jmg38,7.0,933321871,0.0987,933305647,13466.0,23,0.0778,0.0843,0.0,1535.0
0,25019076,John E. Niederhuber,0.0,Category:All BLP articles lacking sources,1.1212,1,138,0.0769,48987,JovianEuropa,25.0,936512206,0.1235,935169637,6054.0,126,0.0453,0.0474,0.005917159763313609,690.0
1,3109670,Earl Barron,0.0,Category:1981 births,1.1502,0,10,0.0665,51268,216.17.83.182,0.0,945352600,0.1027,935794147,24546.0,2,0.1303,0.1498,0.0,1621.0
1,616725,Renault Espace,0.0,Category:1980s cars,1.1295,0,21,0.0632,52002,Mac Dreamstate,15.0,937535632,0.1107,937535507,25858.0,25,0.0995,0.1105,0.0,1055.0
