editid,oldrevisionid,character_diversity,digit_ratio,non_alpha_numeric_ratio,upper_to_all,upper_to_lower,editor,newrevisionid,size_increment,size,word_count,class,comment_len,Anonymous,vulgar_word_ratio,longest_Word,bad_words,articleid,articletitle
49855,946232895,1.1468,0.0306,0.0537,0.035,0.0362,Wtshymanski,947896165,42,91729.0,10986.0,0,32,0,0.0,11,0.0,25209120,Ros Drinkwater
50249,947801359,1.1327,0.0323,0.0545,0.0656,0.0702,Emiya1980,949135053,14,50717.0,6221.0,1,0,0,0.009433962264150943,63,0.0,43047687,Fornication
46787,948262277,1.1437,0.0606,0.0997,0.0703,0.0756,2600:1009:B150:FAED:0:47:5A80:F601,948262637,13,57525.0,6374.0,0,19,1,0.0,26,0.0,34033,Wildebeest
51698,448433789,1.1363,0.01,0.0279,0.0644,0.0688,-5-,455830065,4,58256.0,238.0,1,16,1,0.013513513513513514,21,0.0,39723159,WLKY-TV
49430,770535802,1.115,0.0363,0.0809,0.0825,0.0898,Renekm,789813686,23,1597.0,94.0,1,0,0,0.019230769230769232,84,0.0,16401695,Stuff White People Like
50418,791319101,1.1418,0.0187,0.0344,0.0657,0.0703,Rathfelder,826392149,1,2352.0,275.0,0,120,0,0.0,16,0.0,7352704,Leona Lewis
46137,886310687,1.147,0.0467,0.0935,0.2449,0.32,Christian75,889832142,47,240291.0,27421.0,0,19,0,0.0,10,0.0,816558,Mother Church
51140,886310687,1.147,0.0467,0.0935,0.2449,0.32,Christian75,889832142,47,240291.0,27421.0,0,19,0,0.0,10,0.0,1443036,Giles Coren
47108,905219652,1.1238,0.0557,0.0815,0.0902,0.0991,Red Director,912172621,48,3806.0,239.0,0,151,1,0.0,22,0.0,25161809,HIP 5158 b
47223,917062847,1.1304,0.0801,0.1291,0.0726,0.0783,Hwy43,938776973,51,13060.0,972.0,0,17,0,0.0,14,0.0,25075497,Uncertainty theory
51201,922057043,1.138,0.0655,0.0939,0.0906,0.0996,Chris the speller,922057580,2,17617.0,2484.0,1,193,1,0.008620689655172414,55,0.0,17413,Kennedy
47471,923240846,1.127,0.0441,0.0907,0.08,0.0869,Jevansen,933095966,19,9900.0,1019.0,0,138,0,0.0,18,0.0,6535406,Richard Burton (Baltimore)
50649,924434319,1.1357,0.1118,0.172,0.0819,0.0892,67.69.44.58,942580957,0,30624.0,2420.0,0,16,1,0.0,0,0.0,88393,Château de Chaumont
49614,927439875,1.1369,0.0914,0.1439,0.0765,0.0828,DynamoDegsy,930626818,0,14993.0,1037.0,0,0,0,0.0,22,0.0,73374,Mercenary
46027,932800400,1.1326,0.0352,0.0537,0.0612,0.0651,Ser Amantio di Nicolao,936742560,6,31953.0,3422.0,0,21,1,0.0,17,0.0,14515037,Avianca Flight 4
46286,933548770,1.1486,0.1442,0.1952,0.1434,0.1674,Dormskirk,947354650,10,40100.0,2305.0,0,4,0,0.0,11,0.0,94735,"Walthall County, Mississippi"
46803,935838034,1.1343,0.0581,0.1161,0.0738,0.0796,TAnthony,939362401,1,11168.0,1080.0,0,49,0,0.0,21,0.0,41358998,Manisha Gulyani
50535,936287648,1.1466,0.0612,0.1014,0.0897,0.0985,43.224.164.237,937343530,17,12418.0,1222.0,0,20,1,0.0,10,0.0,10022733,Tiny Toy Stories
48502,936436299,1.1429,0.0701,0.1332,0.0549,0.0581,2001:BB6:29B0:FF58:6890:179E:E72E:1AD3,936746454,7,78606.0,8277.0,0,18,1,0.0,153,0.0,234801,Laughter
49663,939779330,1.1476,0.0499,0.0865,0.0673,0.0721,InternetArchiveBot,944498574,63,117761.0,13814.0,0,117,0,0.0,70,0.0,379440,List of nuclear reactors
50184,939779330,1.1476,0.0499,0.0865,0.0673,0.0721,InternetArchiveBot,944498574,63,117761.0,13814.0,0,117,0,0.0,70,0.0,579061,Monad (functional programming)
57383,939779330,1.1476,0.0499,0.0865,0.0673,0.0721,InternetArchiveBot,944498574,63,117761.0,13814.0,0,117,0,0.0,70,0.0,9109717,American Task Force on Palestine
46049,939907744,1.1304,0.0859,0.1317,0.066,0.0706,Tadghtadgh,941367740,1,23677.0,1946.0,0,119,0,0.0,8,0.0,23446879,Chaske Spencer
49462,944014248,1.1454,0.0524,0.1078,0.0798,0.0867,Philip Cross,944846161,11,57907.0,7319.0,0,19,1,0.0,14,0.0,4407208,List of Life with Derek episodes
50926,946578394,1.1175,0.0362,0.0713,0.0587,0.0624,InternetArchiveBot,946935163,155,105000.0,12642.0,1,55,0,0.004219409282700422,105,0.0,28661293,List of Jon & Kate Plus 8 episodes
49197,947209691,1.139,0.0579,0.0914,0.0817,0.08900000000000001,Manannan67,948024304,22,81459.0,9405.0,0,36,0,0.0,59,0.0,318712,Lie algebra representation
49675,947920270,1.1316,0.0791,0.1243,0.0604,0.0643,GreenC bot,949111637,3,15617.0,1322.0,1,86,1,0.025,88,0.0,1618053,All Apologies
50318,948869058,1.1271,0.0746,0.11599999999999999,0.0878,0.0962,Iridescent,949088519,0,27050.0,2123.0,0,100,0,0.0,22,0.0,9357607,Pink BH
55960,948869058,1.1271,0.0746,0.11599999999999999,0.0878,0.0962,Iridescent,949088519,0,27050.0,2123.0,0,100,0,0.0,22,0.0,15689630,Mouni Roy
48209,949213552,1.1403,0.061,0.1041,0.0645,0.069,2001:14BA:9E1:A800:99C0:2006:9C40:B976,949258830,13,46267.0,4822.0,0,0,1,0.0,130,0.0,144867,Mr. Moto
49072,440487527,1.2542,0.05,0.1,0.5789,1.2222,Mwtoews,440779174,18,49928.0,4786.0,0,13,0,0.0,13,0.0,2723446,Marie-Claire Kirkland
48045,754971144,1.1784,0.0263,0.0526,0.3243,0.4615,Tahc,754977384,4,233443.0,24074.0,0,182,0,0.0,15,0.0,55934947,Military use of children
51857,817647855,1.1229,0.0572,0.0945,0.106,0.1185,American Money,843511675,42,7506.0,660.0,0,114,1,0.0,15,0.0,16780110,1998 Jacksonville Jaguars season
46613,845350390,1.1336,0.0298,0.0593,0.0466,0.0489,Edibobb,891586768,8,3984.0,346.0,0,59,0,0.0,20,0.0,24596477,Alec Martinez
46331,856434706,1.1223,0.0284,0.0571,0.0667,0.0715,Zackmann08,866884446,1,12647.0,1578.0,0,49,0,0.0,10,0.0,22819957,Bang! Pow! Boom!
48631,897984571,1.1264,0.0383,0.0638,0.0607,0.0646,RJFJR,900048984,38,3765.0,355.0,0,38,0,0.0,60,0.0,3211207,Yeah (The Wannadies album)
50835,902729773,1.1399,0.0425,0.0707,0.0486,0.0511,JJMC89 bot III,920638305,3,3893.0,309.0,0,169,1,0.0,15,0.0,23388137,The Jacka
47334,910282215,1.1371,0.0313,0.0555,0.0607,0.0646,1.136.111.61,935567593,137,13016.0,1737.0,0,63,1,0.0,26,0.0,23311224,Zack Kassian
49091,919681567,1.1352,0.0612,0.0736,0.0832,0.0908,CLCStudent,919681650,0,6912.0,571.0,0,129,0,0.0,11,0.0,31660745,Trump Card (game show)
46293,922690293,1.1343,0.0484,0.1,0.0962,0.1065,GoingBatty,936479977,4,14075.0,1877.0,0,120,0,0.0,13,0.0,284315,Félicien Rops
51678,922764879,1.13,0.111,0.1735,0.1055,0.1179,InternetArchiveBot,927358006,151,7886.0,1334.0,0,87,0,0.0,130,0.0,13948519,Metatron (Praxis album)
49864,932702306,1.1161,0.0332,0.0657,0.0544,0.0576,F.contesi,933915420,0,6585.0,798.0,1,13,1,0.01948051948051948,36,0.0,25204615,Pettah
51852,933644428,1.1308,0.0837,0.1181,0.0971,0.1076,Snowflake91,934484769,0,8337.0,281.0,0,0,0,0.0,8,0.0,129813,"Tiffin, Ohio"
51979,938843714,1.1474,0.0812,0.1599,0.0776,0.0841,Dorama285,945254104,516,20618.0,1701.0,0,45,0,0.0,22,0.0,931153,Robert Bage
67790,938843714,1.1474,0.0812,0.1599,0.0776,0.0841,Dorama285,945254104,516,20618.0,1701.0,0,45,0,0.0,22,0.0,3432855,Ghost of Christmas Present
50434,939271463,1.141,0.0305,0.0547,0.0883,0.0969,AnomieBOT,939287428,19,5519.0,383.0,0,31,0,0.0,25,0.0,44451337,IRB Awards
51374,945980685,1.1429,0.0641,0.1059,0.055,0.0582,Materialscientist,945980713,59,178085.0,19130.0,1,153,0,0.047619047619047616,13,0.0,10564724,Cerro Villa Middle School
46063,947231867,1.1305,0.0303,0.0593,0.048,0.0504,Maseti,947231976,2,8518.0,997.0,1,22,0,0.01509433962264151,132,0.0,870838,"Nasu District, Tochigi"
51104,947276914,1.0929,0.0816,0.142,0.0859,0.094,Kailash29792,947287865,10,8227.0,571.0,0,22,0,0.0,21,0.0,18176668,Coronal seismology
49450,948246769,1.1383,0.0687,0.13699999999999998,0.078,0.0846,72.83.173.97,948246879,13,16057.0,1324.0,0,33,1,0.0,20,0.0,62945500,Aquiles Correa
51409,948624442,1.1469,0.0093,0.0246,0.0238,0.0244,NinjaRobotPirate,948624590,111,21172.0,2719.0,0,25,0,0.0,0,0.0,1018598,South Africa national football team
49061,948738826,1.1243,0.0788,0.1366,0.0703,0.0756,DragosTataru,948738893,0,151675.0,13196.0,0,29,0,0.0,16,0.0,22578991,Rhagoletis alternata
46861,328457138,1.1812,0.0294,0.1176,0.4194,0.6842,Pmsyyz,328457256,0,99741.0,8611.0,0,62,0,0.0,16,0.0,2221624,Pink Ranger
47342,421574021,1.1958,0.0385,0.0769,0.4,0.625,AvicBot,573229185,4,13806.0,1285.0,0,50,0,0.0,9,0.0,9583338,Impeachment of Andrew Johnson
46425,774408551,1.1261,0.0489,0.1376,0.1009,0.1122,Magic links bot,783589411,4,2271.0,245.0,0,192,1,0.0,22,0.0,995420,Bass Brewery
51714,833601009,1.1796,0.0011,0.016,0.0987,0.1094,Jackroyed,833601993,105,1407.0,99.0,0,51,0,0.0,20,0.0,7867425,List of films based on actual events
47971,893000276,1.1861,0.027000000000000003,0.0541,0.3611,0.5417,A1Cafel,893000330,0,73633.0,7510.0,0,103,0,0.0,0,0.0,2300535,Mickey Mouse Clubhouse
47693,903458211,1.1053,0.0501,0.1041,0.069,0.0741,Reywas92,909728198,75,227182.0,20869.0,0,95,0,0.0,21,0.0,1291901,Charlie Weis
49302,903512248,1.1406,0.0424,0.0865,0.0902,0.0992,LFaraone,913738539,0,18251.0,1505.0,0,16,0,0.0,12,0.0,1149616,Cynthia Lennon
47396,915941434,1.1440000000000001,0.0577,0.1051,0.0565,0.0599,Monkbot,917160901,4,13446.0,1255.0,0,175,0,0.0,106,0.0,1109291,Gabon national football team
48284,917618104,1.1345,0.0327,0.0656,0.0479,0.0503,DatGoodDude342,917618182,16,4344.0,472.0,0,207,0,0.0,15,0.0,15773099,WJTP
49239,927506656,1.1372,0.1494,0.2413,0.068,0.0729,WOSlinker,935633403,12,125675.0,5278.0,0,29,0,0.0,25,0.0,15173531,"Greensburg Downtown Historic District (Greensburg, Pennsylvania)"
47520,928846820,1.1548,0.0785,0.1398,0.0927,0.1022,Citation bot,932111837,1,41532.0,2674.0,0,138,1,0.0,151,0.0,3064953,Archbishop Curley High School
49727,931417601,1.1261,0.0518,0.0947,0.0727,0.0783,2604:6000:1118:8757:1484:D16F:7B0F:3B5F,931417659,0,3996.0,407.0,0,0,1,0.0,86,0.0,10246194,Universal Technical Institute
47420,934184316,1.1182,0.0168,0.035,0.1611,0.1919,197.211.61.179,942285361,0,16168.0,1225.0,0,29,1,0.0,0,0.0,2293960,Tanya Franks
46064,937749605,1.1305,0.0303,0.0593,0.048,0.0504,Maseti,947231867,3,8518.0,997.0,1,14,0,0.01509433962264151,132,0.0,13522678,Just Us!
46849,943016937,1.1339,0.0423,0.0906,0.0787,0.0854,2A02:C7F:200B:D200:3D62:ABB4:BC:755C,943017081,6,12705.0,1177.0,0,19,1,0.0,15,0.0,36323114,Stoic Bliss
46157,943799274,1.1437,0.0646,0.1101,0.0542,0.0573,Citation bot,944831079,6,186971.0,20175.0,1,201,1,0.037671232876712334,250,0.0,4652475,1939 Erzincan earthquake
47281,945286994,1.1144,0.0469,0.0951,0.0642,0.0686,RudnikU,946666669,0,77860.0,7157.0,0,46,0,0.0,14,0.0,25442584,Shock Value II
49604,945659730,1.1385,0.0507,0.0882,0.0468,0.0491,Njoy deep,945998636,0,50895.0,5484.0,0,0,1,0.0,16,0.0,1519350,Not Another Teen Movie
50577,945985764,1.1376,0.0415,0.0842,0.076,0.0823,Störm,945985839,118,25611.0,2210.0,0,43,0,0.0,48,0.0,682482,Human
49372,947420550,1.1253,0.0484,0.0774,0.0894,0.0982,HangingCurve,947692482,89,30706.0,2944.0,1,50,0,0.005291005291005291,22,0.0,25264939,Mao Abe
51945,947824791,1.1282,0.0485,0.0875,0.0713,0.0767,Patient Zero,947824817,6,19492.0,1958.0,0,204,1,0.0,146,0.0,37960898,ThunderCats
46153,328600423,1.1811,0.0476,0.0952,0.55,1.1,Amit lalit,328604206,26,50833.0,6173.0,0,28,1,0.0,0,0.0,4652475,1939 Erzincan earthquake
49697,379485592,1.1828,0.0286,0.0571,0.3824,0.5909,Mutt,379485808,3,2330.0,128.0,0,0,0,0.0,11,0.0,228613,Starfish
48240,549147814,1.1672,0.1944,0.25,0.3571,0.5263,AvicBot,578182947,2,34157.0,3762.0,0,69,0,0.0,11,0.0,22527092,Greenfield Valley Heritage Park
51444,742781644,1.1336,0.0355,0.0754,0.0681,0.073,2A02:C7F:3E12:C00:1DF3:18CB:940:6351,755366076,128,8850.0,991.0,0,0,1,0.0,12,0.0,359038,"Industry, California"
47037,875124317,1.1423,0.0189,0.05,0.0748,0.0808,Maury Markowitz,885562784,17,1754.0,162.0,0,0,1,0.0,17,0.0,47945,Madhya Pradesh
46421,903872986,1.1583,0.0369,0.0569,0.0725,0.0782,Chris the speller,934439884,0,27491.0,3935.0,0,107,1,0.0,15,0.0,1907304,Coagulopathy
51554,909308336,1.1275,0.0882,0.1034,0.0849,0.0927,2601:581:8000:21B0:304C:CD3D:3958:6A95,909310809,75,3139.0,170.0,0,60,1,0.0,10,0.0,16428197,1476 Cox
51592,929197792,1.1364,0.1024,0.2545,0.1707,0.2058,Wioaw,948354783,4,8412.0,826.0,0,15,0,0.0,16,0.0,53794600,Folic acid
51266,931214457,1.1386,0.0918,0.125,0.0621,0.0662,Citation bot,941654612,36,27395.0,2931.0,0,135,1,0.0,133,0.0,16684748,Penn State Nittany Lions basketball
49791,932615288,1.1322,0.0311,0.0734,0.0723,0.0779,174.195.141.159,942930216,0,6486.0,449.0,1,44,1,0.031055900621118005,164,0.0,13709048,Kathleen Chalfant
47874,939710962,1.1449,0.0447,0.086,0.0565,0.0599,70.51.114.92,944533241,82,23981.0,2501.0,0,0,1,0.0,7,0.0,23722349,Noémi Ban
46378,943071059,1.1535,0.0604,0.1183,0.0704,0.0757,DrKay,944416470,3,55425.0,5746.0,0,23,0,0.0,23,0.0,4753746,Beach Jumpers
49360,944646278,1.1226,0.0376,0.0836,0.0814,0.0886,MB,944646343,8,4748.0,389.0,0,234,0,0.0,18,0.0,22407866,UFC 107
48650,944889495,1.1399,0.0188,0.0646,0.10099999999999999,0.1124,92.9.9.196,944890173,16,11349.0,1030.0,0,54,1,0.0,10,0.0,12948865,The Final Sign of Evil
46455,946029099,1.1342,0.0337,0.055999999999999994,0.0585,0.0622,152.115.80.38,946029224,156,9221.0,1061.0,0,0,1,0.0,0,0.0,621032,Sushmita Sen
46575,947104666,1.1114,0.1025,0.1543,0.1384,0.1607,Albertus Aditya,947432809,1,79502.0,2363.0,0,0,1,0.0,10,0.0,80027,Rage Against the Machine
53609,947104666,1.1114,0.1025,0.1543,0.1384,0.1607,Albertus Aditya,947432809,1,79502.0,2363.0,0,0,1,0.0,10,0.0,11397060,1979 Tampa Bay Buccaneers season
49661,947491067,1.1476,0.05,0.0865,0.0669,0.0717,76.23.10.114,947784899,33,117761.0,13814.0,1,10,1,0.09090909090909093,101,0.0,379440,List of nuclear reactors
50182,947491067,1.1476,0.05,0.0865,0.0669,0.0717,76.23.10.114,947784899,33,117761.0,13814.0,1,10,1,0.09090909090909093,101,0.0,21150369,List of European supercentenarians
57381,947491067,1.1476,0.05,0.0865,0.0669,0.0717,76.23.10.114,947784899,33,117761.0,13814.0,1,10,1,0.09090909090909093,101,0.0,9109717,American Task Force on Palestine
48095,947619749,1.1176,0.047,0.0705,0.0346,0.0358,Volunteer1234,949177263,4,43099.0,4970.0,0,2,0,0.0,33,0.0,6093599,Darrell R. Lindsey
49254,947697471,1.1366,0.042,0.0921,0.0629,0.0671,Toughpigs,947697575,339,23852.0,2908.0,0,13,0,0.0,82,0.0,1219796,Gabriele Tarquini
50471,948802811,1.0696,0.0445,0.0666,0.0484,0.0508,Qiushufang,948803210,306,55621.0,7494.0,1,20,0,0.00641025641025641,35,0.0,50675765,Bill Johnson (pastor)
47318,699825354,1.1473,0.1096,0.1115,0.1322,0.1523,Jeffrey Carrubbers,794506953,36,9425.0,1209.0,0,99,1,0.0,11,0.0,3522778,Jennifer Lopez discography
51903,755227804,1.1434,0.0606,0.1266,0.1447,0.1687,Tassedethe,850788143,10,953.0,124.0,0,138,0,0.0,10,0.0,27414711,Embassy of Poland in Stockholm
48372,889297437,1.1316,0.0149,0.0515,0.0394,0.0409,Rodw,935293732,11,3093.0,401.0,0,148,0,0.0,22,0.0,9104050,SsangYong Actyon
51653,889462968,1.1323,0.0654,0.0899,0.0802,0.0872,Larry Hockett,891021741,43,11596.0,940.0,0,85,1,0.0,0,0.0,35700085,Proton (rocket)
46052,926980358,1.1257,0.0552,0.1118,0.0896,0.0983,Fylindfotberserk,926984843,15,4420.0,152.0,0,206,0,0.0,0,0.0,23446879,Chaske Spencer
48406,933305647,1.1372,0.0499,0.0987,0.0778,0.0843,Jmg38,933321871,23,13466.0,1535.0,0,27,0,0.0,7,0.0,11318688,Ahmed Hussain A. Kazi
48987,935169637,1.1212,0.0769,0.1235,0.0453,0.0474,JovianEuropa,936512206,126,6054.0,690.0,1,138,0,0.005917159763313609,25,0.0,25019076,John E. Niederhuber
51268,935794147,1.1502,0.0665,0.1027,0.1303,0.1498,216.17.83.182,945352600,2,24546.0,1621.0,0,10,1,0.0,0,0.0,3109670,Earl Barron
52002,937535507,1.1295,0.0632,0.1107,0.0995,0.1105,Mac Dreamstate,937535632,25,25858.0,1055.0,0,21,1,0.0,15,0.0,616725,Renault Espace
47536,940341959,1.1242,0.1101,0.1865,0.2894,0.4072,Delmaler,940859978,41,59957.0,5378.0,0,18,0,0.0,16,0.0,2183979,Universal default
48147,941688464,1.1584,0.054000000000000006,0.0813,0.0807,0.0878,InternetArchiveBot,944661186,139,82107.0,10820.0,0,55,0,0.0,138,0.0,27963698,George Williamson Hall
46695,942245998,1.1579,0.183,0.225,0.1504,0.177,218.156.212.174,943240272,2,71758.0,737.0,0,38,1,0.0,10,0.0,52859166,Intuition (song)
47994,942565433,1.1017,0.0624,0.107,0.0647,0.0692,Citation bot,947625225,18,32938.0,3213.0,1,207,1,0.00353356890459364,231,0.0,3493898,Georgetown Hoyas
50504,943149149,1.1358,0.0896,0.1861,0.0764,0.0827,Flaskback,943149289,4,107742.0,6404.0,0,23,0,0.0,32,0.0,6752772,Gradoli
48847,943482884,1.1296,0.0604,0.1101,0.0501,0.0528,Alejito2016,943998754,1,39430.0,3698.0,0,0,0,0.0,6,0.0,912266,U.S. Consumer Product Safety Commission
49900,943948909,1.1311,0.0644,0.0969,0.0888,0.0975,TylerKutschbach,946434216,163,52467.0,4659.0,0,0,0,0.0,108,0.0,171566,John E. Sununu
49665,946074789,1.145,0.0432,0.0786,0.0536,0.0566,Top5percent,947467054,15,48885.0,5812.0,0,162,0,0.0,14,0.0,630289,Talent Identification Program
51216,948048477,1.1393,0.0702,0.0973,0.0713,0.0767,Foghe,949054657,130,23991.0,2051.0,0,6,0,0.0,19,0.0,33819742,"Canaan, Connecticut"
49520,948284308,1.0856,0.08,0.1327,0.0962,0.1065,S.A. Julio,948378543,2,90500.0,8862.0,0,144,1,0.0,11,0.0,1059768,Cattle feeding
46650,403347890,1.2287,0.0357,0.0714,0.4815,0.8667,Xqbot,633967716,10,1478.0,119.0,0,68,0,0.0,10,0.0,1272991,Toyota Camry Solara
50809,469371868,1.1558,0.0066,0.0136,0.0407,0.0424,TunaStreet,490423892,45,9469.0,761.0,0,27,0,0.0,13,0.0,21516586,1926 Pottsville Maroons season
51086,499406905,1.2096,0.0455,0.0909,0.4762,0.8333,Skeezix1000,499425158,35,18035.0,1959.0,1,12,0,0.2,10,0.0,31485,Stonewall Jackson
48901,654271368,1.1255,0.0355,0.0707,0.1153,0.1303,KasparBot,710761653,61,109558.0,9812.0,0,209,0,0.0,0,0.0,84250,Thelonious Monk
47495,777760625,1.1437,0.0397,0.0543,0.1008,0.1121,Grapesoda22,777760701,3,18009.0,733.0,0,14,0,0.0,12,0.0,1139122,Dacia Logan
46719,875848677,1.1456,0.0446,0.0836,0.0632,0.0675,Chris the speller,888747321,0,7414.0,793.0,1,19,1,0.009433962264150943,17,0.0,64264,Sanford
50703,885819763,1.1324,0.0379,0.0715,0.0879,0.0964,FieldMarine,905916012,20,3730.0,320.0,0,26,0,0.0,18,0.0,52397875,Ronaldo
50848,888720289,1.1395,0.0812,0.1585,0.1942,0.24100000000000002,Monkbot,915461141,4,40766.0,1278.0,0,177,0,0.0,16,0.0,8352228,Étienne Lamotte
50215,921419290,1.13,0.0831,0.1501,0.083,0.0905,QuestFour,927454763,4,6987.0,536.0,0,0,0,0.0,25,0.0,3036613,822 Lalage
49793,927452872,1.1323,0.0309,0.073,0.0726,0.0783,Henry Hannon,932615238,41,6486.0,449.0,0,184,1,0.0,51,0.0,13709048,Kathleen Chalfant
49863,933915420,1.1161,0.0332,0.0657,0.0544,0.0576,107.77.227.64,940492506,49,6585.0,798.0,1,21,1,0.006289308176100629,74,0.0,24804150,FreakingNews
47709,935339499,1.1483,0.0474,0.0948,0.064,0.0684,Ser Amantio di Nicolao,947185550,30,39630.0,4705.0,0,133,1,0.0,19,0.0,3299233,Avanade
46736,941093479,1.1468,0.0466,0.0883,0.0628,0.067,TheOnlyOne12,942998854,4,48193.0,5445.0,0,116,0,0.0,39,0.0,355106,Röyksopp
46705,941306282,1.136,0.0454,0.0905,0.0728,0.0785,Julietdeltalima,943846397,0,145003.0,3918.0,0,23,0,0.0,12,0.0,286802,Catalytic converter
49798,942716732,1.1366,0.0596,0.1065,0.0746,0.0806,CLCStudent,942716747,0,34622.0,3802.0,1,236,0,0.008771929824561403,20,0.0,208392,Astro Boy
48039,942990267,1.1416,0.0185,0.0578,0.0515,0.0543,Maroberts72,943367682,0,25737.0,3491.0,1,35,0,0.009852216748768471,18,0.0,75433,Windows 98
47021,947365248,1.153,0.027000000000000003,0.0584,0.048,0.0504,David Gerard,948032629,998,25502.0,3266.0,1,98,1,0.01492537313432836,90,0.0,82745,Lucky Charms
49255,947697413,1.1366,0.0421,0.0922,0.0629,0.0672,Toughpigs,947697471,37,23852.0,2908.0,0,21,0,0.0,0,0.0,1219796,Gabriele Tarquini
47959,948154914,1.1233,0.0286,0.0663,0.0632,0.0674,Su33e7,948697372,79,11782.0,1380.0,0,54,0,0.0,96,0.0,5525884,LSU Rural Life Museum
47703,948183941,1.1438,0.0747,0.1294,0.0538,0.0568,2405:205:212F:C8E6:C918:5CBB:A591:395D,949330244,2,155622.0,8617.0,0,17,1,0.0,14,0.0,82198,Belo Horizonte
46658,948505479,1.1248,0.0684,0.1042,0.0591,0.0628,Plantsurfer,948524378,0,50257.0,5729.0,0,119,0,0.0,0,0.0,4918401,Hannover Scorpions
51031,949161452,1.1396,0.1303,0.1759,0.1005,0.1118,TFBCT1,949350729,12,41063.0,2556.0,0,45,0,0.0,9,0.0,25117436,Roman hairstyles
46615,326560592,1.1507,0.0712,0.1151,0.0463,0.0484,Phil Bridger,326837726,108,9387.0,801.0,0,141,1,0.0,9,0.0,24596477,Alec Martinez
50904,578919849,1.1340000000000001,0.0514,0.0973,0.1134,0.1275,Dough4872,732914199,165,2374.0,41.0,0,35,0,0.0,10,0.0,1457620,WCIU-TV
48191,631217302,1.1698,0.0167,0.0333,0.2034,0.25,Rich Farmbrough,778234520,0,42029.0,2699.0,0,36,1,0.0,9,0.0,8275130,Jim Gibbons (American football)
50305,769747255,1.0916,0.0273,0.0416,0.0722,0.0778,Matthew hk,791396433,43,5207.0,732.0,0,71,1,0.0,0,0.0,19228520,Doug Holland
51621,833667340,1.1243,0.0415,0.1105,0.0596,0.0634,89.12.62.9,833667552,12,13249.0,1716.0,1,0,1,0.007352941176470587,106,0.0,1047958,Split-phase electric power
65794,833667340,1.1243,0.0415,0.1105,0.0596,0.0634,89.12.62.9,833667552,12,13249.0,1716.0,1,0,1,0.007352941176470587,106,0.0,5703644,Anti-Hindi agitations of Tamil Nadu
48393,850386842,1.137,0.073,0.10800000000000001,0.0939,0.1036,InternetArchiveBot,904696335,183,32107.0,3041.0,0,61,0,0.0,136,0.0,554486,Thomas Chalmers
51069,851229444,1.1386,0.0923,0.1372,0.0622,0.0663,GreenC bot,905471408,1,17513.0,1671.0,0,74,1,0.0,125,0.0,609359,Lazy Mutha Fucka
47827,911860083,1.1143,0.0417,0.0616,0.0576,0.0612,Mai-Sachme,911862400,4,8337.0,1013.0,0,15,1,0.0,31,0.0,47917,News agency
48312,920930391,1.1392,0.0158,0.03,0.053,0.055999999999999994,Cyberfan195,943607238,9,6715.0,951.0,0,123,0,0.0,19,0.0,21825833,Nathan Azarcon
47600,929109184,1.1392,0.071,0.1082,0.0841,0.0918,John Deater,934434215,52,29009.0,3055.0,0,33,1,0.0,30,0.0,11039382,Sells Floto Circus
46501,930570253,1.1278,0.0788,0.1141,0.0824,0.0898,Dave.ewart74,930570355,8,10594.0,1095.0,0,15,1,0.0,12,0.0,13839,Heavy metal
47718,931457043,1.1459,0.0598,0.1318,0.0821,0.0895,2600:1012:B15C:EC8B:438:FF57:31A5:5122,932566999,164,51417.0,2195.0,1,0,1,0.03225806451612903,127,0.0,148878,Mario Lemieux
48501,936746454,1.1429,0.0701,0.1332,0.0549,0.0581,2001:BB6:29B0:FF58:6890:179E:E72E:1AD3,936746849,25,78606.0,8277.0,0,18,1,0.0,153,0.0,206973,Butch Cassidy
51487,938566463,1.1224,0.0506,0.0954,0.0794,0.0862,Epicgenius,943434874,8,6959.0,562.0,1,2,0,0.008,269,0.0,6209079,Ramones discography
50962,938583114,1.1331,0.0643,0.1569,0.1252,0.1431,Ravensfire,938634178,121,18131.0,452.0,0,161,0,0.0,17,0.0,387109,Fordism
47093,943935765,1.1465,0.0595,0.0941,0.0828,0.0903,MarnetteD,943962873,37,23865.0,2541.0,0,80,0,0.0,0,0.0,19381538,Jennifer Love Hewitt
51233,944095265,1.1509,0.0285,0.0817,0.0612,0.0652,ClueBot NG,944095270,0,48383.0,6080.0,0,214,1,0.0,0,0.0,23854623,Chance Records
47128,945961065,1.0989,0.0547,0.0871,0.038,0.0394,ClueBot NG,945961070,0,43576.0,5086.0,0,177,1,0.0,0,0.0,3220557,Maui Invitational Tournament
46895,946862646,1.0859,0.0474,0.0903,0.0468,0.0491,Vincent Lextrait,947149284,1,108362.0,11446.0,0,21,1,0.0,179,0.0,2349668,Ericka Dunlap
52463,946862646,1.0859,0.0474,0.0903,0.0468,0.0491,Vincent Lextrait,947149284,1,108362.0,11446.0,0,21,1,0.0,179,0.0,18826810,Earle B. Wood Middle School
49885,948620229,1.1219,0.0914,0.1157,0.0844,0.0922,Deb,948649523,76,38400.0,4066.0,0,132,0,0.0,0,0.0,449560,Sportpalast speech
48707,948969334,1.1064,0.0625,0.1111,0.0579,0.0614,88.244.88.50,948969927,567,112496.0,11077.0,1,0,1,0.009615384615384616,99,0.0,42307,Augusto Boal
