editid,oldrevisionid,character_diversity,digit_ratio,non_alpha_numeric_ratio,upper_to_all,upper_to_lower,editor,newrevisionid,size_increment,class,comment_len,Anonymous,vulgar_word_ratio,longest_Word,bad_words,character_distribution
50591,948328096,1.1509,0.0842,0.1513,0.0573,0.0608,Arjayay,948328448,1099,1,27,0,0.015706806282722512,197.0,0.0,
46965,948607639,1.1212,0.0649,0.1065,0.0572,0.0607,Mad Dog Manny,948742997,30,0,19,1,0.0,18.0,0.0,
46372,527748170,1.1383,0.0037,0.0371,0.085,0.0929,Ryulong,541632862,20,0,7,0,0.0,15.0,0.0,
49934,536849381,1.1697,0.0417,0.0833,0.4348,0.7143,Fleetham,538593532,2,0,48,0,0.0,9.0,0.0,
49431,543400020,1.1135,0.0356,0.0804,0.0846,0.0923,JJMC89 bot,770535802,41,0,110,1,0.0,50.0,0.0,
49932,548641996,1.1697,0.0417,0.0833,0.4348,0.7143,Fleetham,587877789,2,0,48,0,0.0,9.0,0.0,
47619,740657691,1.1291,0.0529,0.0721,0.0728,0.0784,Ser Amantio di Nicolao,740657702,44,0,73,1,0.0,17.0,0.0,
50405,879699186,1.1386,0.0509,0.1083,0.0847,0.0925,Postcard Cathy,882537009,74,0,103,1,0.0,18.0,0.0,
66235,879699186,1.1386,0.0509,0.1083,0.0847,0.0925,Postcard Cathy,882537009,74,0,103,1,0.0,18.0,0.0,
48092,891073007,1.1376,0.0179,0.042,0.0346,0.0358,Ozzie10aaaa,912352475,0,0,0,0,0.0,0.0,0.0,
50545,893972292,1.1322,0.0822,0.1457,0.0766,0.0829,Monkbot,914724092,1,1,169,0,0.015873015873015872,426.0,0.0,
52047,909574393,1.1319,0.0782,0.1016,0.1106,0.1243,PrimeBOT,919993966,0,0,154,0,0.0,10.0,0.0,
48143,917516944,1.14,0.0522,0.1035,0.0598,0.0636,PohranicniStraze,918973753,0,0,2,0,0.0,11.0,0.0,
47908,919743915,1.1244,0.0407,0.0578,0.0826,0.0901,SteveStrummer,927931891,24,0,15,0,0.0,0.0,0.0,
47563,920239584,1.1309,0.0409,0.0581,0.10800000000000001,0.121,Ccox csc,920259847,58,0,164,1,0.0,0.0,0.0,
46430,921307930,1.1271,0.037000000000000005,0.0687,0.0662,0.0709,Sc2353,929012663,6,0,141,0,0.0,17.0,0.0,
50344,926592819,1.1381,0.0913,0.1387,0.1082,0.1213,Camboxer,926640838,1,0,19,0,0.0,10.0,0.0,
47145,928675117,1.1263,0.0384,0.0882,0.0618,0.0659,Kbabej,928675226,3,0,6,0,0.0,56.0,0.0,
48087,938991466,1.1325,0.0925,0.13699999999999998,0.0763,0.0826,Narky Blert,939594754,25,0,14,1,0.0,27.0,0.0,
52013,940238513,1.147,0.0615,0.106,0.0885,0.0971,Doug butler,940238987,29,0,224,1,0.0,0.0,0.0,
49797,942716747,1.1366,0.0596,0.1065,0.0746,0.0806,Co32class,942983451,6,0,104,0,0.0,134.0,0.0,
47903,943288124,1.1442,0.0176,0.0338,0.0963,0.1066,Lepricavark,946437692,44,0,32,0,0.0,21.0,0.0,
46172,944776238,1.1527,0.0976,0.1539,0.0757,0.0819,Montalban,946774269,17,0,85,0,0.0,39.0,0.0,
49282,945579443,1.0928,0.0328,0.0472,0.0538,0.0568,Funtoedit1212,945579731,0,0,22,0,0.0,13.0,0.0,
47050,945787134,1.1544,0.0876,0.1589,0.0667,0.0715,Cyberfan195,946374376,61,1,105,0,0.16666666666666666,19.0,0.0,
46820,947111913,1.1234,0.0569,0.0843,0.0575,0.061,ChrisCarss Former24.108.99.31,947112489,45,0,69,1,0.0,18.0,0.0,
50330,947269223,1.1372,0.0768,0.1655,0.1058,0.1183,Joeyconnick,948389672,3,1,142,0,0.01694915254237288,17.0,0.0,
49969,947888928,1.1421,0.1003,0.168,0.1203,0.1367,73.202.241.94,948062121,4,0,0,1,0.0,9.0,0.0,
64797,947888928,1.1421,0.1003,0.168,0.1203,0.1367,73.202.241.94,948062121,4,0,0,1,0.0,9.0,0.0,
47951,947982808,1.1363,0.0767,0.1389,0.0562,0.0595,The C of E,948322168,191,1,51,1,0.03626943005181347,186.0,0.0,
52057,948481360,1.1478,0.0595,0.1008,0.0747,0.0807,Anand Anil,948674031,35,0,0,1,0.0,54.0,0.0,
50320,948868770,1.1271,0.0746,0.1161,0.0878,0.0962,81.110.114.228,948868956,1,1,26,1,0.020408163265306117,41.0,0.0,
55962,948868770,1.1271,0.0746,0.1161,0.0878,0.0962,81.110.114.228,948868956,1,1,26,1,0.020408163265306117,41.0,0.0,
49269,949223428,1.12,0.0701,0.1131,0.073,0.0787,Mathglot,949232748,1,1,113,0,0.012422360248447204,150.0,0.0,
50713,949324217,1.1432,0.0309,0.0584,0.054000000000000006,0.0571,Neiltonks,949324586,16,0,168,0,0.0,10.0,0.0,
49318,585000345,1.1356,0.0312,0.1595,0.0242,0.0248,Smite-Meister,585002025,4,0,63,1,0.0,14.0,0.0,
46582,768026762,1.1238,0.0595,0.1069,0.0818,0.0891,Lolbro123421,780669055,148,1,29,0,0.023529411764705882,22.0,0.0,
46792,872092084,1.1374,0.1132,0.2311,0.1101,0.1237,Nineteen July,902300831,31,0,17,1,0.0,11.0,0.0,
51798,872505082,1.1428,0.095,0.1447,0.0903,0.0993,Monkbot,917525718,1,1,179,0,0.002444987775061125,272.0,0.0,
48888,879517824,1.1346,0.053,0.1497,0.1028,0.1146,2601:1C2:1780:A0D:A44F:75F0:BA9E:B8F3,890877142,49,0,0,1,0.0,15.0,0.0,
47486,897337216,1.15,0.0511,0.0787,0.0748,0.0808,BrownHairedGirl,903039585,1,1,243,0,0.021052631578947368,53.0,0.0,
48034,906336525,1.1311,0.0249,0.0463,0.0734,0.0791,Aspects,918733827,10,0,30,0,0.0,17.0,0.0,
48573,911709722,1.1098,0.0483,0.11800000000000001,0.1262,0.1445,DomSaunders,914664434,19,0,12,0,0.0,17.0,0.0,
53759,911709722,1.1098,0.0483,0.11800000000000001,0.1262,0.1445,DomSaunders,914664434,19,0,12,0,0.0,17.0,0.0,
51585,923299702,1.1248,0.0826,0.1301,0.1097,0.1232,Wolbo,923780139,37,0,18,0,0.0,115.0,0.0,
51976,925984850,1.1277,0.0667,0.1211,0.0921,0.1015,InternetArchiveBot,942220477,163,0,55,0,0.0,142.0,0.0,
48012,926693289,1.1303,0.0568,0.1104,0.0606,0.0645,150.143.58.84,932512169,9,0,15,1,0.0,38.0,0.0,
46590,927100321,1.1357,0.0679,0.0978,0.0753,0.0814,Lepricavark,935692085,11,0,51,0,0.0,66.0,0.0,
47436,932602780,1.1415,0.0857,0.1318,0.0662,0.0709,Anonymous427,932602802,1,1,0,0,0.017094017094017096,67.0,0.0,
49858,939905132,1.0897,0.0002,0.0056,0.109,0.1223,Leschnei,943210868,29,0,122,0,0.0,18.0,0.0,
48064,941542656,1.1302,0.0408,0.0824,0.068,0.0729,2601:640:8980:F1A1:7016:E031:B4F7:56E3,941542785,34,0,47,1,0.0,20.0,0.0,
50331,941885108,1.1372,0.0769,0.1655,0.1059,0.1184,ChaseTirn,947269223,3,1,3,0,0.016666666666666666,17.0,0.0,
46335,941965614,1.1365,0.0326,0.057,0.0633,0.0676,BasedGod1897,942689099,4,1,209,0,0.014285714285714284,27.0,0.0,
46258,944693040,1.1377,0.0127,0.0861,0.1419,0.1653,71.201.60.93,947548519,66,0,20,1,0.0,11.0,0.0,
46715,946440806,1.1157,0.0593,0.1058,0.078,0.0846,93.143.1.198,946451285,2,0,19,1,0.0,31.0,0.0,
48300,946472106,1.0657,0.0457,0.0933,0.0883,0.0969,Vif12vf,946477778,13,0,134,0,0.0,59.0,0.0,
52072,946557934,1.1475,0.0485,0.0811,0.06,0.0638,Commuter3,946558025,10,1,77,0,0.008849557522123894,25.0,0.0,
47047,947215638,1.1544,0.0876,0.1588,0.0667,0.0714,Ryubyss,947642029,67,0,0,0,0.0,0.0,0.0,
49079,949189575,1.1546,0.0544,0.1083,0.0701,0.0754,JT0096,949297208,36,0,13,0,0.0,17.0,0.0,
47083,509399485,1.1195,0.0423,0.0721,0.1034,0.1152,Mogism,576268149,0,0,113,0,0.0,11.0,0.0,
47806,735062660,1.1385,0.1225,0.1358,0.1832,0.2233,Rfassbind,852233721,5,0,51,0,0.0,27.0,0.0,
50006,862407545,1.1387,0.0809,0.1354,0.0435,0.0455,Monkbot,917707031,4,1,160,0,0.009174311926605505,218.0,0.0,
50989,873317910,1.1396,0.0742,0.1413,0.0951,0.1051,InternetArchiveBot,894146132,43,0,61,0,0.0,119.0,0.0,
47671,874740896,1.1194,0.0291,0.0462,0.0867,0.0949,Lady Ruby Tuesday,874741090,1,1,10,1,0.022727272727272728,13.0,0.0,
50783,881436011,1.1349,0.0587,0.1069,0.0542,0.0573,Monkbot,921472778,78,1,169,0,0.010309278350515464,134.0,0.0,
46434,892811582,1.136,0.0819,0.1416,0.0813,0.0885,BrownHairedGirl,906480239,17,0,31,0,0.0,0.0,0.0,
48343,918216864,1.1372,0.0585,0.1061,0.0724,0.0781,Postcard Cathy,918653388,24,1,161,1,0.1,21.0,0.0,
50806,923530799,1.1473,0.0675,0.1149,0.0579,0.0614,Bonthefox3,930047326,36,0,0,0,0.0,17.0,0.0,
46028,932717944,1.1326,0.0352,0.0538,0.0612,0.0651,Monkbot,932800400,3,0,126,0,0.0,49.0,0.0,
48877,938901608,1.1213,0.0718,0.1277,0.0752,0.0813,141.237.106.52,946537474,1,0,0,1,0.0,68.0,0.0,
51036,939397624,1.1357,0.0625,0.1013,0.1016,0.1131,Editing with Eric,944081995,1,0,72,1,0.0,45.0,0.0,
50062,939868111,1.1145,0.0631,0.0856,0.0575,0.061,Lord julyan of Srp,944033064,172,0,0,1,0.0,10.0,0.0,
46774,942416949,1.1407,0.0318,0.0836,0.0644,0.0689,Citation bot,949013290,4,0,284,1,0.0,74.0,0.0,
47872,944533254,1.1449,0.0447,0.086,0.0565,0.0599,71.52.13.189,945463920,6,1,18,1,0.005076142131979695,125.0,0.0,
50594,945644537,1.1497,0.0507,0.086,0.0673,0.0722,DumbBOT,947624296,26,0,91,0,0.0,0.0,0.0,
46233,949044646,1.1526,0.0716,0.14800000000000002,0.1116,0.1256,AnomieBOT,949046761,16,0,31,0,0.0,16.0,0.0,
51314,949495711,1.1495,0.0681,0.0898,0.0641,0.0685,2001:1530:1010:F7A4:10DB:A7E1:7CC0:4594,949496547,11,1,0,1,0.02666666666666667,33.0,0.0,
49010,386073535,1.1384,0.0163,0.0333,0.1046,0.1169,Cunard,386073611,83,0,95,0,0.0,7.0,0.0,
46196,685831392,1.1491,0.1,0.12,0.2667,0.3529,BD2412,777124848,18,0,63,0,0.0,0.0,0.0,
47690,768189107,1.1305,0.0576,0.0799,0.0813,0.0885,Johnsoniensis,768189186,9,0,30,0,0.0,20.0,0.0,
48807,814373990,1.1111,0.0372,0.0841,0.1101,0.1235,Ser Amantio di Nicolao,890394915,50,0,28,1,0.0,15.0,0.0,
48173,817609906,1.1331,0.0286,0.0791,0.0533,0.0563,Tom.Reding,825733867,0,0,169,1,0.0,11.0,0.0,
51715,822178966,1.1918,0.0013,0.0152,0.0966,0.1068,Jackroyed,833601009,110,0,49,0,0.0,24.0,0.0,
47833,828204083,1.138,0.0307,0.1176,0.1321,0.1521,Zackmann08,860776240,58,0,43,0,0.0,8.0,0.0,
47793,828775768,1.1345,0.0507,0.0755,0.0726,0.0782,Martyn.w223,867494804,343,1,14,1,0.0075187969924812035,25.0,0.0,
46593,853734882,1.1357,0.0681,0.098,0.0755,0.0816,Ira Leviton,885533063,4,0,12,1,0.0,13.0,0.0,
47733,875581055,1.1327,0.0363,0.0774,0.0646,0.069,Jbbirwin,877307535,35,0,41,0,0.0,18.0,0.0,
46553,877415812,1.1327,0.0508,0.0768,0.1094,0.1228,Lyndaship,882495204,34,0,65,0,0.0,0.0,0.0,
52048,880489540,1.1319,0.077,0.1,0.1103,0.1239,DannyS712 bot,909574393,6,0,21,1,0.0,37.0,0.0,
51719,889428511,1.1297,0.0575,0.1145,0.0867,0.0949,Che'Nelleandothersfan,889430153,2,1,0,1,0.012987012987012988,15.0,0.0,
52044,906706308,1.1403,0.0841,0.1137,0.0706,0.076,75.73.107.65,929176584,64,0,23,1,0.0,11.0,0.0,
47595,913916528,1.1367,0.0893,0.1161,0.1311,0.1509,47.74.226.110,914753809,0,0,22,1,0.0,0.0,0.0,
46328,914771540,1.125,0.0275,0.0458,0.0657,0.0703,2001:569:7C73:3A00:B959:549F:630D:1B46,915951971,61,0,73,1,0.0,32.0,0.0,
51636,923781707,1.1445,0.0509,0.1015,0.0615,0.0655,74.14.197.202,926393297,1,0,0,1,0.0,7.0,0.0,
49380,926742405,1.1302,0.0377,0.0619,0.1117,0.1256,Miraclepine,927550584,2,0,5,0,0.0,9.0,0.0,
46229,929144495,1.129,0.0722,0.1046,0.0556,0.0589,Blee24,930229777,37,0,35,0,0.0,19.0,0.0,
50156,932876369,1.0843,0.0503,0.0929,0.0741,0.08,Monkbot,933190797,3,0,106,0,0.0,12.0,0.0,
49025,935933526,1.093,0.0556,0.0845,0.122,0.1389,GalaxyFighter55,938275151,16,1,0,0,0.021739130434782608,20.0,0.0,
47525,940589033,1.1338,0.0331,0.0549,0.069,0.0741,InternetArchiveBot,941532415,45,0,55,0,0.0,248.0,0.0,
46198,942794204,1.1017,0.0372,0.0896,0.0704,0.0757,JBW,944766624,550,0,93,0,0.0,0.0,0.0,
48113,943344496,1.1569,0.0543,0.0866,0.0665,0.0713,86.134.66.200,943741484,137,1,15,1,0.0051813471502590676,24.0,0.0,
48337,944075781,1.1058,0.0431,0.0874,0.0524,0.0552,Rathfelder,946023736,7,0,162,0,0.0,17.0,0.0,
51254,944526226,1.1061,0.1122,0.1743,0.0729,0.0787,AIMHO'S REBELLION 8490s,944526277,0,0,10,1,0.0,30.0,0.0,
49757,948041359,1.1371,0.0621,0.1144,0.0743,0.0803,67.233.88.185,948639733,112,0,37,1,0.0,13.0,0.0,
51053,948087713,1.1246,0.0751,0.1256,0.0589,0.0626,AdaCiccone,948120765,30,0,17,0,0.0,82.0,0.0,
49592,948094150,1.1431,0.0626,0.1033,0.0766,0.0829,John from Idegon,948208131,0,0,179,1,0.0,0.0,0.0,
48870,948191044,1.1344,0.0853,0.131,0.07400000000000001,0.0799,Rian123456789,948191252,2,0,74,0,0.0,17.0,0.0,
51625,329386495,1.1959,0.0114,0.0114,0.0276,0.0283,SmackBot,329616653,3,0,78,0,0.0,28.0,0.0,
49872,390369083,1.219,0.0588,0.1176,0.625,1.4286,RussBot,391402884,28,0,29,0,0.0,14.0,0.0,
51905,644399570,1.1432,0.0445,0.1123,0.1452,0.1694,Michael Bednarek,644401351,0,0,24,1,0.0,9.0,0.0,
46039,696710275,1.1521,0.0026,0.0521,0.0493,0.0517,Tavix,706843796,23,0,17,0,0.0,21.0,0.0,
50986,748753392,1.1087,0.0393,0.0778,0.0938,0.1034,GeoffreyT2000,806291793,34,0,29,0,0.0,27.0,0.0,
47017,851026358,1.1286,0.06,0.1114,0.0612,0.0652,Zackmann08,873637112,4,0,24,0,0.0,9.0,0.0,
49303,861842391,1.1406,0.0423,0.0864,0.0903,0.0993,JJMC89,903512248,40,0,126,0,0.0,0.0,0.0,
49956,867505094,1.1308,0.1189,0.1649,0.0884,0.0969,Lepricavark,945521294,44,0,32,0,0.0,21.0,0.0,
47542,883236915,1.1344,0.0322,0.0522,0.0693,0.0744,Docktuh,883236957,30,0,0,0,0.0,17.0,0.0,
49470,885072963,1.1502,0.057,0.08900000000000001,0.1006,0.1117,Narky Blert,925226534,11,0,32,1,0.0,12.0,0.0,
51362,897086488,1.1375,0.0194,0.0422,0.0518,0.0546,Aspects,919124422,9,0,30,0,0.0,14.0,0.0,
48465,897739397,1.162,0.006999999999999999,0.0441,0.0437,0.0456,Froid,926747526,30,0,17,0,0.0,12.0,0.0,
51817,911760817,1.128,0.1687,0.1938,0.0929,0.1024,191.178.43.93,932032187,0,0,22,1,0.0,0.0,0.0,
50950,916097569,1.1323,0.0515,0.1062,0.049,0.0515,89.127.29.96,920255345,7,1,0,1,0.05882352941176471,9.0,0.0,
51814,922068253,1.1448,0.0733,0.1011,0.0874,0.0958,Badger M.,925331379,3,0,20,1,0.0,18.0,0.0,
47469,927984630,1.0987,0.0223,0.0396,0.0565,0.0598,InternetArchiveBot,941575933,43,0,55,0,0.0,89.0,0.0,
49700,930714284,1.1067,0.0492,0.0661,0.0818,0.08900000000000001,PlanespotterA320,935594886,0,0,111,0,0.0,0.0,0.0,
51196,938013988,1.1395,0.0785,0.1241,0.068,0.0729,Citation bot,938259675,33,0,326,1,0.0,27.0,0.0,
47654,938465815,1.1441,0.0538,0.0878,0.0421,0.0439,Mike Peel,939750657,7,0,116,1,0.0,23.0,0.0,
48004,945479363,1.1284,0.0747,0.1536,0.127,0.1455,2A02:C7F:8651:3300:C1C0:D81A:604C:506F,947825053,12,0,0,1,0.0,8.0,0.0,
51351,945659883,1.1354,0.0791,0.1518,0.1155,0.1305,ApprenticeFan,949036983,4,0,25,0,0.0,13.0,0.0,
49949,945993871,1.1281,0.0341,0.0822,0.0387,0.0402,Citation bot,948608507,162,0,206,1,0.0,17.0,0.0,
48710,946726167,1.1419,0.0393,0.0645,0.0761,0.0823,Ser Amantio di Nicolao,946908774,31,0,21,1,0.0,12.0,0.0,
49514,947810782,1.1412,0.0339,0.0522,0.0907,0.0994,2.98.212.150,947811113,2,1,0,1,0.08333333333333333,18.0,0.0,
47104,440148883,1.2394,0.0047,0.0326,0.0957,0.1053,Helpful Pixie Bot,440149852,47,0,61,1,0.0,24.0,0.0,
48822,544941321,1.1202,0.0591,0.0935,0.0597,0.0634,Αρκάς,740691132,88,0,0,0,0.0,22.0,0.0,
50913,801355562,1.1366,0.0201,0.0564,0.0452,0.0473,38.125.187.38,853119957,63,0,0,1,0.0,61.0,0.0,
51538,808114248,1.1194,0.0358,0.09699999999999999,0.0862,0.0943,Monkbot,916897475,1,0,180,0,0.0,92.0,0.0,
50481,855233193,1.1329,0.0608,0.1639,0.1291,0.1483,Dunarc,859976171,62,0,31,0,0.0,18.0,0.0,
46254,889411285,1.1092,0.0355,0.0679,0.0358,0.0371,Monkbot,917050367,4,0,182,0,0.0,93.0,0.0,
46460,895811028,1.1342,0.0551,0.1005,0.0862,0.0944,CitationCleanerBot,903618954,1,1,69,0,0.011784511784511785,37.0,0.0,
45972,897207642,1.1325,0.0451,0.0799,0.0522,0.055,Sumanuil,897301180,9,0,14,0,0.0,8.0,0.0,
46510,899302572,1.1528,0.0598,0.0829,0.091,0.1001,Dogru144,941643682,70,0,81,0,0.0,15.0,0.0,
46466,902480284,1.1411,0.1238,0.1801,0.0902,0.0992,Rutilant,902483883,4,0,178,0,0.0,114.0,0.0,
51931,919174826,1.1393,0.059000000000000004,0.0976,0.0994,0.1104,GovindaGyawali0012,924150197,18,1,0,0,0.017857142857142856,18.0,0.0,
49214,932739491,1.1364,0.0619,0.0652,0.1143,0.1288,AnomieBOT,932742365,19,0,36,0,0.0,33.0,0.0,
46759,933529147,1.1058,0.0454,0.0688,0.0571,0.0605,95.105.211.162,934280786,0,0,31,1,0.0,10.0,0.0,
46311,934182722,1.1357,0.0553,0.1385,0.1225,0.1395,61.6.233.6,935555142,0,0,38,1,0.0,0.0,0.0,
48149,934916208,1.1583,0.054000000000000006,0.0814,0.0808,0.0879,71.223.99.98,941687951,153,0,7,1,0.0,11.0,0.0,
48598,935715660,1.1319,0.057999999999999996,0.1241,0.1017,0.1132,Earthh,938720713,2,0,29,0,0.0,2.0,0.0,
52001,937535632,1.1295,0.0631,0.1108,0.0995,0.1105,123.208.21.92,945157730,22,1,0,1,0.040404040404040414,22.0,0.0,
50972,938401126,1.0782,0.0733,0.1224,0.0626,0.0668,TK421bsod,938401327,687,1,156,0,0.015151515151515154,20.0,0.0,
46235,941267342,1.1535,0.0707,0.1465,0.1085,0.1217,Gonnym,945013564,20,0,131,0,0.0,22.0,0.0,
48476,943003666,1.1371,0.0427,0.0732,0.1092,0.1226,2001:56A:F93D:1100:904D:BE9B:AA1B:8A3B,943748434,59,0,0,1,0.0,40.0,0.0,
50505,943149004,1.1358,0.0896,0.1861,0.0764,0.0827,Flaskback,943149149,4,0,23,0,0.0,33.0,0.0,
47121,943918076,1.1420000000000001,0.0755,0.134,0.0616,0.0657,LoveIsTheMovement2002,946910929,1,0,47,0,0.0,19.0,0.0,
50144,944294307,1.1281,0.0637,0.114,0.0585,0.0622,AnomieBOT,944307305,16,0,44,0,0.0,79.0,0.0,
49540,945257720,1.1344,0.0169,0.0432,0.0681,0.0731,Quentin X,946351405,0,0,16,1,0.0,13.0,0.0,
48347,946073209,1.1018,0.051,0.0867,0.062,0.0661,CaptainAnarchy,946869389,1,1,0,0,0.00411522633744856,23.0,0.0,
51227,947007117,1.1328,0.0189,0.047,0.0469,0.0493,Serols,947007192,2,1,188,0,0.2,5.0,0.0,
46539,947508438,1.1613,0.063,0.115,0.0752,0.0813,Elisfkc,947508621,10,0,65,0,0.0,166.0,0.0,
48096,947619617,1.1176,0.047,0.0705,0.0346,0.0358,92.3.27.196,947619749,5,0,0,1,0.0,47.0,0.0,
49836,949232812,1.148,0.0407,0.0861,0.0415,0.0433,Narky Blert,949232910,0,0,5,1,0.0,10.0,0.0,
49649,949448000,1.1392,0.0218,0.0453,0.0658,0.0704,Versageek,949453244,147,0,138,0,0.0,104.0,0.0,
50294,401338613,1.1272,0.0202,0.0452,0.0591,0.0628,Cydebot,436998227,31,0,124,0,0.0,0.0,0.0,
47567,586505926,1.1199,0.0259,0.1508,0.0892,0.0978,Cydebot,628907868,7,0,104,0,0.0,16.0,0.0,
48841,613530920,1.1811,0.0213,0.0426,0.2391,0.3056,Xqbot,693389657,13,0,80,0,0.0,26.0,0.0,
48674,677721219,1.2085,0.0385,0.1154,0.5,0.9231,Booyahhayoob,728059986,19,0,73,0,0.0,19.0,0.0,
47179,768891791,1.1305,0.0296,0.0656,0.0757,0.0819,Eik Corell,768907054,49,0,33,1,0.0,106.0,0.0,
46975,826204945,1.1706,0.0164,0.0328,0.1833,0.22,EmausBot,926208071,7,0,90,0,0.0,12.0,0.0,
50990,870706250,1.1396,0.0742,0.1413,0.0961,0.1063,DynamoDegsy,873317910,0,0,88,0,0.0,21.0,0.0,
47670,874741090,1.1194,0.0291,0.0466,0.0867,0.0949,TNAXXX,922645380,7,0,12,0,0.0,12.0,0.0,
47052,879052597,1.1564,0.1186,0.201,0.1286,0.1471,D Eaketts,886673073,135,0,122,1,0.0,16.0,0.0,
50429,885897381,1.1225,0.035,0.0866,0.0948,0.1046,PiePellicane,894798636,24,0,30,0,0.0,9.0,0.0,
47224,891023549,1.1304,0.0802,0.129,0.0726,0.0783,Monkbot,917062847,1,0,169,0,0.0,120.0,0.0,
48466,891627917,1.1652,0.0072,0.043,0.0449,0.0469,217.170.255.40,897739397,32,0,16,1,0.0,19.0,0.0,
51434,913758988,1.138,0.1582,0.2106,0.0998,0.1109,InternetArchiveBot,914587775,81,0,67,0,0.0,55.0,0.0,
47634,915085035,1.1369,0.025,0.0515,0.0609,0.0648,67.68.28.238,923207200,0,1,29,1,0.04411764705882353,17.0,0.0,
47521,923225136,1.1547,0.0778,0.1387,0.0934,0.1031,InternetArchiveBot,928846820,194,0,55,0,0.0,169.0,0.0,
50409,926338776,1.1748,0.0011,0.0253,0.2309,0.2997,Aymatth2,926623763,2,0,7,0,0.0,11.0,0.0,
51634,926443277,1.1445,0.0509,0.1015,0.0615,0.0655,Keith D,926443429,1,0,65,1,0.0,19.0,0.0,
51602,927115152,1.1345,0.0526,0.0738,0.0387,0.0402,2A02:C7F:3434:6500:A4D0:1481:EB8C:9826,946063015,3,0,117,1,0.0,13.0,0.0,
47147,928674784,1.1264,0.0382,0.0878,0.0623,0.0664,Kbabej,928674986,0,0,26,0,0.0,0.0,0.0,
46493,932373740,1.1452,0.0769,0.1061,0.0716,0.0772,2A00:23C5:5F81:9E00:A1E8:819F:6C16:50F6,932550917,0,0,28,1,0.0,51.0,0.0,
51516,932829084,1.1046,0.0574,0.1182,0.0669,0.0717,109.146.199.121,935286656,95,1,16,1,0.007936507936507936,109.0,0.0,
48955,935158766,1.1347,0.0693,0.1144,0.0788,0.0855,Stretchrunner,935158853,1,1,7,0,0.010752688172043013,21.0,0.0,
52106,938596259,1.1351,0.0631,0.1186,0.1184,0.1343,2604:CA00:14B:3B1F:0:0:262:561B,938596578,6,0,11,1,0.0,18.0,0.0,
56623,938596259,1.1351,0.0631,0.1186,0.1184,0.1343,2604:CA00:14B:3B1F:0:0:262:561B,938596578,6,0,11,1,0.0,18.0,0.0,
46640,944803031,1.117,0.033,0.0606,0.0493,0.0519,Spicemix,944803400,0,0,40,0,0.0,108.0,0.0,
46556,687788716,1.1320000000000001,0.0506,0.0777,0.1097,0.1231,Mdnavman,729115701,25,0,36,0,0.0,12.0,0.0,
50363,770674113,1.1207,0.0381,0.0646,0.0618,0.0658,Kjell Knudde,780847345,41,0,22,1,0.0,23.0,0.0,
48374,804538148,1.1317,0.0148,0.0511,0.0395,0.0411,GELongstreet,841730510,6,0,22,0,0.0,8.0,0.0,
49192,833165407,1.1305,0.0856,0.1032,0.0783,0.0849,Joe Roe,843820139,74,0,126,1,0.0,0.0,0.0,
51712,855036067,1.1741,0.001,0.0141,0.0979,0.1084,Lepricavark,946530326,44,0,32,0,0.0,21.0,0.0,
47166,857461234,1.1343,0.0383,0.055999999999999994,0.0667,0.0715,JJMC89 bot III,900500739,2,0,161,1,0.0,18.0,0.0,
47888,901884580,1.1109,0.0317,0.0633,0.0885,0.09699999999999999,103.217.166.207,924279782,4,1,11,1,0.03389830508474576,17.0,0.0,
50723,902157944,1.1089,0.0464,0.073,0.055,0.0582,Ser Amantio di Nicolao,935041937,0,0,41,1,0.0,0.0,0.0,
48678,902291192,1.1136,0.0758,0.1322,0.1328,0.1531,S.A. Julio,931558162,30,0,42,1,0.0,25.0,0.0,
51740,904135353,1.1403,0.0441,0.0767,0.10800000000000001,0.1209,27.5.217.122,919725908,5,0,0,1,0.0,12.0,0.0,
47802,922296834,1.1365,0.0142,0.0795,0.0494,0.0519,Nonstopdrivel,923191237,18,0,56,0,0.0,25.0,0.0,
51558,922296834,1.1365,0.0142,0.0795,0.0494,0.0519,Nonstopdrivel,923191237,18,0,56,0,0.0,25.0,0.0,
52480,922296834,1.1365,0.0142,0.0795,0.0494,0.0519,Nonstopdrivel,923191237,18,0,56,0,0.0,25.0,0.0,
49240,925281735,1.1372,0.1493,0.2412,0.0681,0.073,InternetArchiveBot,927506656,152,0,87,0,0.0,96.0,0.0,
47609,926245198,1.1296,0.0853,0.1547,0.145,0.1694,PearBOT II,939636631,70,0,174,1,0.0,20.0,0.0,
51891,928700169,1.1016,0.1464,0.2405,0.0593,0.063,The Eloquent Peasant,930755729,44,0,148,1,0.0,21.0,0.0,
46115,934601075,1.0827,0.0278,0.0709,0.0536,0.0567,46.31.112.213,944056634,0,0,16,1,0.0,0.0,0.0,
51729,937034821,1.1434,0.0534,0.0978,0.0525,0.0554,Webe4real,937599451,2,1,14,0,0.03658536585365853,21.0,0.0,
49743,939341482,1.1468,0.0156,0.0324,0.0256,0.0263,Eepino,939342545,110,0,14,0,0.0,112.0,0.0,
52102,942516511,1.1403,0.0357,0.0558,0.068,0.073,Tobby72,944863273,75,0,10,0,0.0,30.0,0.0,
47416,943633582,1.1571,0.03,0.0613,0.062,0.0661,InternetArchiveBot,943806168,87,0,67,0,0.0,80.0,0.0,
48892,945921701,1.135,0.0755,0.1054,0.049,0.0515,Citation bot,945933745,40,0,205,1,0.0,281.0,0.0,
