Anonymous,articleid,articletitle,bad_words,category,character_diversity,class,comment_len,digit_ratio,editid,editor,longest_Word,newrevisionid,non_alpha_numeric_ratio,oldrevisionid,size,size_increment,upper_to_all,upper_to_lower,vulgar_word_ratio,word_count
0,17627646,8 Films & More,0.0,,1.1326,0,17,0.061,51501,Timur9008,144.0,919430814,0.1076,918065503,9886.0,0,0.0857,0.0938,0.0,888.0
1,33328426,Sass and Bide,0.0,,1.1439,0,18,0.0437,51289,132.170.9.230,60.0,926017249,0.0807,926016578,15131.0,1,0.0673,0.0722,0.0,1624.0
0,171478,Batman: The Animated Series,0.0,Category:1990s American crime television series,1.1296,0,9,0.0431,51839,Cobaltcigs,18.0,944597143,0.0985,934012394,2214.0,22,0.0844,0.0921,0.0,213.0
1,10403508,Savannah State University,0.0,"Category:African-American history in Savannah, Georgia",1.1522,0,85,0.0645,49481,John of Reading,111.0,939726219,0.1117,937872740,33199.0,0,0.0619,0.066,0.0,3339.0
0,366108,Summits of the Americas,0.0,Category:20th-century diplomatic conferences,1.1286,0,33,0.0368,49939,PamD,112.0,945018108,0.0616,944279899,14655.0,17,0.0574,0.0609,0.0,1787.0
0,10007138,List of Iraq War resisters,0.0,Category:All articles needing additional references,1.1304,1,127,0.0854,51321,Bradv,245.0,944979478,0.1493,944979351,138574.0,14,0.0553,0.0585,0.023809523809523808,13247.0
0,22577814,The Political Cesspool,0.0,Category:2004 establishments in Tennessee,1.1419,1,39,0.0892,46845,14GTR,23.0,947865203,0.1327,945802550,10226.0,11,0.1084,0.1216,0.25,973.0
0,667658,Places in Harry Potter,0.0,Category:All articles containing potentially dated statements,1.1354,0,55,0.0449,51750,InternetArchiveBot,114.0,947604833,0.0746,946078984,15531.0,163,0.0773,0.0838,0.0,1646.0
1,1997397,Big Wednesday,0.0,Category:1970s comedy-drama films,1.1459,1,39,0.0086,51295,The Optimistic One,13.0,946660385,0.0479,946478208,69615.0,14,0.0898,0.0987,0.02666666666666667,8400.0
0,3143985,W. T. White High School,0.0,Category:All Wikipedia articles in need of updating,1.0657,1,209,0.0457,48297,Drt1245,7.0,946846983,0.0933,946846829,67193.0,2,0.0883,0.0969,0.14285714285714285,7152.0
0,510628,Bora Bora,0.0,Category:All articles with unsourced statements,1.1513,0,20,0.0325,48460,Cwf97,17.0,948369743,0.0858,947789559,56099.0,14,0.0693,0.0744,0.0,7236.0
1,5601126,Benji Schwimmer,0.0,Category:1984 births,1.1326,0,124,0.032,46452,Djm-leighpark,121.0,949446172,0.0538,949423268,9221.0,519,0.062,0.0661,0.0,1061.0
0,25099014,Holmewood House School,0.0,Category:All stub articles,1.161,0,67,0.1892,50894,Xqbot,9.0,634128908,0.2432,360229944,119246.0,2,0.4828,0.875,0.0,3488.0
0,25296674,Pat Screen,0.0,Category:1943 births,1.1285,0,58,0.0776,47992,Llammakey,7.0,822451782,0.1258,728908755,653.0,5,0.1507,0.177,0.0,85.0
1,23282372,Southern Voice (album),0.0,Category:2009 albums,1.1351,0,117,0.113,48431,Tom.Reding,16.0,735142182,0.1262,730455113,238393.0,32,0.1705,0.2045,0.0,158.0
0,19933451,Gavin Cowan (rugby league),0.0,Category:1987 births,1.1372,0,2,0.1043,48430,Rfassbind,21.0,850905813,0.1166,735142182,238393.0,1,0.1626,0.1934,0.0,158.0
1,493206,Visor (armor),0.0,Category:All articles lacking sources,1.1321,0,66,0.0284,47304,Tom.Reding,55.0,891284005,0.0378,807781248,10737.0,0,0.0626,0.0668,0.0,1372.0
1,1108499,Double wishbone suspension,0.0,Category:All articles needing additional references,1.1392,0,18,0.0158,48314,216.26.136.4,13.0,919113649,0.03,838721900,6715.0,4,0.053,0.055999999999999994,0.0,951.0
0,164656,Jet aircraft,0.0,Category:All articles with dead external links,1.15,1,176,0.0511,47484,Monkbot,11.0,916965355,0.0787,911795885,45984.0,4,0.0748,0.0808,0.3333333333333333,5352.0
0,31830881,Audrey Kitching,0.0,Category:1985 births,1.1279,0,48,0.0504,49655,Mihaychukj,35.0,945453855,0.0911,921024512,10370.0,0,0.0795,0.0864,0.0,1177.0
1,47917,News agency,0.0,Category:All articles with dead external links,1.1363,0,21,0.0258,47824,*Treker,9.0,922439345,0.0759,922438710,12602.0,8,0.0482,0.0506,0.0,1765.0
1,202553,Moya Brennan,0.0,Category:20th-century Christians,1.1376,0,37,0.0869,46248,Ser Amantio di Nicolao,0.0,942147252,0.1701,923170887,24300.0,0,0.075,0.081,0.0,1468.0
0,91364,"Appomattox County, Virginia",0.0,Category:1845 establishments in Virginia,1.1565,0,116,0.0489,46979,InternetArchiveBot,84.0,942537055,0.0616,931422992,69296.0,4,0.0524,0.0553,0.0,8838.0
0,13647565,Camden Station,0.0,Category:1857 establishments in Maryland,1.0747,1,117,0.0458,50662,InternetArchiveBot,61.0,942604815,0.0868,941163650,72277.0,74,0.0537,0.0568,0.014285714285714284,8514.0
1,12174826,Lil Mama,0.0,Category:1989 births,1.123,0,175,0.0465,49708,Citation bot,114.0,942638610,0.0931,942628822,18849.0,0,0.1215,0.1382,0.0,2378.0
0,1097333,High five,0.0,Category:1977 introductions,1.1207,0,66,0.0582,49575,Bearcat,0.0,947979419,0.1055,943002701,44368.0,54,0.0803,0.0873,0.0,4137.0
0,23394629,Brokencyde,0.0,Category:2006 establishments in New Mexico,1.1207,0,66,0.0582,51534,Bearcat,0.0,947979419,0.1055,943002701,44368.0,54,0.0803,0.0873,0.0,4137.0
0,25193616,Michael Bennett (cricketer),0.0,Category:1909 births,1.1207,0,66,0.0582,57776,Bearcat,0.0,947979419,0.1055,943002701,44368.0,54,0.0803,0.0873,0.0,4137.0
1,4407208,List of Life with Derek episodes,0.0,Category:All articles needing additional references,1.1454,0,53,0.0526,49460,Ira Leviton,11.0,947826590,0.10800000000000001,944847025,57907.0,1,0.0799,0.0869,0.0,7319.0
1,6752772,Gradoli,0.0,Category:All stub articles,1.1313,0,165,0.0406,50501,2A00:23C6:7C06:5100:4537:6BC3:46C4:1E90,114.0,946471369,0.071,945209058,57786.0,1,0.0588,0.0625,0.0,6933.0
0,25142816,András Visky,0.0,Category:1957 births,1.1258,0,61,0.0313,48566,Aciram,18.0,949295866,0.0616,946404739,67474.0,32,0.0541,0.0572,0.0,8194.0
0,1097333,High five,0.0,Category:1977 introductions,1.0966,0,127,0.0681,49572,TimothyRias,18.0,948713744,0.1114,948673867,128799.0,4,0.0473,0.0497,0.0,13717.0
0,11714752,Speed geeking,0.0,Category:All articles lacking sources,1.0966,0,127,0.0681,61706,TimothyRias,18.0,948713744,0.1114,948673867,128799.0,4,0.0473,0.0497,0.0,13717.0
0,6787807,Caulonia,0.0,Category:Articles containing Greek-language text,1.1006,0,15,0.0971,51707,Rjwilmsi,18.0,949099077,0.142,948734192,186433.0,0,0.0633,0.0676,0.0,17616.0
0,6405977,Pen Argyl Area School District,0.0,Category:1899 establishments in Pennsylvania,1.1154,0,122,0.0584,51518,McSly,0.0,948740438,0.0874,948739110,77350.0,98,0.0382,0.0397,0.0,9048.0
0,4999854,Whenever I Say Your Name,0.0,Category:2003 singles,1.246,0,42,0.0667,48716,RjwilmsiBot,14.0,342210070,0.2,240140416,17189.0,23,0.7692,2.5,0.0,1667.0
0,429067,Ricky Williams,0.0,Category:1977 births,1.1332,0,115,0.0222,50683,Addbot,0.0,544284170,0.0714,405953220,501.0,0,0.1217,0.1381,0.0,45.0
1,23886923,Sarah Outen,0.0,Category:1985 births,1.1222,0,111,0.0591,48820,JJMC89 bot,57.0,761321193,0.0909,743648971,1669.0,59,0.0572,0.0606,0.0,113.0
0,31665644,Saint Peter,0.0,Category:1st-century Christian martyrs,1.1369,0,158,0.0117,48364,RedPanda25,23.0,778341451,0.0802,778341291,5125.0,8,0.0468,0.0491,0.0,623.0
1,13472123,Barbara Colley,0.0,,1.1227,0,125,0.0428,50361,Tom.Reding,0.0,837416855,0.0666,824098325,2416.0,0,0.0609,0.0648,0.0,217.0
0,3877743,"Fairview High School (Boulder, Colorado)",0.0,Category:All articles with unsourced statements,1.1285,0,0,0.0451,51236,Cyndane5,15.0,871598381,0.0958,863663114,2624.0,23,0.0831,0.0905,0.0,115.0
0,23213,Political correctness,0.0,Category:All articles lacking reliable references,1.1229,1,41,0.0539,49135,Aldebaran69,19.0,885542816,0.0732,885542647,8898.0,33,0.0937,0.1034,0.006756756756756757,1024.0
0,26409901,"Lincoln High School (Tallahassee, Florida)",0.0,Category:1975 establishments in Florida,1.1322,0,25,0.0585,46002,Steel1943,21.0,914340194,0.0846,903822474,6018.0,13,0.0983,0.1089,0.0,439.0
0,977752,Amniotic fluid,0.0,Category:All articles with unsourced statements,1.1284,0,93,0.0192,49106,Rodw,16.0,914273211,0.0984,914253987,63704.0,24,0.107,0.1198,0.0,4158.0
0,7940609,Wife to Be Sacrificed,0.0,Category:1974 films,1.1378,0,169,0.0357,49225,Monkbot,134.0,916693218,0.06,914467944,26632.0,4,0.0577,0.0613,0.0,2282.0
1,6118662,Gunasekhar,0.0,Category:1964 births,1.141,0,12,0.0405,49692,"Crouch, Swale",215.0,929857869,0.0588,922521379,8681.0,4,0.0526,0.0555,0.0,1170.0
0,22621258,Echo (Leona Lewis album),0.0,Category:2009 albums,1.1236,0,134,0.0885,50109,Mcmatter,9.0,924739655,0.1029,924739556,101874.0,216,0.1304,0.1498,0.0,1520.0
0,24365287,Tik Tok (song),0.0,Category:2009 debut singles,1.1367,0,15,0.0436,46631,ApprenticeFan,11.0,928184239,0.0773,926614662,40402.0,1,0.1445,0.16899999999999998,0.0,2101.0
0,2455474,Anterior cruciate ligament reconstruction,0.0,Category:All articles with unsourced statements,1.1305,0,126,0.0926,51597,Monkbot,19.0,933067623,0.1393,930001458,19314.0,3,0.1114,0.1254,0.0,1295.0
0,73374,Mercenary,0.0,Category:All articles needing additional references,1.1369,0,125,0.0914,49613,Jevansen,13.0,932013530,0.1439,930626818,14993.0,2,0.0765,0.0828,0.0,1037.0
1,84165,"Ponce, Puerto Rico",0.0,Category:1692 establishments in Puerto Rico,1.1373,1,43,0.0657,51965,2600:1014:B022:6A0E:7177:92E0:1481:8405,49.0,936792856,0.0936,931049709,28862.0,0,0.055999999999999994,0.0593,0.017045454545454544,3764.0
0,271945,Maharishi Vedic Approach to Health,0.0,Category:All articles with unsourced statements,1.1329,0,55,0.0299,51177,InternetArchiveBot,52.0,943053067,0.0578,931328111,35169.0,77,0.0315,0.0326,0.0,4507.0
1,451160,Doncaster Rovers F.C.,0.0,Category:1879 establishments in England,1.1340000000000001,1,9,0.0605,47430,Chris the speller,35.0,941617006,0.1098,932962613,19358.0,0,0.0804,0.0874,0.021052631578947368,1889.0
1,16861593,Adaeze Yobo,0.0,Category:1990 births,1.1163,0,5,0.0288,49277,47.9.222.226,34.0,936328153,0.0696,936324782,7133.0,4,0.0466,0.0489,0.0,833.0
0,15386566,Altamiranoa,0.0,Category:Printworthy redirects,1.1307,0,150,0.0116,46544,Abishe,16.0,943200372,0.0325,942946598,7882.0,46,0.0641,0.0685,0.0,1026.0
1,168552,MC Hammer,0.0,Category:1962 births,1.1493,0,19,0.0771,49117,2605:E000:100C:8D42:CD5:32BD:1EE:2D8,20.0,944048195,0.1593,943989290,63734.0,17,0.0813,0.0885,0.0,5734.0
1,718772,Paul Bogle,0.0,Category:1820s births,1.1295,0,123,0.0397,49314,LPS and MLP Fan,5.0,944985394,0.0675,944984994,103649.0,44,0.0345,0.0358,0.0,13011.0
1,20242197,Mazda RX-8 Hydrogen RE,0.0,Category:All articles needing additional references,1.1295,0,123,0.0397,53706,LPS and MLP Fan,5.0,944985394,0.0675,944984994,103649.0,44,0.0345,0.0358,0.0,13011.0
1,32864384,List of natural disasters,0.0,,1.1295,0,123,0.0397,66657,LPS and MLP Fan,5.0,944985394,0.0675,944984994,103649.0,44,0.0345,0.0358,0.0,13011.0
1,15784504,U.S. Route 202 in New Jersey,0.0,Category:Articles using KML from Wikidata,1.1219,0,33,0.0604,47897,2601:CD:200:2820:24A2:8008:6ABA:E6FF,11.0,947487674,0.095,945918235,139610.0,251,0.0573,0.0608,0.0,16312.0
1,10564724,Cerro Villa Middle School,0.0,,1.1429,1,0,0.0642,51375,Rent Alexander Arnold,13.0,945980685,0.1059,945980572,178085.0,59,0.055,0.0581,0.03225806451612903,19130.0
0,18720327,The Wall: Growing Up Behind the Iron Curtain,0.0,Category:2007 children's books,1.1418,0,188,0.0574,47748,Killarnee,21.0,946034610,0.1141,946034525,13356.0,1,0.0641,0.0685,0.0,1131.0
0,19587033,Lainya County,0.0,"Category:""Related ethnic groups"" needing confirmation",1.1565,1,13,0.0207,48079,Toughpigs,22.0,947418114,0.037000000000000005,946930255,92010.0,234,0.0508,0.0535,0.02325581395348837,13941.0
0,25268423,Nottingham University School of Pharmacy,0.0,Category:All articles needing coordinates,1.1364,0,20,0.026000000000000002,47822,Munsh245,80.0,949016598,0.0767,948602803,12602.0,118,0.0479,0.0503,0.0,1765.0
0,1523625,Tayma,0.0,Category:All articles needing additional references,1.1395,0,96,0.0436,49496,BHGbot,15.0,948811924,0.0899,948732429,25905.0,5,0.0756,0.0818,0.0,2505.0
0,1336396,Antony Flew,0.0,Category:1923 births,1.1445,0,19,0.0882,48379,Tmac13m,13.0,949142098,0.1199,949139975,37949.0,45,0.13,0.1494,0.0,1516.0
1,12495,Grover Cleveland,0.0,Category:1837 births,1.0688,0,14,0.0694,51472,Kolyan.Mescher,8.0,949306602,0.1273,949306531,30879.0,16,0.0776,0.0842,0.0,2916.0
1,15669536,1983 World Championships in Athletics – Men's pole vault,0.0,Category:Events at the 1983 World Championships in Athletics,1.1984,0,0,0.037000000000000005,51159,186.80.30.44,10.0,328071014,0.0741,328070023,4418.0,1,0.3462,0.5,0.0,694.0
0,5301203,Northern Cordilleran Volcanic Province,0.0,Category:All articles with dead external links,1.1347,0,98,0.0206,51077,XFhumu,40.0,784185697,0.0792,615835377,1231.0,13,0.0741,0.0799,0.0,132.0
0,37614644,Kalvakuntla Chandrashekar Rao,0.0,Category:Redirects from moves,1.1397,0,72,0.0087,46560,Fyrael,9.0,868645933,0.0422,846450747,416.0,32,0.0892,0.0979,0.0,49.0
0,17384528,Samantha Droke,0.0,Category:1987 births,1.1292,0,20,0.0409,48755,Jdcooper,11.0,906210462,0.069,851236550,5396.0,76,0.0609,0.0648,0.0,683.0
0,23116760,Stan Walker,0.0,Category:1990 births,1.1523,1,0,0.0604,49471,Lugnuts,13.0,885072963,0.0943,882487040,23738.0,53,0.1006,0.1117,0.16666666666666666,3036.0
1,1291901,Charlie Weis,0.0,Category:1956 births,1.1051,0,70,0.0501,47696,Mr. Guye,42.0,902185248,0.1049,898240905,227182.0,96,0.0682,0.0732,0.0,20869.0
0,38283233,United States Navy SEALs in fiction,0.0,,1.15,0,55,0.0511,47485,Archer1234,25.0,911795885,0.0787,903039585,45984.0,9,0.0748,0.0808,0.0,5352.0
0,21426421,Cuppacumbalong Homestead,0.0,Category:All Wikipedia articles written in Australian English,1.1338,1,100,0.0359,47754,Bellowhead678,13.0,935919881,0.0728,916199698,9803.0,1,0.0888,0.0974,0.011235955056179777,1155.0
0,1448406,"Karratha, Western Australia",0.0,Category:All Wikipedia articles written in Australian English,1.1747,1,146,0.0457,46985,Onel5969,11.0,925506017,0.0661,916745946,155727.0,25,0.1264,0.1447,0.0625,487.0
1,17413,Kennedy,0.0,Category:All article disambiguation pages,1.1395,0,105,0.0783,51198,Bender the Bot,143.0,931618248,0.1239,921361217,106026.0,1,0.068,0.0729,0.0,10109.0
1,15698942,Guy Benson,0.0,Category:1985 births,1.1395,0,75,0.0796,46119,GreenC bot,83.0,927444534,0.1826,923396179,43503.0,92,0.0835,0.0911,0.0,1789.0
1,26989108,Ego (The Saturdays song),0.0,Category:2009 songs,1.1274,0,230,0.0476,46961,Citation bot,37.0,930397489,0.1166,929585981,46675.0,68,0.0644,0.0688,0.0,3134.0
0,10246194,Universal Technical Institute,0.0,Category:All articles with a promotional tone,1.1261,0,70,0.0518,49726,Charliesamuelswiki,86.0,931418202,0.0947,931417659,3996.0,0,0.0734,0.0791,0.0,407.0
0,31028733,Wyandot,0.0,Category:All article disambiguation pages,1.1327,1,0,0.0738,47501,Mondfeuer61,21.0,931528271,0.0992,931517080,9323.0,1,0.0742,0.0802,0.007194244604316547,642.0
0,3324506,Paul Moyer,0.0,Category:1941 births,1.1428,0,14,0.013000000000000001,51788,Leschnei,9.0,934603399,0.0274,934502888,147239.0,59,0.0637,0.0679,0.0,12115.0
0,25019076,John E. Niederhuber,0.0,Category:All BLP articles lacking sources,1.1216,0,16,0.076,48986,RaiBrown1204,15.0,940280278,0.1231,936512206,6054.0,7,0.0462,0.0484,0.0,690.0
0,610527,Whiteout (weather),0.0,Category:Articles containing video clips,1.1415,0,0,0.0309,47624,AwesomeKyle3310,66.0,940836331,0.0694,937635562,29688.0,1,0.0626,0.0667,0.0,3589.0
1,500961,Jack (playing card),0.0,Category:Commons category link is on Wikidata,1.1274,0,16,0.0476,46958,50.35.70.246,8.0,939560951,0.1162,938483276,46675.0,7,0.0645,0.069,0.0,3134.0
0,1788241,Folklife,0.0,Category:Printworthy redirects,1.1284,0,55,0.0423,46919,InternetArchiveBot,116.0,948632584,0.0877,942036548,8861.0,161,0.0838,0.0915,0.0,864.0
0,1506784,Wayne Middaugh,0.0,Category:1967 births,1.117,0,24,0.033,46642,Spicemix,128.0,944802803,0.0606,942202482,45392.0,0,0.0494,0.052000000000000005,0.0,5679.0
1,7861601,Siat,0.0,Category:All articles containing potentially dated statements,1.1167,0,28,0.0581,46700,2A02:C7F:72BB:D200:3D32:4C5D:9FF4:E8F6,10.0,942443021,0.1018,942442523,20198.0,37,0.1159,0.1311,0.0,965.0
1,1121587,Schur multiplier,0.0,Category:CS1 German-language sources (de),1.1167,0,28,0.0581,58102,2A02:C7F:72BB:D200:3D32:4C5D:9FF4:E8F6,10.0,942443021,0.1018,942442523,20198.0,37,0.1159,0.1311,0.0,965.0
1,22621258,Echo (Leona Lewis album),0.0,Category:2009 albums,1.1167,0,28,0.0581,63468,2A02:C7F:72BB:D200:3D32:4C5D:9FF4:E8F6,10.0,942443021,0.1018,942442523,20198.0,37,0.1159,0.1311,0.0,965.0
1,88393,Château de Chaumont,0.0,Category:All articles needing additional references,1.1318,0,140,0.1178,50648,Mr. Vernon,0.0,942581080,0.1835,942580957,30624.0,0,0.0905,0.0995,0.0,2420.0
0,1445887,Helsinki commuter rail,0.0,Category:1969 establishments in Finland,1.1021,0,194,0.0686,47386,Denniss,20.0,944371990,0.1294,944371130,16389.0,277,0.0576,0.0611,0.0,1529.0
0,188517,Micropsia,0.0,Category:All articles with dead external links,1.1204,0,55,0.1045,46625,Rfassbind,15.0,944984350,0.1698,944471789,13146.0,45,0.0955,0.1055,0.0,894.0
0,43047687,Fornication,0.0,Category:Adultery,1.1311,0,128,0.0323,50250,InternetArchiveBot,58.0,947801359,0.0546,944897959,50717.0,36,0.0667,0.0714,0.0,6221.0
0,85870,Abnoba,0.0,Category:Articles with specifically marked weasel-worded phrases from January 2011,1.1395,0,206,0.0736,46873,JavaHurricane,10.0,946283186,0.1587,946282692,13728.0,0,0.0885,0.0971,0.0,723.0
0,18111781,1982 Loft Law,0.0,Category:1982 in New York (state),1.1275,0,67,0.0492,49981,Fylindfotberserk,11.0,949447638,0.0889,949420843,38171.0,1,0.0794,0.0863,0.0,4014.0
0,4652475,1939 Erzincan earthquake,0.0,Category:1930s tsunamis,1.1361,0,15,0.1064,46154,YellowFives,0.0,328600423,0.1277,328600244,50833.0,33,0.2857,0.3871,0.0,6173.0
0,25147106,Out of the Blue (Alison Brown album),0.0,Category:1998 albums,1.1202,0,20,0.0788,49943,CroesJ,25.0,664464497,0.0994,574742562,2159.0,18,0.1589,0.1888,0.0,53.0
0,91290,"Lynchburg, Virginia",0.0,Category:1786 establishments in Virginia,1.2056,0,50,0.04,50788,AvicBot,9.0,768655197,0.08,768594911,150287.0,2,0.5,0.9231,0.0,14940.0
0,4480806,Shawnee Mission Northwest High School,0.0,Category:1969 establishments in Kansas,1.1202,0,164,0.0467,48052,NihlusBOT,0.0,804640546,0.076,798776601,4083.0,23,0.0785,0.0852,0.0,415.0
0,51422791,Its the End of the World as We Know It (And I Feel Fine),0.0,Category:Unprintworthy redirects,1.1236,0,57,0.0472,51325,Armbrust,17.0,927717053,0.0997,825958449,3280.0,30,0.0836,0.0911,0.0,197.0
0,1411554,Juliet Anderson,0.0,Category:1938 births,1.1031,0,55,0.0895,48225,Editor2020,0.0,888583813,0.1472,888583251,19735.0,0,0.0598,0.0636,0.0,2563.0
1,91827,"Douglas County, South Dakota",0.0,Category:1882 establishments in Dakota Territory,1.1381,0,281,0.0587,46223,Citation bot,63.0,931203066,0.0881,924733616,5334.0,79,0.0652,0.0697,0.0,381.0
1,1058762,Six Mile Lake (Alaska),0.01098901098901099,Category:All stub articles,1.1297,0,33,0.0367,46079,108.48.58.124,11.0,930346679,0.0988,930346642,30436.0,1,0.1048,0.1171,0.0,2804.0
0,3463805,Now That's What I Call Music! discography,0.0,Category:All articles covered by WikiProject Wikify,1.0855,0,30,0.0454,47042,Xezbeth,6.0,934238579,0.0841,932152988,20603.0,14,0.062,0.0661,0.0,2280.0
0,166052,Osmania University,0.0,Category:All Wikipedia articles written in Indian English,1.0855,0,30,0.0454,58491,Xezbeth,6.0,934238579,0.0841,932152988,20603.0,14,0.062,0.0661,0.0,2280.0
0,19987367,Savita Bhabhi,0.0,Category:2008 comics debuts,1.1567,1,56,0.0307,48810,InternetArchiveBot,108.0,937120581,0.0625,936867508,47458.0,133,0.0737,0.0796,0.016,5463.0
0,1042993,The Elder Scrolls IV: Oblivion,0.0,Category:2006 video games,1.1575,1,21,0.0258,47294,Venonaproject,14.0,938185046,0.0389,937926653,56901.0,4,0.0758,0.08199999999999999,0.008771929824561403,113.0
0,14534297,Deviance (sociology),0.0,Category:All articles with dead external links,1.1451,0,13,0.0484,50488,Rot1968,25.0,939961074,0.1476,939959907,17145.0,4,0.0891,0.0978,0.0,1209.0
1,3327266,Jonathan Trott,0.0,Category:1981 births,1.1318,1,0,0.086,50262,72.36.62.178,17.0,943820618,0.1382,943772377,54710.0,116,0.0942,0.10400000000000001,0.03225806451612903,4003.0
0,1506784,Wayne Middaugh,0.0,Category:1967 births,1.117,0,25,0.033,46639,Nihalarman,22.0,945639891,0.0606,944803400,45392.0,1,0.0492,0.0517,0.0,5679.0
1,4407208,List of Life with Derek episodes,0.0,Category:All articles needing additional references,1.1454,0,48,0.0524,49461,Philip Cross,21.0,944847025,0.1078,944846161,57907.0,18,0.0798,0.0867,0.0,7319.0
0,16590,Junkers Ju 87,0.0,Category:1930s German bomber aircraft,1.1352,0,3,0.0666,46021,Tampabay721,0.0,945141103,0.1142,945140518,114647.0,22,0.0789,0.0857,0.0,12238.0
1,2183836,Cousin couple,0.0,Category:Cousin couples,1.1342,1,86,0.0934,46084,GreenC bot,183.0,948974567,0.1322,946262542,10789.0,127,0.0668,0.0716,0.027522935779816515,1266.0
1,37142,Zeno of Citium,0.0,Category:260s BC deaths,1.141,0,15,0.0358,50846,179.24.246.173,6.0,946340826,0.0958,946340243,44202.0,37,0.2308,0.3001,0.0,1623.0
0,1862452,Daniel Pinchbeck,0.0,Category:1966 births,1.0927,1,55,0.0417,47456,InternetArchiveBot,120.0,947478939,0.077,947140237,26569.0,167,0.0853,0.0933,0.03968253968253968,2658.0
0,100394,Ethel Merman,0.0,Category:1908 births,1.1397,0,37,0.0565,50939,Spinoziano,107.0,949221293,0.1204,948019468,156804.0,2,0.0589,0.0625,0.0,15152.0
0,318712,Lie algebra representation,0.0,Category:CS1 maint: ref=harv,1.139,0,29,0.0579,49196,Manannan67,33.0,948025822,0.0914,948024304,81459.0,22,0.0817,0.08900000000000001,0.0,9405.0
0,13040550,Connie Desmond,0.0,Category:1908 births,1.0231,0,112,0.0499,48925,Iridescent,10.0,949462493,0.0805,948261786,129980.0,2,0.061,0.065,0.0,14515.0
1,18484452,Gökhan Saki,0.0,Category:1983 births,1.0731,0,104,0.0226,46739,219.74.51.200,12.0,949158637,0.0422,949158560,12002.0,0,0.0786,0.0853,0.0,1552.0
0,145853,Joseph Losey,0.0,Category:1909 births,1.1052,0,0,0.0563,46244,Proctris,15.0,555118102,0.1334,538912996,20012.0,43,0.1423,0.1657,0.0,2424.0
1,15784504,U.S. Route 202 in New Jersey,0.0,Category:Articles using KML from Wikidata,1.1164,0,104,0.0184,47893,The Anomebot2,88.0,604873778,0.0601,545061846,1458.0,44,0.0999,0.1109,0.0,65.0
0,319505,Quebec sovereignty movement,0.0,Category:All Wikipedia articles in need of updating,1.1682,0,123,0.0172,48769,AnomieBOT,10.0,778624946,0.0345,564836519,78655.0,30,0.193,0.23399999999999999,0.0,9229.0
1,54381325,Cucuteni-Trypillian culture,0.0,Category:Redirects from alternative spellings,1.1271,0,0,0.0439,47473,75.149.90.253,28.0,913878794,0.0901,835968045,9900.0,40,0.0803,0.0873,0.0,1019.0
1,11544,French Foreign Legion,0.0,Category:1831 establishments in France,1.1248,0,25,0.061,49188,Andy Dingley,1.0,836711381,0.0969,836711317,9566.0,1,0.087,0.0952,0.0,774.0
0,21833153,Journal of Neurochemistry,0.0,Category:Articles with short description,1.136,0,195,0.0819,46436,Cassiopeia,15.0,876278970,0.1417,876271483,8314.0,10,0.0819,0.0892,0.0,662.0
0,16401695,Stuff White People Like,0.0,Category:1978 births,1.1283,0,34,0.1143,49427,Jevansen,18.0,919851600,0.1509,878735844,4514.0,33,0.0966,0.1069,0.0,199.0
0,46203919,Kua Fu,0.0,Category:Redirects from moves,1.138,1,0,0.0771,50316,LukaStevens,85.0,882532119,0.1532,882531594,26997.0,43,0.1032,0.1151,0.003584229390681004,2200.0
0,25296674,Pat Screen,0.0,Category:1943 births,1.1288,1,8,0.0766,47990,Llammakey,20.0,887072414,0.1366,887009568,653.0,1,0.1507,0.177,0.03125,85.0
1,253130,Prince John of the United Kingdom,0.0,Category:1905 births,1.1126,0,28,0.0465,50725,Graeme Bartlett,13.0,900246516,0.073,896938951,29582.0,1,0.0549,0.057999999999999996,0.0,3348.0
0,303197,List of Star Wars characters,0.0,Category:All articles to be merged,1.1279,0,67,0.0856,51552,InternetArchiveBot,55.0,914489396,0.1005,911144932,3139.0,81,0.0836,0.0912,0.0,170.0
0,25145113,Dulles Corridor Users Group,0.0,Category:All articles needing additional references,1.1448,1,15,0.0611,49639,Jevansen,13.0,947228149,0.09699999999999999,926553940,36556.0,4,0.09,0.0988,0.03157894736842105,3800.0
0,21237995,2009–10 Premier League,0.0,Category:2009–10 Premier League,1.1341,1,157,0.0369,47005,CLCStudent,18.0,931077447,0.079,931077376,16068.0,16,0.0726,0.0783,0.012345679012345678,1800.0
0,23278339,Black Panther Party,0.0,Category:1966 establishments in California,1.1441,0,200,0.0505,46636,Graham87,10.0,939102150,0.0944,933974679,15378.0,11,0.0774,0.0838,0.0,1784.0
0,12595795,The Great Day,0.0,Category:1920 films,1.1373,0,28,0.0589,46565,Pkbwcgs,0.0,941952097,0.0979,935738636,10394.0,23,0.0639,0.0682,0.0,948.0
0,19666626,Lemming,0.0,Category:All articles with unsourced statements,1.1493,0,127,0.0871,50778,InternetArchiveBot,91.0,947268247,0.1574,938005639,123835.0,284,0.0562,0.0595,0.0,10890.0
0,1092557,We Three Kings,0.0,Category:American Christmas songs,1.1505,0,135,0.0709,50336,GoingBatty,25.0,941021247,0.1387,941020955,81040.0,0,0.0753,0.0815,0.0,5002.0
0,20119714,Short track speed skating at the 2010 Winter Olympics,0.0,Category:2010 Winter Olympics events,1.1347,0,22,0.0431,51192,Royroque4,18.0,941848496,0.0969,941848229,19771.0,0,0.0977,0.1083,0.0,2467.0
